chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr9	124857880	124861981	-	ENSG00000136942.15	RPL35	0.513899562210908	0.999993256694946	5	23.2427972998421
chr7	138002324	138118305	+	ENSG00000122787.15	AKR1D1	0.5140070025722	0.999993256694946	1	2.08379337528587
chr5	140647058	140662480	+	ENSG00000113141.18	IK	0.514039070245051	0.999993256694946	7	28.9883097608436
chr16	3539033	3577403	-	ENSG00000167984.18	NLRC3	0.514050546952341	0.999993256694946	2	9.81763151795457
chrX	101009346	101052116	-	ENSG00000188917.15	TRMT2B	0.514431988988392	0.999993256694946	6	29.2659379901566
chr12	110501655	110532086	+	ENSG00000151164.18	RAD9B	0.514473950032006	0.999993256694946	3	8.29652220779582
chr11	62712630	62727457	-	ENSG00000214753.4	HNRNPUL2	0.514523078781578	0.999993256694946	1	3.74019998463882
chr7	147146342	147146756	+	ENSG00000226857.1	DUTP3	0.51452759431262	0.999993256694946	1	1.29829173309365
chr16	72093613	72112912	+	ENSG00000140829.12	DHX38	0.514584266011955	0.999993256694946	8	28.1706314944721
chr3	49940007	50100045	+	ENSG00000004534.15	RBM6	0.514682211490208	0.999993256694946	19	80.0397046820272
chr2	197486584	197516737	-	ENSG00000144381.17	HSPD1	0.514734050845576	0.999993256694946	11	55.2431973972973
chr14	92121969	92172145	+	ENSG00000165934.13	CPSF2	0.514767503271489	0.999993256694946	4	17.8389296073891
chr11	102942995	102955732	-	ENSG00000137745.12	MMP13	0.514787823790148	0.999993256694946	1	1.68116996993474
chr4	143911514	143912053	-	ENSG00000249741.2	AC093890.1	0.51480058015356	0.999993256694946	1	2.39616864616687
chr3	193398967	193593111	-	ENSG00000127249.15	ATP13A4	0.514939077190732	0.999993256694946	1	3.95981080906155
chr8	23296897	23425328	-	ENSG00000134013.16	LOXL2	0.514990510115776	0.999993256694946	6	14.3349211774192
chr7	30167804	30168004	+	ENSG00000225907.1	RPS27P16	0.515024163476087	0.999993256694946	1	2.35829169143027
chr19	50854915	50860764	+	ENSG00000142515.15	KLK3	0.515109442889818	0.999993256694946	16	121.13403736725
chr15	42210447	42273584	-	ENSG00000103978.16	TMEM87A	0.515109835937877	0.999993256694946	12	64.3001216252781
chr5	171861549	172006873	-	ENSG00000072803.17	FBXW11	0.515232474297506	0.999993256694946	11	55.2923255607572
chr12	10985913	10986912	-	ENSG00000212126.3	TAS2R50	0.515352131586354	0.999993256694946	1	3.61862722526243
chr2	127247258	127250082	+	ENSG00000226789.1	AC110926.1	0.515365557993615	0.999993256694946	1	3.64950939457946
chr7	98385801	98386584	-	ENSG00000214389.2	RPS3AP26	0.515367889509578	0.999993256694946	1	4.97784320243084
chr16	67394152	67416833	-	ENSG00000159714.11	ZDHHC1	0.515387817844757	0.999993256694946	6	20.6459729885713
chr11	112024814	112064390	+	ENSG00000150768.15	DLAT	0.515401344754226	0.999993256694946	5	23.6126604058315
chr1	154957026	154963853	-	ENSG00000163348.4	PYGO2	0.515455978735628	0.999993256694946	3	12.740052409693
chr4	69051363	69112987	+	ENSG00000171234.14	UGT2B7	0.515465019702613	0.999993256694946	1	2.52372765932983
chr16	30092314	30096915	-	ENSG00000090238.12	YPEL3	0.515488262326597	0.999993256694946	7	27.0071906091489
chr15	56192353	56193262	-	ENSG00000261072.2	AC084783.1	0.515494167814469	0.999993256694946	1	4.52855330002029
chr19	21276023	21276332	-	ENSG00000268747.1	AC022432.1	0.51549507396001	0.999993256694946	1	2.09826693600049
chr9	129081111	129090438	+	ENSG00000167130.18	DOLPP1	0.515505499026928	0.999993256694946	3	12.0963553894033
chrX	153075769	153076968	-	ENSG00000268883.2	PNMA6B	0.515529559376506	0.999993256694946	1	2.18508450457974
chr12	110280756	110351093	+	ENSG00000174437.17	ATP2A2	0.515559734301627	0.999993256694946	11	67.9843954160736
chr5	116085016	116412762	+	ENSG00000145781.9	COMMD10	0.515584033651831	0.999993256694946	5	24.5136650415166
chr11	1947278	1984522	+	ENSG00000214026.11	MRPL23	0.515649649276177	0.999993256694946	10	32.6334790600548
chr10	103367976	103389065	+	ENSG00000148835.11	TAF5	0.515741289982581	0.999993256694946	1	5.89245800737483
chr13	99981784	99986765	+	ENSG00000043355.12	ZIC2	0.515752556848036	0.999993256694946	1	3.66212862101306
chr1	157745733	157777132	-	ENSG00000132704.16	FCRL2	0.515807419071728	0.999993256694946	4	8.1065250701886
chr14	19954490	19957996	+	ENSG00000258822.2	OR4K16P	0.51583593000983	0.999993256694946	1	2.90886020072395
chr2	230327184	230403732	+	ENSG00000185404.16	SP140L	0.515868024895327	0.999993256694946	9	28.5611305779555
chr1	11479155	11537551	+	ENSG00000204624.8	DISP3	0.515877041393827	0.999993256694946	1	4.80293566454322
chr1	27098809	27166981	-	ENSG00000090020.11	SLC9A1	0.515912130410644	0.999993256694946	5	21.6547350397569
chr3	121593379	121630295	+	ENSG00000163833.8	FBXO40	0.515961179193852	0.999993256694946	1	4.48014626338126
chr2	200678233	200734109	+	ENSG00000244301.6	AOX3P	0.515963555358262	0.999993256694946	2	3.4376188559686
chr9	77716097	78031811	-	ENSG00000156052.11	GNAQ	0.516146738976229	0.999993256694946	1	3.17076782318218
chr10	103088017	103193306	-	ENSG00000076685.18	NT5C2	0.516222792263738	0.999993256694946	13	68.5145308861846
chr17	44011188	44023946	-	ENSG00000091947.10	TMEM101	0.516234406974309	0.999993256694946	6	19.3302960533493
chr4	120895494	120897083	-	ENSG00000251609.2	SETP12	0.516237187325447	0.999993256694946	1	2.28822640191132
chr6	157372556	157373171	-	ENSG00000218631.1	AL117344.1	0.516266795066631	0.999993256694946	1	1.61823678975257
chr12	13083532	13103683	-	ENSG00000111305.19	GSG1	0.516290171148531	0.999993256694946	2	7.18488744112623
chr3	50292831	50299405	-	ENSG00000186792.17	HYAL3	0.516294298819922	0.999993256694946	5	11.1808892399744
chr12	113816738	113966325	-	ENSG00000122965.11	RBM19	0.516295768921754	0.999993256694946	5	26.8923169451982
chr10	100188300	100229596	-	ENSG00000213341.11	CHUK	0.516329176734138	0.999993256694946	3	15.7496604302209
chr15	71792638	71818259	+	ENSG00000278570.5	NR2E3	0.516479323075616	0.999993256694946	2	6.30213005576487
chr11	93478472	93543391	-	ENSG00000166002.7	SMCO4	0.516530739669993	0.999993256694946	4	20.0857618672185
chr7	21428043	21514822	+	ENSG00000105866.15	SP4	0.516601746249565	0.999993256694946	4	19.542687052277
chr10	48684876	48982956	+	ENSG00000128815.19	WDFY4	0.516611291545189	0.999993256694946	4	14.8101659768167
chr4	74114174	74303099	+	ENSG00000163738.18	MTHFD2L	0.516794909848404	0.999993256694946	11	43.3498106102607
chr1	153390032	153391073	-	ENSG00000143546.10	S100A8	0.516926225720938	0.999993256694946	1	3.71100929297119
chr11	818914	825573	+	ENSG00000177666.17	PNPLA2	0.51700008253116	0.999993256694946	5	22.2809721543853
chr15	34849137	34850395	-	ENSG00000259751.1	AC018868.2	0.517135316449494	0.999993256694946	1	2.65370678727515
chr1	145607988	145670650	+	ENSG00000117262.19	GPR89A	0.517170667154122	0.999993256694946	12	59.7851590659553
chr19	12433103	12484816	-	ENSG00000269755.1	AC008758.6	0.517178819579245	0.999993256694946	1	4.13402787668842
chr17	40388525	40417896	-	ENSG00000131747.15	TOP2A	0.517249365917054	0.999993256694946	1	6.5506544143224
chr17	42667914	42676994	-	ENSG00000068137.15	PLEKHH3	0.517277491346974	0.999993256694946	8	31.7810779958969
chr8	67099302	67099425	+	ENSG00000252637.1	RNA5SP268	0.517339144378801	0.999993256694946	1	2.50805677155525
chr2	24049701	24063681	+	ENSG00000119782.14	FKBP1B	0.517369836993137	0.999993256694946	6	16.8249717559504
chr6	116494989	116545684	-	ENSG00000173626.10	TRAPPC3L	0.517440117618624	0.999993256694946	1	6.50498245385166
chr9	129834698	129881838	+	ENSG00000136878.13	USP20	0.517494773382517	0.999993256694946	7	28.2658104310122
chr19	12379746	12383687	-	ENSG00000248406.1	AC008758.3	0.517597326624337	0.999993256694946	1	1.62318173928723
chr10	12896625	13099652	-	ENSG00000151468.11	CCDC3	0.517631508112692	0.999993256694946	2	8.94049795433358
chr4	102885048	103019719	-	ENSG00000164037.17	SLC9B1	0.517635275939658	0.999993256694946	4	11.5142426799276
chr12	64404392	64451125	+	ENSG00000184575.12	XPOT	0.517657194033015	0.999993256694946	6	32.1780116628326
chr3	179323031	179338583	+	ENSG00000121864.10	ZNF639	0.517759005092362	0.999993256694946	10	47.512497281059
chr4	37590800	37686376	-	ENSG00000181826.10	RELL1	0.517765413475695	0.999993256694946	3	11.804083825921
chr16	15363628	15381047	-	ENSG00000183793.14	NPIPA5	0.517770126568991	0.999993256694946	1	6.43016303829748
chr1	201380833	201399915	-	ENSG00000159166.15	LAD1	0.517831736050102	0.999993256694946	5	16.5774681244984
chr19	5558167	5578349	-	ENSG00000223573.7	TINCR	0.517849908168967	0.999993256694946	4	14.1471506268613
chr9	33449755	33449941	+	ENSG00000270542.1	AL356218.1	0.517925211038698	0.999993256694946	1	1.86292267272007
chrX	49829260	49834264	+	ENSG00000101951.17	PAGE4	0.517927890137587	0.999993256694946	3	9.8451195251835
chr16	1963745	1964095	-	ENSG00000255513.1	AC005363.1	0.517931740527931	0.999993256694946	1	1.56623295432587
chr14	24180395	24190416	-	ENSG00000259522.3	AL136295.4	0.517951569239463	0.999993256694946	1	3.98741138858223
chr1	92299059	92402056	+	ENSG00000122484.9	RPAP2	0.517986532000417	0.999993256694946	3	20.3951843081125
chr16	2047967	2089491	+	ENSG00000103197.18	TSC2	0.518001870462015	0.999993256694946	43	133.541267672017
chr2	227616998	227618655	+	ENSG00000284631.1	SCYGR4	0.518169588444621	0.999993256694946	1	3.48729747995026
chr2	222199888	222298996	-	ENSG00000135903.19	PAX3	0.518201812794614	0.999993256694946	2	6.39531789066215
chr10	65912523	67696195	-	ENSG00000183230.17	CTNNA3	0.518227404181528	0.999993256694946	1	2.79678194157732
chr9	127738317	127778710	-	ENSG00000095370.20	SH2D3C	0.518296440541916	0.999993256694946	7	15.5429869042684
chr10	58715554	58716257	+	ENSG00000183055.5	FAM133CP	0.518394345117101	0.999993256694946	1	3.35264415863823
chrX	9786429	9949443	+	ENSG00000146950.13	SHROOM2	0.518707061879899	0.999993256694946	4	18.4138030734388
chr7	90631906	90632568	+	ENSG00000223584.1	TVP23CP1	0.518737053248338	0.999993256694946	1	3.87782377749484
chr16	87383953	87404779	+	ENSG00000140941.14	MAP1LC3B	0.518772447743973	0.999993256694946	4	14.228220695953
chr4	87422573	87459455	+	ENSG00000170502.13	NUDT9	0.518858255445616	0.999993256694946	8	35.4132632700196
chr7	151081085	151083493	-	ENSG00000164897.14	TMUB1	0.518991030222471	0.999993256694946	6	21.8956590090029
chr16	89171748	89195492	+	ENSG00000129910.8	CDH15	0.519001441973785	0.999993256694946	1	2.45835330201558
chr3	49162535	49166331	-	ENSG00000177352.10	CCDC71	0.51908074132611	0.999993256694946	1	6.61055087948368
chr1	77853355	77853893	+	ENSG00000232015.2	HSPE1P25	0.519095593817345	0.999993256694946	1	2.25262549755775
chr1	44988705	44991834	-	ENSG00000268949.1	MRPS17P1	0.519110157934569	0.999993256694946	1	4.61306466930306
chr17	30115521	30186475	+	ENSG00000126653.18	NSRP1	0.519302783390323	0.999993256694946	15	52.0717315592024
chr1	161100556	161118055	-	ENSG00000143256.5	PFDN2	0.519458466727662	0.999993256694946	2	7.58349647921863
chr19	57191500	57222846	+	ENSG00000083844.10	ZNF264	0.519489568387437	0.999993256694946	4	23.8617480253604
chr5	138473744	138474361	+	ENSG00000241458.1	RPL7P19	0.519524757145244	0.999993256694946	1	1.47980797300652
chr17	74842023	74861504	-	ENSG00000161509.14	GRIN2C	0.519551777388027	0.999993256694946	1	3.41829950319672
chr9	34989641	34998900	+	ENSG00000137094.14	DNAJB5	0.519597099273974	0.999993256694946	5	17.4849489697704
chr10	70478767	70568450	+	ENSG00000107719.9	PALD1	0.519614797951913	0.999993256694946	1	6.14153670778241
chr1	115976513	116070054	+	ENSG00000163393.13	SLC22A15	0.519628692255108	0.999993256694946	3	11.7709001550204
chr4	88508591	88510403	-	ENSG00000249934.2	NCOA4P2	0.519657843136877	0.999993256694946	1	1.50125945881594
chr1	39491636	39529869	+	ENSG00000183682.8	BMP8A	0.519713259084399	0.999993256694946	1	6.58530742884896
chr7	11370365	11832198	-	ENSG00000005108.16	THSD7A	0.519721123465131	0.999993256694946	4	17.785116022523
chr16	2339150	2426699	+	ENSG00000238098.9	ABCA17P	0.519830255540537	0.999993256694946	2	2.55829462478396
chr1	197268204	197478455	+	ENSG00000134376.16	CRB1	0.519857507055325	0.999993256694946	3	4.59455201123792
chr9	94259298	94301829	+	ENSG00000175787.17	ZNF169	0.51989588239059	0.999993256694946	4	15.9378876385422
chr11	61752642	61788518	+	ENSG00000124920.13	MYRF	0.520086249512771	0.999993256694946	1	1.39503639195483
chr7	106654360	106661158	-	ENSG00000253276.3	CCDC71L	0.520196974029935	0.999993256694946	2	11.9290249224976
chr3	48599002	48610976	-	ENSG00000010256.11	UQCRC1	0.520216039391058	0.999993256694946	7	28.947738538356
chr11	62433542	62556235	-	ENSG00000124942.14	AHNAK	0.520248778995864	0.999993256694946	6	28.3893374096599
chr8	28890395	29064764	+	ENSG00000147421.18	HMBOX1	0.520259553693426	0.999993256694946	16	70.3094947780329
chr12	53180704	53195142	+	ENSG00000139651.11	ZNF740	0.520372055426874	0.999993256694946	4	19.5737927814984
chrX	8528874	8732137	-	ENSG00000011201.12	ANOS1	0.520476261719504	0.999993256694946	3	12.5020254696776
chr7	23129178	23129841	+	ENSG00000230042.1	AK3P3	0.520516390938096	0.999993256694946	1	4.0813859540984
chr9	114086126	114099291	-	ENSG00000136883.14	KIF12	0.520533612350647	0.999993256694946	5	14.9222465314629
chr1	185157080	185291781	+	ENSG00000116668.13	SWT1	0.52056651172466	0.999993256694946	3	17.0284836413655
chr12	57591174	57603418	+	ENSG00000166908.18	PIP4K2C	0.520571215232171	0.999993256694946	6	20.498862355397
chr1	93885199	93909456	-	ENSG00000023909.10	GCLM	0.520633468224105	0.999993256694946	4	18.359432743747
chr1	23778418	23788232	+	ENSG00000057757.10	PITHD1	0.520654792165985	0.999993256694946	3	18.5396218269806
chr5	141100473	141103827	+	ENSG00000113205.5	PCDHB3	0.520713399715822	0.999993256694946	1	5.8612148806458
chr17	76004502	76027452	-	ENSG00000167880.7	EVPL	0.520727958293659	0.999993256694946	5	21.4146274788279
chr11	126202096	126211692	-	ENSG00000165526.9	RPUSD4	0.520794811400206	0.999993256694946	6	24.1791834097909
chr7	117287120	117715971	+	ENSG00000001626.16	CFTR	0.520800658463986	0.999993256694946	6	13.2776699353087
chr19	51225064	51243860	+	ENSG00000105383.15	CD33	0.520846041928233	0.999993256694946	5	11.580033352678
chr1	45627304	45688113	-	ENSG00000159592.11	GPBP1L1	0.520965806486393	0.999993256694946	14	69.8756772762257
chr11	65597756	65615382	-	ENSG00000173327.8	MAP3K11	0.521004324533318	0.999993256694946	10	37.6386009256557
chr16	67237683	67272191	+	ENSG00000135740.17	SLC9A5	0.521057621657726	0.999993256694946	4	7.8320908200747
chr1	149854045	149861210	-	ENSG00000270276.2	H4C15	0.521207838560629	0.999993256694946	3	16.3293256314366
chr12	7787794	7799146	+	ENSG00000111704.11	NANOG	0.521305341817089	0.999993256694946	1	5.22431425878491
chr14	35262462	35263036	+	ENSG00000240392.1	RPL9P3	0.52133080879474	0.999993256694946	1	2.42114638802078
chr2	43886224	43995989	-	ENSG00000138095.19	LRPPRC	0.521450465320482	0.999993256694946	9	48.7734525247021
chr16	20359175	20404737	-	ENSG00000169340.10	PDILT	0.521462408875633	0.999993256694946	1	1.73492329478798
chr12	49967194	49977139	+	ENSG00000086159.13	AQP6	0.521471969815865	0.999993256694946	1	1.14478434783873
chr6	33204655	33206831	+	ENSG00000204228.4	HSD17B8	0.521537620889687	0.999993256694946	1	5.53377910169775
chrX	132369317	132489968	-	ENSG00000076770.14	MBNL3	0.521544760850387	0.999993256694946	8	27.911609414245
chrX	22032325	22251310	+	ENSG00000102174.9	PHEX	0.521552127719035	0.999993256694946	1	4.79164168107905
chr22	23359603	23387731	-	ENSG00000215478.8	CES5AP1	0.521628834257802	0.999993256694946	1	2.51509501371619
chr8	129748196	129786624	-	ENSG00000147697.9	GSDMC	0.521649537113158	0.999993256694946	1	2.41854052480605
chr22	37019635	37029822	+	ENSG00000128309.16	MPST	0.521710091308215	0.999993256694946	6	26.1036988273729
chr16	4958330	5019157	+	ENSG00000103184.12	SEC14L5	0.521774502924716	0.999993256694946	1	5.67531901069576
chr22	35257452	35295807	+	ENSG00000100281.14	HMGXB4	0.521774775846137	0.999993256694946	7	30.3628575341997
chr9	89605012	89606555	+	ENSG00000130222.11	GADD45G	0.521869679341714	0.999993256694946	3	13.5444315399404
chr5	17065598	17276843	+	ENSG00000176788.9	BASP1	0.521925030002334	0.999993256694946	2	13.5423070005977
chr17	68420948	68457513	-	ENSG00000070540.13	WIPI1	0.522004853363243	0.999993256694946	9	33.8787700533475
chr4	151670504	151761007	-	ENSG00000059691.12	GATB	0.522006810820134	0.999993256694946	11	31.9917099032718
chr20	32762385	32809356	+	ENSG00000088305.18	DNMT3B	0.522076080446142	0.999993256694946	3	9.00131312881998
chr9	92893698	92894505	-	ENSG00000232843.2	SNX18P2	0.522228235455457	0.999993256694946	1	7.00022229356958
chr22	24270817	24417739	+	ENSG00000100014.20	SPECC1L	0.522229710739553	0.999993256694946	8	49.276070134275
chr2	85598547	85603196	-	ENSG00000168890.14	TMEM150A	0.522301421777068	0.999993256694946	7	23.9324626045209
chr11	57741250	57743554	+	ENSG00000211450.10	SELENOH	0.52230813370825	0.999993256694946	6	29.3534085521061
chr2	160099667	160200313	-	ENSG00000115221.12	ITGB6	0.522335551113126	0.999993256694946	5	14.7722185523736
chr7	6754109	6799365	+	ENSG00000169402.15	RSPH10B2	0.522435091151777	0.999993256694946	3	6.39785838121335
chr6	53794497	53924125	+	ENSG00000137269.15	LRRC1	0.522445054550452	0.999993256694946	4	19.681290796152
chr17	37489891	37513501	+	ENSG00000276023.5	DUSP14	0.522505128087763	0.999993256694946	3	8.85436598854217
chr2	208236227	208266074	-	ENSG00000138413.13	IDH1	0.52259417731353	0.999993256694946	9	40.4063638367213
chr8	123288355	123290503	+	ENSG00000253336.1	AC018992.1	0.522662344270514	0.999993256694946	1	2.10105277088138
chr16	30064164	30070457	+	ENSG00000149925.20	ALDOA	0.522720155824367	0.999993256694946	15	60.4725486666442
chr11	96389989	96507574	+	ENSG00000183340.7	JRKL	0.522793019027676	0.999993256694946	2	9.03530558147428
chr19	54532692	54545771	+	ENSG00000104970.11	KIR3DX1	0.522809109044356	0.999993256694946	2	7.48098829405908
chr11	18693122	18704785	+	ENSG00000151117.9	TMEM86A	0.522824433156329	0.999993256694946	2	7.94249414368986
chr17	58755854	58985179	+	ENSG00000175175.6	PPM1E	0.522943599519807	0.999993256694946	1	7.79653613852136
chr21	42879644	42913304	+	ENSG00000160194.18	NDUFV3	0.522976095316826	0.999993256694946	4	24.5634442978879
chr2	209808804	209809580	+	ENSG00000237194.1	SNAI1P1	0.523005338789432	0.999993256694946	1	2.34951194220408
chr6	70693839	70694619	+	ENSG00000262803.1	AL354943.1	0.52301843403893	0.999993256694946	1	4.03671858139339
chr17	50862223	50867978	-	ENSG00000141232.5	TOB1	0.52307023468599	0.999993256694946	3	12.8703621809742
chr1	16043736	16057308	+	ENSG00000184908.17	CLCNKB	0.523114151066353	0.999993256694946	1	1.34950695328122
chr13	36674020	36697839	+	ENSG00000180440.4	SERTM1	0.523183986818631	0.999993256694946	1	2.50912955573649
chr1	26454653	26455187	-	ENSG00000223583.1	AL513365.1	0.52333926495581	0.999993256694946	1	2.29064894519338
chr19	3185563	3209575	+	ENSG00000125912.11	NCLN	0.523428218477126	0.999993256694946	5	25.2540977102697
chr22	21957025	21982816	-	ENSG00000100038.19	TOP3B	0.523501730098153	0.999993256694946	16	51.1861278847954
chr19	54107013	54115675	-	ENSG00000105619.13	TFPT	0.523510959560063	0.999993256694946	3	11.366172823626
chr3	183815568	183884889	-	ENSG00000283765.1	AC131160.1	0.523514488355459	0.999993256694946	1	3.79767974507372
chr8	116766505	116849463	+	ENSG00000147679.12	UTP23	0.523610409470178	0.999993256694946	5	17.9198568752459
