chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr2	75790000	75810000	chr2	76570000	76610000	2127_2131	1	3
chr2	76180000	76220000	chr2	76570000	76610000	2128_2131	2	3
chr1	23520000	23550000	chr1	23630000	23650000	214_215	4	8
chr2	79660000	79670000	chr2	79840000	79890000	2154_2157	1	3
chr2	84000000	84030000	chr2	84300000	84310000	2170_2171	3	1
chr2	84480000	84520000	chr2	84620000	84640000	2172_2173	1	5
chr2	84480000	84520000	chr2	84860000	84890000	2172_2174	5	12
chr2	85050000	85080000	chr2	85270000	85300000	2177_2179	4	10
chr2	85120000	85150000	chr2	85270000	85300000	2178_2179	4	5
chr2	85410000	85430000	chr2	85540000	85570000	2181_2182	5	12
chr2	85630000	85680000	chr2	86060000	86170000	2183_2189	6	14
chr2	85700000	85750000	chr2	85800000	85850000	2184_2185	2	9
chr2	85700000	85750000	chr2	86060000	86170000	2184_2189	2	6
chr2	85800000	85850000	chr2	86060000	86170000	2185_2189	5	11
chr2	85880000	85900000	chr2	86060000	86170000	2187_2189	1	4
chr1	24170000	24210000	chr1	24380000	24400000	218_219	5	11
chr1	24170000	24210000	chr1	24590000	24640000	218_221	5	8
chr2	86220000	86240000	chr2	86360000	86390000	2191_2193	2	5
chr2	88570000	88590000	chr2	88650000	88680000	2200_2201	3	2
chr2	96840000	96870000	chr2	96940000	96960000	2210_2211	4	10
chr2	97700000	97750000	chr2	98370000	98400000	2212_2216	3	10
chr2	97780000	97820000	chr2	98370000	98400000	2213_2216	5	7
chr2	98640000	98660000	chr2	98820000	98850000	2218_2219	5	12
chr2	99330000	99360000	chr2	99480000	99500000	2222_2223	1	3
chr2	99530000	99580000	chr2	100220000	100280000	2224_2231	5	11
chr2	99530000	99580000	chr2	100350000	100410000	2224_2232	2	5
chr2	99790000	99840000	chr2	100220000	100280000	2227_2231	3	6
chr1	24650000	24700000	chr1	24820000	24870000	222_223	5	12
chr1	24650000	24700000	chr1	25200000	25230000	222_227	2	4
chr2	100220000	100280000	chr2	100350000	100410000	2231_2232	1	8
chr2	100600000	100620000	chr2	100960000	101000000	2233_2236	5	11
chr2	100720000	100740000	chr2	100960000	101000000	2234_2236	5	11
chr2	101010000	101030000	chr2	101140000	101200000	2237_2239	5	11
chr1	24820000	24870000	chr1	25200000	25230000	223_227	4	7
chr2	101390000	101430000	chr2	101820000	101850000	2243_2245	3	4
chr2	101500000	101540000	chr2	101820000	101850000	2244_2245	3	9
chr2	102000000	102040000	chr2	102150000	102180000	2247_2248	5	7
chr2	102000000	102040000	chr2	102220000	102270000	2247_2250	5	9
chr2	105110000	105130000	chr2	105230000	105250000	2265_2266	4	10
chr2	105340000	105380000	chr2	105510000	105540000	2267_2268	5	12
chr2	105550000	105590000	chr2	106070000	106110000	2269_2272	5	6
chr2	106070000	106110000	chr2	106550000	106590000	2272_2274	1	3
chr2	109110000	109140000	chr2	109490000	109520000	2289_2293	5	10
chr2	110810000	110850000	chr2	111080000	111120000	2295_2299	2	4
chr1	3460000	3500000	chr1	3610000	3630000	22_23	4	10
chr2	112600000	112620000	chr2	112710000	112760000	2307_2308	2	6
chr2	112710000	112760000	chr2	112930000	112960000	2308_2309	1	8
chr1	25520000	25530000	chr1	25780000	25810000	230_234	1	3
chr2	113230000	113260000	chr2	113360000	113380000	2310_2311	3	2
chr2	117460000	117490000	chr2	117750000	117780000	2322_2323	2	4
chr2	117820000	117840000	chr2	117990000	118010000	2324_2325	4	2
chr2	118030000	118060000	chr2	118140000	118160000	2326_2327	1	5
chr2	118030000	118060000	chr2	118840000	118870000	2326_2330	5	8
chr2	118200000	118230000	chr2	118840000	118870000	2329_2330	5	10
chr2	119010000	119030000	chr2	119260000	119300000	2332_2333	3	7
chr2	119710000	119740000	chr2	120170000	120190000	2339_2341	4	8
chr1	25590000	25620000	chr1	25780000	25810000	233_234	5	8
chr2	120330000	120360000	chr2	120510000	120550000	2345_2347	3	6
chr2	120330000	120360000	chr2	120660000	120680000	2345_2349	5	12
chr2	120330000	120360000	chr2	121060000	121120000	2345_2353	2	6
chr2	120690000	120720000	chr2	121060000	121120000	2350_2353	5	12
chr2	121060000	121120000	chr2	121330000	121370000	2353_2354	4	7
chr2	121060000	121120000	chr2	121700000	121730000	2353_2357	1	5
chr2	121390000	121420000	chr2	121700000	121730000	2355_2357	3	5
chr2	121520000	121550000	chr2	121700000	121730000	2356_2357	1	6
chr2	127290000	127330000	chr2	127460000	127500000	2371_2372	5	5
chr2	128730000	128760000	chr2	129210000	129260000	2379_2382	2	6
chr2	132520000	132570000	chr2	133150000	133190000	2393_2395	3	8
chr2	134110000	134130000	chr2	134400000	134440000	2402_2404	4	10
chr2	134980000	135010000	chr2	135690000	135730000	2408_2412	4	11
chr1	26590000	26620000	chr1	26780000	26810000	240_242	5	11
chr2	135900000	135920000	chr2	136360000	136390000	2414_2417	4	12
chr2	137890000	137920000	chr2	138350000	138380000	2423_2426	1	4
chr2	137890000	137920000	chr2	138780000	138820000	2423_2429	5	10
chr2	142680000	142700000	chr2	142960000	142990000	2432_2434	2	5
chr2	147060000	147100000	chr2	147890000	147920000	2441_2444	2	5
chr2	147930000	148000000	chr2	148490000	148520000	2445_2446	2	6
chr2	147930000	148000000	chr2	148970000	149030000	2445_2450	2	5
chr2	148970000	149030000	chr2	149300000	149340000	2450_2452	1	5
chr2	148970000	149030000	chr2	149540000	149570000	2450_2453	5	10
chr2	149590000	149610000	chr2	150480000	150500000	2454_2457	3	5
chr2	149590000	149610000	chr2	150580000	150620000	2454_2459	1	5
chr2	149590000	149610000	chr2	151040000	151070000	2454_2460	1	3
chr2	149590000	149610000	chr2	151220000	151250000	2454_2461	4	6
chr1	27100000	27120000	chr1	27270000	27320000	245_247	5	9
chr2	152160000	152210000	chr2	152600000	152640000	2463_2467	5	10
chr2	152320000	152340000	chr2	152600000	152640000	2464_2467	1	4
chr1	27270000	27320000	chr1	27370000	27420000	247_248	3	5
chr2	155360000	155400000	chr2	157180000	157220000	2480_2485	3	6
chr2	157490000	157510000	chr2	157990000	158040000	2486_2488	3	2
chr2	157760000	157790000	chr2	157990000	158040000	2487_2488	3	7
chr2	157990000	158040000	chr2	158730000	158760000	2488_2491	5	9
chr1	27370000	27420000	chr1	27590000	27620000	248_249	5	7
chr2	158890000	158910000	chr2	159110000	159130000	2492_2493	2	3
chr2	160100000	160110000	chr2	160940000	161020000	2494_2502	3	5
chr2	160240000	160300000	chr2	160940000	161020000	2495_2502	4	7
chr1	3910000	3930000	chr1	4630000	4670000	24_28	2	3
chr2	161580000	161600000	chr2	161930000	161950000	2504_2506	3	6
chr2	161990000	162020000	chr2	162120000	162140000	2507_2508	1	3
chr2	163150000	163200000	chr2	164410000	164520000	2513_2522	4	12
chr1	27840000	27860000	chr1	27970000	28000000	251_252	2	6
chr2	164710000	164760000	chr2	164910000	164930000	2526_2528	4	9
chr2	165380000	165430000	chr2	165680000	165710000	2533_2534	3	7
chr2	165380000	165430000	chr2	165860000	165890000	2533_2536	3	8
chr2	167270000	167300000	chr2	168100000	168120000	2543_2546	1	6
chr2	168330000	168370000	chr2	168670000	168700000	2548_2549	1	5
chr2	168330000	168370000	chr2	168730000	168780000	2548_2550	5	10
chr2	168330000	168370000	chr2	168910000	168940000	2548_2551	2	7
chr2	168950000	168970000	chr2	169100000	169140000	2552_2553	3	2
chr2	169520000	169550000	chr2	169750000	169790000	2557_2558	1	6
chr2	170360000	170410000	chr2	170800000	170830000	2562_2564	5	10
chr2	170950000	170980000	chr2	171140000	171180000	2566_2568	4	4
chr2	170950000	170980000	chr2	171400000	171440000	2566_2569	5	9
chr2	171140000	171180000	chr2	171400000	171440000	2568_2569	3	5
chr2	171560000	171620000	chr2	172090000	172130000	2571_2576	2	8
chr2	171690000	171730000	chr2	172090000	172130000	2572_2576	3	7
chr2	171800000	171830000	chr2	172090000	172130000	2574_2576	3	4
chr2	172160000	172190000	chr2	172440000	172490000	2577_2578	5	10
chr2	172790000	172820000	chr2	172920000	172950000	2580_2581	3	5
chr2	173020000	173060000	chr2	173200000	173230000	2583_2584	4	10
chr2	173370000	173420000	chr2	174030000	174070000	2585_2591	4	3
chr2	173370000	173420000	chr2	174330000	174360000	2585_2595	5	11
chr2	174450000	174480000	chr2	174680000	174700000	2596_2599	3	4
chr2	174760000	174780000	chr2	174970000	175000000	2601_2602	5	11
chr2	175350000	175380000	chr2	176060000	176100000	2605_2608	3	8
chr2	175670000	175690000	chr2	176060000	176100000	2607_2608	1	6
chr2	176110000	176150000	chr2	176450000	176470000	2609_2611	5	12
chr2	176110000	176150000	chr2	176540000	176570000	2609_2612	5	11
chr2	176110000	176150000	chr2	176630000	176670000	2609_2613	5	12
chr2	176110000	176150000	chr2	176800000	176840000	2609_2615	4	7
chr2	176110000	176150000	chr2	177130000	177190000	2609_2618	4	10
chr2	176630000	176670000	chr2	176800000	176840000	2613_2615	3	4
chr2	176630000	176670000	chr2	177130000	177190000	2613_2618	1	5
chr2	177130000	177190000	chr2	177290000	177350000	2618_2620	4	11
chr2	177480000	177510000	chr2	177720000	177760000	2622_2624	2	5
chr2	178110000	178140000	chr2	178400000	178420000	2626_2628	2	7
chr2	179400000	179440000	chr2	179730000	179770000	2634_2636	4	11
chr2	180100000	180150000	chr2	181060000	181120000	2638_2642	3	4
chr2	180100000	180150000	chr2	181450000	181480000	2638_2643	2	4
chr2	180100000	180150000	chr2	181700000	181770000	2638_2647	2	5
chr2	181060000	181120000	chr2	181450000	181480000	2642_2643	3	6
chr2	181060000	181120000	chr2	181700000	181770000	2642_2647	4	11
chr2	181700000	181770000	chr2	181880000	181930000	2647_2648	5	5
chr2	181700000	181770000	chr2	182070000	182090000	2647_2650	3	5
chr2	182170000	182200000	chr2	182640000	182660000	2651_2653	2	6
chr2	182750000	182780000	chr2	182960000	182980000	2654_2655	4	6
chr1	28870000	28900000	chr1	29020000	29050000	265_267	5	9
chr1	28870000	28900000	chr1	29180000	29250000	265_269	5	11
chr2	186490000	186510000	chr2	186630000	186660000	2661_2662	5	7
chr2	186860000	186880000	chr2	187440000	187470000	2663_2664	3	4
chr2	187570000	187600000	chr2	188500000	188550000	2666_2671	1	5
chr2	188500000	188550000	chr2	189390000	189420000	2671_2678	3	1
chr2	189070000	189110000	chr2	189390000	189420000	2674_2678	1	3
chr2	190060000	190100000	chr2	190270000	190300000	2686_2687	4	2
chr2	191040000	191070000	chr2	191490000	191530000	2693_2697	3	5
chr2	191150000	191220000	chr2	191490000	191530000	2695_2697	5	11
chr2	191230000	191250000	chr2	191490000	191530000	2696_2697	1	4
chr2	191550000	191570000	chr2	191680000	191710000	2698_2699	5	10
chr1	29180000	29250000	chr1	30360000	30390000	269_280	2	4
chr1	29180000	29250000	chr1	30690000	30730000	269_281	5	11
chr2	191800000	191830000	chr2	192160000	192180000	2700_2701	4	2
chr2	196050000	196100000	chr2	196280000	196340000	2712_2713	5	7
chr2	196770000	196800000	chr2	197350000	197410000	2714_2721	2	3
chr2	197000000	197030000	chr2	197350000	197410000	2715_2721	3	2
chr2	197100000	197140000	chr2	197350000	197410000	2716_2721	4	10
chr2	197790000	197820000	chr2	198110000	198150000	2722_2723	5	4
chr2	197790000	197820000	chr2	198280000	198300000	2722_2724	5	8
chr2	198310000	198330000	chr2	199470000	199510000	2725_2728	4	5
chr2	199700000	199720000	chr2	199850000	199870000	2729_2730	3	6
chr2	199960000	200000000	chr2	200290000	200330000	2731_2733	4	5
chr2	199960000	200000000	chr2	200460000	200490000	2731_2736	5	12
chr2	199960000	200000000	chr2	200690000	200710000	2731_2738	4	6
chr2	200550000	200600000	chr2	200690000	200710000	2737_2738	1	4
chr2	200890000	200930000	chr2	201060000	201080000	2741_2743	3	7
chr2	200890000	200930000	chr2	201160000	201190000	2741_2744	3	3
chr2	201830000	201870000	chr2	202170000	202190000	2750_2751	5	11
chr2	203470000	203510000	chr2	203790000	203830000	2766_2768	3	5
chr2	204320000	204350000	chr2	204670000	204700000	2772_2773	2	4
chr2	204320000	204350000	chr2	205650000	205690000	2772_2777	2	3
chr2	204860000	204890000	chr2	205650000	205690000	2774_2777	1	4
chr2	205750000	205780000	chr2	205900000	205950000	2778_2780	4	7
chr2	206670000	206710000	chr2	207450000	207490000	2783_2790	3	5
chr2	206770000	206820000	chr2	206960000	207000000	2784_2786	1	4
chr2	206770000	206820000	chr2	207450000	207490000	2784_2790	5	10
chr2	206960000	207000000	chr2	207450000	207490000	2786_2790	5	8
chr2	207740000	207770000	chr2	207960000	207980000	2791_2792	3	4
chr2	207740000	207770000	chr2	208020000	208070000	2791_2793	5	12
chr2	208380000	208450000	chr2	209310000	209360000	2794_2800	2	11
chr2	209310000	209360000	chr2	209540000	209580000	2800_2802	2	4
chr2	209940000	210000000	chr2	210180000	210210000	2803_2805	5	11
chr2	210240000	210260000	chr2	210390000	210410000	2806_2807	4	7
chr2	211740000	211770000	chr2	212540000	212590000	2812_2814	4	6
chr2	212680000	212700000	chr2	213140000	213180000	2815_2818	1	3
chr2	212760000	212800000	chr2	213140000	213180000	2816_2818	5	7
chr2	215430000	215470000	chr2	215890000	215930000	2826_2829	5	10
chr1	30780000	30810000	chr1	30900000	30930000	282_283	5	12
chr2	216510000	216550000	chr2	216650000	216720000	2837_2838	5	12
chr2	216510000	216550000	chr2	217700000	217750000	2837_2850	2	3
chr2	216650000	216720000	chr2	217140000	217190000	2838_2843	3	9
chr2	216650000	216720000	chr2	217490000	217530000	2838_2847	5	12
chr2	216650000	216720000	chr2	217700000	217750000	2838_2850	5	11
chr2	217780000	217800000	chr2	217880000	217900000	2851_2852	3	7
chr2	217780000	217800000	chr2	218030000	218070000	2851_2854	4	7
chr2	218270000	218300000	chr2	218370000	218400000	2857_2858	4	9
chr1	31160000	31210000	chr1	31320000	31350000	285_286	4	9
chr1	31160000	31210000	chr1	31410000	31430000	285_287	2	3
chr1	31160000	31210000	chr1	31540000	31560000	285_288	3	3
chr2	218680000	218730000	chr2	218830000	218860000	2862_2863	4	8
chr2	219000000	219060000	chr2	219140000	219180000	2865_2866	3	3
chr2	219000000	219060000	chr2	219280000	219340000	2865_2867	5	8
chr2	219140000	219180000	chr2	219280000	219340000	2866_2867	4	3
chr2	219390000	219410000	chr2	219520000	219540000	2868_2869	4	6
chr2	219730000	219750000	chr2	221560000	221600000	2870_2886	2	4
chr2	220660000	220700000	chr2	221560000	221600000	2878_2886	5	8
chr2	220660000	220700000	chr2	221950000	222000000	2878_2889	3	5
chr2	222030000	222060000	chr2	222550000	222630000	2890_2892	5	11
chr2	222290000	222330000	chr2	222550000	222630000	2891_2892	5	10
chr2	222690000	222720000	chr2	222880000	222930000	2893_2896	5	11
chr2	222950000	222990000	chr2	223580000	223620000	2897_2901	3	3
chr2	222950000	222990000	chr2	223660000	223710000	2897_2903	2	4
chr2	222950000	222990000	chr2	223780000	223820000	2897_2906	5	6
chr1	31650000	31680000	chr1	31960000	31980000	289_293	2	5
chr2	223970000	224000000	chr2	224270000	224290000	2907_2910	5	12
chr2	224340000	224370000	chr2	224630000	224680000	2911_2914	5	10
chr2	224340000	224370000	chr2	224980000	225010000	2911_2919	1	3
chr2	225100000	225140000	chr2	225630000	225690000	2920_2925	5	9
chr2	225630000	225690000	chr2	226790000	226840000	2925_2938	5	8
chr2	225630000	225690000	chr2	226970000	227000000	2925_2939	5	11
chr2	225630000	225690000	chr2	227100000	227140000	2925_2941	2	4
chr2	225870000	225920000	chr2	226790000	226840000	2926_2938	5	10
chr2	225870000	225920000	chr2	226970000	227000000	2926_2939	4	4
chr1	31780000	31810000	chr1	31960000	31980000	292_293	1	6
chr2	226200000	226220000	chr2	226790000	226840000	2931_2938	1	4
chr2	226620000	226670000	chr2	226790000	226840000	2935_2938	1	3
chr2	226790000	226840000	chr2	226970000	227000000	2938_2939	5	9
chr2	227100000	227140000	chr2	227230000	227250000	2941_2942	3	7
chr2	227400000	227420000	chr2	227760000	227780000	2943_2946	1	4
chr2	227630000	227670000	chr2	227760000	227780000	2945_2946	1	7
chr2	227890000	227910000	chr2	228650000	228670000	2950_2954	1	6
chr2	229120000	229160000	chr2	229260000	229290000	2960_2961	4	7
chr2	229120000	229160000	chr2	229570000	229600000	2960_2964	3	3
chr2	229420000	229440000	chr2	229570000	229600000	2963_2964	4	8
chr2	229780000	229820000	chr2	229900000	229920000	2965_2966	2	7
chr2	229780000	229820000	chr2	230590000	230640000	2965_2973	1	3
chr2	229980000	230040000	chr2	230150000	230200000	2967_2970	4	6
chr2	229980000	230040000	chr2	230590000	230640000	2967_2973	4	7
chr2	230150000	230200000	chr2	230590000	230640000	2970_2973	3	5
chr2	230830000	230850000	chr2	230980000	231000000	2976_2977	5	5
chr2	231080000	231120000	chr2	231400000	231440000	2978_2981	5	7
chr2	231210000	231250000	chr2	231400000	231440000	2979_2981	4	9
chr1	32390000	32450000	chr1	32770000	32800000	297_301	1	3
chr2	231880000	231940000	chr2	232300000	232330000	2982_2986	1	4
chr2	231880000	231940000	chr2	232400000	232430000	2982_2988	2	7
chr2	231880000	231940000	chr2	232500000	232530000	2982_2989	4	11
chr2	232840000	232890000	chr2	233020000	233060000	2992_2995	1	3
chr2	232840000	232890000	chr2	233210000	233290000	2992_2996	4	3
chr2	233210000	233290000	chr2	233430000	233480000	2996_2998	3	6
chr2	233430000	233480000	chr2	233710000	233730000	2998_3000	2	5
chr2	234100000	234150000	chr2	234490000	234520000	3004_3007	5	12
chr2	234100000	234150000	chr2	235080000	235160000	3004_3018	3	2
chr2	234270000	234300000	chr2	234490000	234520000	3005_3007	5	9
chr2	234530000	234580000	chr2	234940000	234970000	3008_3013	1	3
chr2	234530000	234580000	chr2	235080000	235160000	3008_3018	5	12
chr2	235080000	235160000	chr2	235580000	235610000	3018_3020	5	8
chr2	235080000	235160000	chr2	235720000	235760000	3018_3021	5	7
chr2	235580000	235610000	chr2	235720000	235760000	3020_3021	4	8
chr2	235770000	235800000	chr2	236160000	236190000	3022_3023	5	12
chr2	236340000	236360000	chr2	237020000	237070000	3025_3033	5	11
chr2	236490000	236530000	chr2	237020000	237070000	3027_3033	5	9
chr2	236540000	236580000	chr2	237020000	237070000	3028_3033	1	4
chr2	237120000	237170000	chr2	237410000	237440000	3035_3037	5	9
chr2	237580000	237610000	chr2	237740000	237770000	3039_3041	5	5
chr2	238350000	238380000	chr2	238770000	238790000	3046_3053	5	6
chr2	239030000	239050000	chr2	239870000	239900000	3055_3063	4	3
chr2	239120000	239160000	chr2	239370000	239400000	3056_3059	4	4
chr1	32920000	32960000	chr1	33050000	33090000	305_306	5	9
chr2	240050000	240070000	chr2	240140000	240160000	3067_3068	5	7
chr2	240220000	240240000	chr2	240430000	240450000	3069_3070	4	11
chr2	241710000	241740000	chr2	241860000	241880000	3078_3079	3	4
chr3	3190000	3240000	chr3	4000000	4020000	3087_3091	2	6
chr3	4340000	4370000	chr3	4610000	4650000	3097_3099	5	10
chr1	33290000	33310000	chr1	33450000	33470000	309_310	3	4
chr3	4690000	4740000	chr3	4970000	4990000	3101_3104	1	4
chr3	4690000	4740000	chr3	5030000	5070000	3101_3105	5	12
chr3	8430000	8450000	chr3	8600000	8630000	3118_3119	5	10
chr3	8960000	8990000	chr3	9290000	9320000	3121_3123	5	11
chr3	10340000	10360000	chr3	10720000	10750000	3129_3130	5	10
chr1	33600000	33650000	chr1	34580000	34610000	312_321	2	7
chr1	33600000	33650000	chr1	34730000	34760000	312_322	4	7
chr3	11370000	11390000	chr3	11640000	11670000	3138_3141	5	7
chr3	11370000	11390000	chr3	11800000	11840000	3138_3142	5	8
chr3	12130000	12160000	chr3	12460000	12490000	3143_3146	5	9
chr3	13080000	13100000	chr3	13450000	13470000	3150_3154	5	9
chr3	13480000	13510000	chr3	13630000	13650000	3155_3156	4	11
chr3	13660000	13670000	chr3	13870000	13920000	3157_3158	4	4
chr3	13870000	13920000	chr3	14090000	14130000	3158_3159	1	3
chr3	14190000	14210000	chr3	14450000	14480000	3160_3163	3	8
chr3	14250000	14270000	chr3	14450000	14480000	3162_3163	3	8
chr3	14660000	14690000	chr3	14900000	14940000	3165_3167	5	5
chr3	14780000	14810000	chr3	14900000	14940000	3166_3167	3	7
chr3	15220000	15270000	chr3	15380000	15400000	3169_3170	2	5
chr3	15220000	15270000	chr3	15550000	15580000	3169_3172	2	5
chr3	15610000	15650000	chr3	15800000	15840000	3173_3175	4	6
chr3	15800000	15840000	chr3	16240000	16260000	3175_3179	3	4
chr3	16030000	16050000	chr3	16160000	16200000	3176_3177	2	3
chr3	16280000	16300000	chr3	16530000	16560000	3180_3181	5	12
chr3	16590000	16620000	chr3	17020000	17050000	3182_3183	1	6
chr3	16590000	16620000	chr3	17220000	17250000	3182_3184	5	7
chr3	16590000	16620000	chr3	17390000	17420000	3182_3186	1	5
