loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr10	7500000	7540000	chr10	9290000	9320000	9956	9977	9956_9977	shared	chr10	7508122	7508623	4.9	4.1	0.8	0.103	0.253
chr17	62960000	63010000	chr17	63380000	63450000	15290	15293	15290_15293	shared	chr17	63003992	63004493	4.59	3.95	0.65	0.103	0.254
chr7	156940000	157010000	chr7	157230000	157260000	8323	8326	8323_8326	shared	chr7	156949476	156949977	6.8	6.3	0.49	0.103	0.254
chr7	92680000	92710000	chr7	92820000	92870000	7941	7942	7941_7942	shared	chr7	92698292	92698793	4.88	4.35	0.53	0.103	0.254
chr2	148970000	149030000	chr2	149300000	149340000	2450	2452	2450_2452	shared	chr2	148999416	148999917	5.29	5.77	-0.48	0.103	0.254
chr2	148970000	149030000	chr2	149540000	149570000	2450	2453	2450_2453	shared	chr2	148999416	148999917	5.29	5.77	-0.48	0.103	0.254
chr12	122040000	122060000	chr12	122180000	122200000	12675	12676	12675_12676	shared	chr12	122059880	122060381	5.16	4.64	0.51	0.103	0.254
chr11	11750000	11820000	chr11	12020000	12070000	10958	10962	10958_10962	shared	chr11	11798909	11799410	4.74	4	0.74	0.103	0.254
chr11	11750000	11820000	chr11	12250000	12350000	10958	10963	10958_10963	shared	chr11	11798909	11799410	4.74	4	0.74	0.103	0.254
chr7	105640000	105660000	chr7	106020000	106060000	8037	8041	8037_8041	shared	chr7	105653573	105654074	4.5	5.05	-0.55	0.103	0.254
chr9	4750000	4800000	chr9	4970000	5010000	9198	9199	9198_9199	shared	chr9	4798046	4798547	5.27	4.75	0.52	0.103	0.254
chr9	4750000	4800000	chr9	5410000	5460000	9198	9201	9198_9201	shared	chr9	4798046	4798547	5.27	4.75	0.52	0.103	0.254
chr9	4750000	4800000	chr9	5570000	5610000	9198	9202	9198_9202	shared	chr9	4798046	4798547	5.27	4.75	0.52	0.103	0.254
chr5	93570000	93600000	chr5	93780000	93810000	5636	5637	5636_5637	shared	chr5	93589206	93589707	4.4	3.73	0.67	0.103	0.254
chr12	15260000	15300000	chr12	15510000	15530000	11942	11943	11942_11943	shared	chr12	15278983	15279484	5.74	5.2	0.54	0.103	0.254
chr12	15260000	15300000	chr12	15840000	15870000	11942	11946	11942_11946	nonT2E-specific	chr12	15278983	15279484	5.74	5.2	0.54	0.103	0.254
chr14	70800000	70830000	chr14	70960000	70990000	13512	13513	13512_13513	shared	chr14	70808817	70809318	7.41	6.99	0.42	0.103	0.254
chr10	77150000	77190000	chr10	77380000	77410000	10472	10475	10472_10475	shared	chr10	77177234	77178003	4.61	5.22	-0.61	0.103	0.254
chr10	77150000	77190000	chr10	77620000	77660000	10472	10478	10472_10478	shared	chr10	77177234	77178003	4.61	5.22	-0.61	0.103	0.254
chr10	77150000	77190000	chr10	77700000	77760000	10472	10479	10472_10479	shared	chr10	77177234	77178003	4.61	5.22	-0.61	0.103	0.254
chr20	35280000	35310000	chr20	35430000	35450000	16490	16491	16490_16491	shared	chr20	35307261	35307762	5.49	4.93	0.56	0.103	0.254
chr22	42630000	42660000	chr22	43020000	43090000	17218	17223	17218_17223	shared	chr22	42657434	42657935	5.19	4.71	0.47	0.104	0.254
chr6	3430000	3510000	chr6	3710000	3760000	6189	6195	6189_6195	shared	chr6	3455925	3456426	7.93	7.58	0.34	0.104	0.254
chr6	26260000	26350000	chr6	26560000	26620000	6420	6422	6420_6422	shared	chr6	26272109	26272610	6.07	5.56	0.51	0.104	0.254
chr6	26260000	26350000	chr6	27120000	27200000	6420	6424	6420_6424	shared	chr6	26272109	26272610	6.07	5.56	0.51	0.104	0.254
chr6	26260000	26350000	chr6	27760000	27840000	6420	6428	6420_6428	shared	chr6	26272109	26272610	6.07	5.56	0.51	0.104	0.254
chr20	34500000	34590000	chr20	34740000	34790000	16478	16481	16478_16481	shared	chr20	34525495	34525996	7.04	7.4	-0.35	0.104	0.254
chr8	94060000	94090000	chr8	94330000	94370000	8852	8853	8852_8853	shared	chr8	94080238	94080739	5.4	4.9	0.5	0.104	0.254
chr2	216650000	216720000	chr2	217140000	217190000	2838	2843	2838_2843	shared	chr2	216695562	216696063	5.4	4.94	0.46	0.104	0.255
chr2	216650000	216720000	chr2	217490000	217530000	2838	2847	2838_2847	shared	chr2	216695562	216696063	5.4	4.94	0.46	0.104	0.255
chr2	216650000	216720000	chr2	217700000	217750000	2838	2850	2838_2850	shared	chr2	216695562	216696063	5.4	4.94	0.46	0.104	0.255
chr17	35300000	35330000	chr17	35510000	35550000	15077	15080	15077_15080	shared	chr17	35313410	35313911	6.08	5.6	0.48	0.104	0.255
chr2	85700000	85750000	chr2	85800000	85850000	2184	2185	2184_2185	shared	chr2	85739843	85740344	5.04	4.5	0.54	0.104	0.255
chr2	85700000	85750000	chr2	86060000	86170000	2184	2189	2184_2189	shared	chr2	85739843	85740344	5.04	4.5	0.54	0.104	0.255
chr6	16500000	16520000	chr6	16740000	16800000	6326	6329	6326_6329	shared	chr6	16514211	16514712	4.92	4.37	0.55	0.104	0.255
chr15	70060000	70120000	chr15	70440000	70500000	14043	14046	14043_14046	shared	chr15	70097774	70098275	6.55	6.21	0.34	0.104	0.255
chr16	69370000	69410000	chr16	69730000	69760000	14663	14665	14663_14665	shared	chr16	69385399	69385900	7.53	7.09	0.44	0.104	0.255
chr8	80670000	80710000	chr8	80970000	81020000	8809	8810	8809_8810	shared	chr8	80708066	80708567	4.06	4.73	-0.67	0.104	0.255
chr1	66220000	66270000	chr1	66430000	66480000	592	594	592_594	shared	chr1	66254267	66254768	5.45	4.99	0.46	0.104	0.255
chr5	138540000	138610000	chr5	139230000	139280000	5857	5865	5857_5865	shared	chr5	138567326	138567827	4.64	5.25	-0.61	0.104	0.255
chr10	119590000	119620000	chr10	119850000	119880000	10752	10756	10752_10756	shared	chr10	119619999	119620500	4.17	3.39	0.78	0.104	0.255
chr11	73380000	73410000	chr11	73640000	73660000	11404	11406	11404_11406	shared	chr11	73382885	73383386	5.16	4.57	0.59	0.104	0.255
chr1	19330000	19400000	chr1	19630000	19690000	170	174	170_174	shared	chr1	19348611	19349562	5.46	5.92	-0.46	0.104	0.255
chr2	222690000	222720000	chr2	222880000	222930000	2893	2896	2893_2896	shared	chr2	222707869	222708370	6.55	6.17	0.38	0.104	0.255
chr14	73720000	73740000	chr14	73810000	73850000	13529	13530	13529_13530	shared	chr14	73724384	73724885	6.03	5.51	0.51	0.104	0.255
chr11	64350000	64380000	chr11	64640000	64680000	11322	11325	11322_11325	shared	chr11	64373300	64373801	5.15	5.66	-0.51	0.105	0.256
chr4	173000000	173050000	chr4	173160000	173180000	5070	5071	5070_5071	shared	chr4	173034093	173034594	4.86	5.37	-0.51	0.105	0.256
chr4	173000000	173050000	chr4	173240000	173300000	5070	5073	5070_5073	shared	chr4	173034093	173034594	4.86	5.37	-0.51	0.105	0.256
chr4	173000000	173050000	chr4	173410000	173430000	5070	5075	5070_5075	shared	chr4	173034093	173034594	4.86	5.37	-0.51	0.105	0.256
chr22	39510000	39570000	chr22	40010000	40060000	17186	17190	17186_17190	shared	chr22	39520139	39520640	7.48	7.13	0.35	0.105	0.256
chr22	39510000	39570000	chr22	40330000	40360000	17186	17195	17186_17195	shared	chr22	39520139	39520640	7.48	7.13	0.35	0.105	0.256
chr2	26590000	26610000	chr2	26730000	26750000	1784	1785	1784_1785	shared	chr2	26607066	26607567	5.24	5.81	-0.57	0.105	0.256
chr1	110180000	110220000	chr1	110310000	110320000	787	788	787_788	shared	chr1	110207383	110207884	4.61	3.94	0.67	0.105	0.256
chr1	110180000	110220000	chr1	110450000	110500000	787	789	787_789	shared	chr1	110207383	110207884	4.61	3.94	0.67	0.105	0.256
chr12	110080000	110120000	chr12	110410000	110440000	12565	12566	12565_12566	shared	chr12	110104253	110104754	5.83	5.28	0.55	0.105	0.256
chr16	29800000	29870000	chr16	30000000	30040000	14501	14503	14501_14503	shared	chr16	29813421	29813922	5.52	5.91	-0.39	0.105	0.256
chr1	35550000	35580000	chr1	35710000	35740000	327	328	327_328	shared	chr1	35557036	35557537	7.74	7.4	0.34	0.105	0.256
chr12	46120000	46170000	chr12	46290000	46370000	12112	12113	12112_12113	shared	chr12	46161428	46161929	4.65	3.72	0.93	0.105	0.256
chr12	46120000	46170000	chr12	46640000	46690000	12112	12116	12112_12116	shared	chr12	46161428	46161929	4.65	3.72	0.93	0.105	0.256
chr3	50580000	50630000	chr3	51340000	51390000	3417	3425	3417_3425	shared	chr3	50583504	50584005	5.08	4.34	0.74	0.105	0.256
chr6	149010000	149090000	chr6	149410000	149480000	7169	7173	7169_7173	shared	chr6	149088312	149088813	4.6	5.24	-0.64	0.105	0.256
chr6	149010000	149090000	chr6	149500000	149530000	7169	7174	7169_7174	shared	chr6	149088312	149088813	4.6	5.24	-0.64	0.105	0.256
chr14	75280000	75330000	chr14	75470000	75510000	13543	13545	13543_13545	shared	chr14	75299091	75299592	4.92	4.37	0.55	0.105	0.256
chr14	75280000	75330000	chr14	75550000	75580000	13543	13546	13543_13546	shared	chr14	75299091	75299592	4.92	4.37	0.55	0.105	0.256
chr1	165900000	165940000	chr1	166450000	166500000	1057	1060	1057_1060	shared	chr1	165911012	165911513	5.88	6.3	-0.42	0.105	0.256
chr10	61890000	61930000	chr10	62230000	62250000	10376	10379	10376_10379	shared	chr10	61915771	61916272	5.1	5.59	-0.48	0.105	0.257
chr8	80060000	80090000	chr8	80220000	80280000	8805	8806	8805_8806	shared	chr8	80085309	80085810	6.8	7.12	-0.32	0.105	0.257
chr15	69560000	69600000	chr15	70060000	70120000	14039	14043	14039_14043	shared	chr15	69562648	69563149	6.94	6.56	0.38	0.105	0.257
chr15	69560000	69600000	chr15	70440000	70500000	14039	14046	14039_14046	shared	chr15	69562648	69563149	6.94	6.56	0.38	0.105	0.257
chr4	7790000	7820000	chr4	7980000	8020000	4361	4362	4361_4362	shared	chr4	7805887	7806388	6.2	5.75	0.45	0.105	0.257
chr20	57310000	57400000	chr20	57480000	57530000	16715	16718	16715_16718	shared	chr20	57394370	57394871	4.97	4.25	0.72	0.105	0.257
chr20	57310000	57400000	chr20	58170000	58260000	16715	16726	16715_16726	shared	chr20	57394370	57394871	4.97	4.25	0.72	0.105	0.257
chr2	42940000	42990000	chr2	43220000	43290000	1886	1889	1886_1889	shared	chr2	42971684	42972185	4.91	4.4	0.51	0.105	0.257
chr2	42940000	42990000	chr2	43460000	43530000	1886	1892	1886_1892	shared	chr2	42971684	42972185	4.91	4.4	0.51	0.105	0.257
chr11	8670000	8710000	chr11	8940000	8970000	10921	10923	10921_10923	shared	chr11	8699975	8700476	5.14	4.62	0.52	0.105	0.257
chr3	47510000	47560000	chr3	47780000	47800000	3387	3388	3387_3388	shared	chr3	47513955	47514456	5.73	5.24	0.49	0.106	0.257
chr3	47510000	47560000	chr3	48140000	48160000	3387	3391	3387_3391	shared	chr3	47513955	47514456	5.73	5.24	0.49	0.106	0.257
chr12	103860000	103890000	chr12	104090000	104110000	12503	12505	12503_12505	shared	chr12	103880167	103880668	4.26	4.96	-0.7	0.106	0.257
chr3	39190000	39210000	chr3	39280000	39300000	3299	3300	3299_3300	shared	chr3	39196547	39197048	5.39	4.84	0.55	0.106	0.257
chr2	33020000	33050000	chr2	33350000	33390000	1828	1829	1828_1829	shared	chr2	33042860	33043361	4.93	4.27	0.66	0.106	0.257
chr1	39070000	39120000	chr1	39250000	39280000	361	362	361_362	shared	chr1	39113134	39113635	3.87	4.6	-0.74	0.106	0.257
chr17	66710000	66730000	chr17	66890000	66910000	15324	15325	15324_15325	shared	chr17	66712074	66712575	5.43	4.9	0.53	0.106	0.257
chr1	58720000	58810000	chr1	59050000	59090000	534	536	534_536	shared	chr1	58755182	58755683	5.19	4.69	0.49	0.106	0.257
chr1	58720000	58810000	chr1	59680000	59780000	534	542	534_542	shared	chr1	58755182	58755683	5.19	4.69	0.49	0.106	0.257
chr11	123280000	123310000	chr11	123460000	123490000	11714	11715	11714_11715	shared	chr11	123301689	123302190	6.2	5.05	1.16	0.106	0.257
chr8	141050000	141090000	chr8	141160000	141200000	9148	9150	9148_9150	shared	chr8	141089535	141090036	5.96	5.5	0.46	0.106	0.257
chr20	19180000	19230000	chr20	19570000	19600000	16371	16372	16371_16372	shared	chr20	19213997	19214498	4.64	3.89	0.76	0.106	0.258
chr20	19180000	19230000	chr20	19630000	19670000	16371	16373	16371_16373	shared	chr20	19213997	19214498	4.64	3.89	0.76	0.106	0.258
chr5	127830000	127890000	chr5	128170000	128230000	5762	5764	5762_5764	shared	chr5	127844547	127845048	5.06	5.57	-0.52	0.106	0.258
chr22	33900000	33960000	chr22	34090000	34120000	17128	17129	17128_17129	shared	chr22	33919849	33920350	7.54	7.15	0.4	0.106	0.258
chr1	12450000	12480000	chr1	12590000	12680000	113	114	113_114	shared	chr1	12461477	12461978	6	6.46	-0.47	0.106	0.258
chr5	95820000	95880000	chr5	96320000	96370000	5645	5648	5645_5648	shared	chr5	95835668	95836169	6.14	5.76	0.38	0.106	0.258
chr5	95820000	95880000	chr5	96580000	96610000	5645	5649	5645_5649	shared	chr5	95835668	95836169	6.14	5.76	0.38	0.106	0.258
chr15	32650000	32680000	chr15	32930000	32960000	13781	13783	13781_13783	shared	chr15	32677449	32677950	3.98	4.67	-0.68	0.106	0.258
chr15	32650000	32680000	chr15	32970000	33010000	13781	13784	13781_13784	shared	chr15	32677449	32677950	3.98	4.67	-0.68	0.106	0.258
chr15	32650000	32680000	chr15	32820000	32850000	13781	13782	13781_13782	T2E-specific	chr15	32677449	32677950	3.98	4.67	-0.68	0.106	0.258
chr8	47200000	47210000	chr8	47710000	47770000	8616	8624	8616_8624	shared	chr8	47203212	47203713	4.85	4.2	0.65	0.106	0.258
chr16	69370000	69410000	chr16	69730000	69760000	14663	14665	14663_14665	shared	chr16	69396469	69396970	6.03	6.49	-0.46	0.106	0.258
chr20	25280000	25300000	chr20	25390000	25410000	16437	16438	16437_16438	shared	chr20	25296870	25297371	4.97	4.37	0.6	0.106	0.258
chr14	103070000	103110000	chr14	103280000	103320000	13732	13733	13732_13733	shared	chr14	103102617	103103118	4.92	4.32	0.6	0.107	0.258
chr11	4620000	4660000	chr11	4810000	4830000	10888	10889	10888_10889	shared	chr11	4647188	4647689	5.12	4.6	0.52	0.107	0.258
chr11	4620000	4660000	chr11	5000000	5020000	10888	10891	10888_10891	shared	chr11	4647188	4647689	5.12	4.6	0.52	0.107	0.258
chr22	17070000	17100000	chr22	17490000	17520000	16984	16987	16984_16987	shared	chr22	17074002	17074503	4.22	5	-0.77	0.107	0.259
chr7	3270000	3310000	chr7	3880000	3910000	7333	7334	7333_7334	shared	chr7	3301791	3302292	7.15	6.73	0.42	0.107	0.259
chr10	3750000	3810000	chr10	4640000	4670000	9918	9928	9918_9928	shared	chr10	3800896	3801397	4.85	4.24	0.62	0.107	0.259
chr5	127740000	127770000	chr5	128170000	128230000	5761	5764	5761_5764	shared	chr5	127758934	127759435	5	5.52	-0.51	0.107	0.259
chr11	10390000	10420000	chr11	10640000	10670000	10937	10942	10937_10942	shared	chr11	10393864	10394365	5.2	4.46	0.75	0.107	0.259
chr11	10390000	10420000	chr11	10720000	10750000	10937	10944	10937_10944	shared	chr11	10393864	10394365	5.2	4.46	0.75	0.107	0.259
chr1	7970000	8020000	chr1	8310000	8340000	62	66	62_66	shared	chr1	7972079	7972580	4.37	5.01	-0.64	0.107	0.259
chr1	7970000	8020000	chr1	8690000	8740000	62	73	62_73	shared	chr1	7972079	7972580	4.37	5.01	-0.64	0.107	0.259
chr1	7970000	8020000	chr1	8830000	8860000	62	76	62_76	shared	chr1	7972079	7972580	4.37	5.01	-0.64	0.107	0.259
chr6	36710000	36780000	chr6	37170000	37220000	6496	6500	6496_6500	shared	chr6	36770377	36770878	4.49	3.77	0.72	0.107	0.259
chr20	58830000	58900000	chr20	59020000	59100000	16731	16734	16731_16734	shared	chr20	58893351	58893852	4.12	4.84	-0.72	0.107	0.259
chr20	58830000	58900000	chr20	59210000	59250000	16731	16735	16731_16735	shared	chr20	58893351	58893852	4.12	4.84	-0.72	0.107	0.259
chr20	58830000	58900000	chr20	59380000	59500000	16731	16737	16731_16737	shared	chr20	58893351	58893852	4.12	4.84	-0.72	0.107	0.259
chr17	57850000	57880000	chr17	57980000	58020000	15249	15251	15249_15251	shared	chr17	57868013	57868514	6.09	5.63	0.46	0.107	0.259
chr17	57850000	57880000	chr17	58090000	58150000	15249	15254	15249_15254	shared	chr17	57868013	57868514	6.09	5.63	0.46	0.107	0.259
chr2	11810000	11870000	chr2	12700000	12750000	1700	1704	1700_1704	shared	chr2	11863762	11864263	5.79	5.32	0.47	0.107	0.26
chr2	11810000	11870000	chr2	12910000	12940000	1700	1705	1700_1705	shared	chr2	11863762	11864263	5.79	5.32	0.47	0.107	0.26
chr2	11810000	11870000	chr2	12960000	13020000	1700	1706	1700_1706	shared	chr2	11863762	11864263	5.79	5.32	0.47	0.107	0.26
chr9	127490000	127520000	chr9	127710000	127770000	9816	9818	9816_9818	shared	chr9	127519415	127519916	5.08	4.45	0.63	0.107	0.26
chr9	127490000	127520000	chr9	127890000	127930000	9816	9819	9816_9819	shared	chr9	127519415	127519916	5.08	4.45	0.63	0.107	0.26
chr17	63380000	63450000	chr17	63590000	63620000	15293	15296	15293_15296	shared	chr17	63438643	63439144	6.01	5.5	0.51	0.107	0.26
chr13	26940000	27010000	chr13	27170000	27200000	12777	12778	12777_12778	shared	chr13	27006505	27007006	5.81	5.4	0.41	0.107	0.26
chr13	26940000	27010000	chr13	27340000	27390000	12777	12780	12777_12780	shared	chr13	27006505	27007006	5.81	5.4	0.41	0.107	0.26
chr13	26940000	27010000	chr13	27790000	27840000	12777	12783	12777_12783	shared	chr13	27006505	27007006	5.81	5.4	0.41	0.107	0.26
chr13	26940000	27010000	chr13	27960000	28000000	12777	12784	12777_12784	shared	chr13	27006505	27007006	5.81	5.4	0.41	0.107	0.26
chr17	45220000	45280000	chr17	45380000	45400000	15161	15162	15161_15162	shared	chr17	45261847	45262348	7.75	7.41	0.34	0.107	0.26
chr11	62380000	62430000	chr11	62540000	62570000	11299	11300	11299_11300	shared	chr11	62396804	62397305	3.78	4.52	-0.75	0.107	0.26
chr18	58510000	58540000	chr18	58740000	58800000	15792	15793	15792_15793	shared	chr18	58530313	58530814	6.05	6.44	-0.4	0.107	0.26
chr3	104570000	104620000	chr3	105360000	105380000	3701	3703	3701_3703	shared	chr3	104610448	104610949	4.11	4.89	-0.79	0.107	0.26
chr3	104570000	104620000	chr3	105500000	105530000	3701	3704	3701_3704	shared	chr3	104610448	104610949	4.11	4.89	-0.79	0.107	0.26
chr6	26190000	26230000	chr6	27120000	27200000	6418	6424	6418_6424	shared	chr6	26204719	26205220	7.9	7.63	0.27	0.108	0.26
chr6	26190000	26230000	chr6	27760000	27840000	6418	6428	6418_6428	shared	chr6	26204719	26205220	7.9	7.63	0.27	0.108	0.26
chr20	3670000	3690000	chr20	4070000	4120000	16275	16279	16275_16279	shared	chr20	3672661	3673162	5.03	4.3	0.73	0.108	0.26
chr22	35570000	35650000	chr22	35900000	35940000	17143	17146	17143_17146	shared	chr22	35622124	35622625	6.84	6.45	0.39	0.108	0.26
chr22	35570000	35650000	chr22	36090000	36140000	17143	17149	17143_17149	shared	chr22	35622124	35622625	6.84	6.45	0.39	0.108	0.26
chr3	71040000	71070000	chr3	71570000	71610000	3590	3598	3590_3598	shared	chr3	71064577	71065078	7.51	7.1	0.41	0.108	0.26
chr1	203500000	203520000	chr1	203690000	203720000	1286	1288	1286_1288	shared	chr1	203512419	203512920	5.36	4.87	0.49	0.108	0.26
chr2	170950000	170980000	chr2	171140000	171180000	2566	2568	2566_2568	shared	chr2	170975727	170976228	4.56	3.83	0.74	0.108	0.26
chr2	170950000	170980000	chr2	171400000	171440000	2566	2569	2566_2569	shared	chr2	170975727	170976228	4.56	3.83	0.74	0.108	0.26
chr4	8240000	8270000	chr4	8390000	8410000	4363	4364	4363_4364	shared	chr4	8242455	8242956	6.11	5.65	0.47	0.108	0.26
chr1	214320000	214370000	chr1	214580000	214620000	1378	1380	1378_1380	shared	chr1	214328976	214329477	3.79	4.66	-0.87	0.108	0.26
chr1	31780000	31810000	chr1	31960000	31980000	292	293	292_293	shared	chr1	31802752	31803253	4.67	4.1	0.57	0.108	0.26
chr20	62630000	62680000	chr20	62780000	62820000	16765	16767	16765_16767	shared	chr20	62666334	62666835	6.44	5.95	0.5	0.108	0.261
chr9	36400000	36420000	chr9	36550000	36570000	9332	9333	9332_9333	shared	chr9	36407278	36407779	4.54	5.03	-0.49	0.108	0.261
chr4	38310000	38340000	chr4	38660000	38740000	4484	4486	4484_4486	shared	chr4	38319496	38319997	5.61	6.08	-0.47	0.108	0.261
chr6	28110000	28130000	chr6	28340000	28370000	6431	6432	6431_6432	shared	chr6	28124481	28124982	7.19	6.89	0.3	0.108	0.261
chr5	154600000	154660000	chr5	154800000	154830000	5989	5990	5989_5990	shared	chr5	154659667	154660168	4.13	4.7	-0.57	0.108	0.261
chr5	154600000	154660000	chr5	154900000	154930000	5989	5991	5989_5991	shared	chr5	154659667	154660168	4.13	4.7	-0.57	0.108	0.261
chr20	61980000	62030000	chr20	62130000	62160000	16755	16757	16755_16757	shared	chr20	62021394	62021895	4.17	4.74	-0.57	0.108	0.261
chr2	201830000	201870000	chr2	202170000	202190000	2750	2751	2750_2751	shared	chr2	201858780	201859281	4.92	4.3	0.61	0.109	0.261
chr1	203030000	203070000	chr1	203200000	203250000	1278	1280	1278_1280	shared	chr1	203068738	203069239	5.34	4.79	0.55	0.109	0.261
chr17	61370000	61430000	chr17	61540000	61600000	15280	15281	15280_15281	shared	chr17	61405264	61405765	5.8	5.2	0.61	0.109	0.262
chr2	38560000	38600000	chr2	38720000	38740000	1857	1858	1857_1858	shared	chr2	38590717	38591218	4.16	4.76	-0.59	0.109	0.262
chr12	64540000	64560000	chr12	64690000	64720000	12252	12253	12252_12253	shared	chr12	64551803	64552304	4.74	5.23	-0.49	0.109	0.262
chr7	73590000	73630000	chr7	73710000	73740000	7811	7812	7811_7812	shared	chr7	73607056	73607557	5.42	4.9	0.52	0.109	0.262
chr7	73590000	73630000	chr7	73840000	73890000	7811	7813	7811_7813	shared	chr7	73607056	73607557	5.42	4.9	0.52	0.109	0.262
chr15	66590000	66620000	chr15	66760000	66790000	14006	14008	14006_14008	shared	chr15	66592956	66593457	5.98	5.54	0.43	0.109	0.262
chr15	66590000	66620000	chr15	66840000	66860000	14006	14009	14006_14009	shared	chr15	66592956	66593457	5.98	5.54	0.43	0.109	0.262
chr17	77310000	77350000	chr17	77480000	77510000	15415	15417	15415_15417	shared	chr17	77314539	77315040	5.08	4.63	0.45	0.109	0.262
