anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr11	11750000	11820000	10958	chr11	11813357	11813858	4.66	2.69	1.97	0.00177	0.0211
chr7	26340000	26390000	7480	chr7	26376372	26376873	7.44	5.58	1.86	0.00177	0.0211
chr8	22680000	22720000	8477	chr8	22702626	22703127	4.9	3.69	1.21	0.00177	0.0211
chr4	107750000	107770000	4802	chr4	107751956	107752457	4.05	5.3	-1.25	0.00177	0.0211
chr3	129470000	129510000	3856	chr3	129482235	129482736	5.09	4.03	1.06	0.00178	0.0211
chr6	6660000	6740000	6226	chr6	6683295	6683796	4.88	5.78	-0.9	0.00178	0.0211
chr1	184800000	184820000	1207	chr1	184810878	184811379	4.75	5.57	-0.81	0.00178	0.0212
chr9	126380000	126410000	9803	chr9	126392334	126392835	5.35	4.04	1.31	0.00178	0.0212
chr11	57800000	57840000	11257	chr11	57801551	57802052	5.08	4.03	1.05	0.00178	0.0212
chr5	95960000	95990000	5646	chr5	95987892	95988393	5.2	6.17	-0.97	0.00178	0.0212
chr20	32450000	32490000	16450	chr20	32466721	32467222	5.16	4.1	1.06	0.00179	0.0212
chr15	64040000	64070000	13983	chr15	64044369	64044870	4.81	3.47	1.34	0.0018	0.0213
chr4	41250000	41290000	4503	chr4	41257277	41257778	6.59	5.79	0.79	0.0018	0.0214
chr1	52280000	52310000	478	chr1	52309088	52309589	2.48	4.7	-2.22	0.00181	0.0214
chr13	43770000	43840000	12921	chr13	43799509	43800010	4.56	5.83	-1.28	0.00182	0.0215
chr1	203500000	203520000	1286	chr1	203513397	203513898	5.62	4.64	0.98	0.00183	0.0216
chr3	53350000	53390000	3444	chr3	53383772	53384273	4.1	1.79	2.31	0.00184	0.0216
chr12	6930000	6960000	11869	chr12	6955762	6956263	4.87	3.67	1.2	0.00184	0.0216
chrX	12940000	12990000	17330	chrX	12955993	12956494	6.02	5.06	0.96	0.00185	0.0217
chr5	134170000	134200000	5812	chr5	134176765	134177266	8.17	7.63	0.54	0.00185	0.0217
chr2	42650000	42670000	1884	chr2	42665370	42665871	5.32	4.33	1	0.00186	0.0218
chr15	89160000	89210000	14181	chr15	89173554	89174055	4.72	5.54	-0.81	0.00186	0.0218
chr11	33660000	33710000	11101	chr11	33691223	33691724	6.45	5.26	1.19	0.00186	0.0218
chr12	14820000	14860000	11938	chr12	14826595	14827096	3.84	4.98	-1.14	0.00187	0.0218
chr1	150600000	150630000	896	chr1	150604280	150604781	5.56	4.32	1.24	0.00187	0.0218
chr6	158050000	158090000	7237	chr6	158069210	158069711	5.22	4.05	1.17	0.00187	0.0218
chr20	10650000	10710000	16325	chr20	10654620	10655121	6.12	5.24	0.88	0.00187	0.0219
chr1	31650000	31680000	289	chr1	31672409	31672910	5.22	4.17	1.05	0.00187	0.0219
chr9	98060000	98090000	9565	chr9	98081227	98081728	7.24	6.59	0.65	0.00188	0.0219
chr13	29820000	29860000	12799	chr13	29850013	29850514	8.31	7.75	0.56	0.00188	0.0219
chr6	21570000	21620000	6385	chr6	21595004	21595505	7.93	7.09	0.84	0.00189	0.022
chr7	131410000	131430000	8187	chr7	131423546	131424047	3.72	5.08	-1.37	0.00189	0.0221
chr3	9290000	9320000	3123	chr3	9307098	9307599	4.38	2.97	1.42	0.0019	0.0221
chr3	134270000	134320000	3898	chr3	134313446	134313947	6.92	6.28	0.64	0.00191	0.0221
chr12	104090000	104110000	12505	chr12	104090919	104091420	4.07	5.22	-1.15	0.00191	0.0222
chr18	8360000	8410000	15550	chr18	8371507	8372008	1.61	4.33	-2.73	0.00191	0.0222
chr15	79830000	79870000	14119	chr15	79845754	79846255	3.7	5.02	-1.32	0.00191	0.0222
chr20	43910000	43950000	16580	chr20	43943025	43943526	5.62	4.39	1.23	0.00192	0.0222
chr17	63590000	63620000	15296	chr17	63592850	63593351	3.48	4.8	-1.32	0.00192	0.0222
chr8	70130000	70170000	8757	chr8	70152446	70152947	3.88	5.1	-1.22	0.00192	0.0222
chr6	16090000	16130000	6320	chr6	16129087	16129588	8.01	7.34	0.67	0.00192	0.0222
chr21	45270000	45310000	16974	chr21	45306479	45306980	6.13	5.02	1.12	0.00192	0.0222
chr22	40010000	40060000	17190	chr22	40017280	40017781	4.01	5.13	-1.12	0.00192	0.0223
chr11	111420000	111460000	11600	chr11	111454869	111455370	4.93	3.52	1.41	0.00193	0.0223
chr1	30900000	30930000	283	chr1	30907881	30908382	7.19	6.42	0.77	0.00193	0.0223
chr16	84260000	84300000	14750	chr16	84281340	84281841	5.32	4.31	1.01	0.00193	0.0223
chr20	57580000	57660000	16719	chr20	57628381	57628882	5.73	4.74	0.99	0.00193	0.0223
chrX	23770000	23800000	17385	chrX	23783283	23783784	7.22	6.46	0.77	0.00193	0.0223
chr14	100370000	100450000	13706	chr14	100388311	100388812	4.8	5.71	-0.91	0.00194	0.0224
chr9	130100000	130120000	9836	chr9	130118263	130118764	5.42	4.47	0.95	0.00194	0.0224
chr22	44600000	44640000	17234	chr22	44639557	44640058	6.43	5.54	0.88	0.00195	0.0225
chr11	12250000	12350000	10963	chr11	12287934	12288435	5.89	5	0.89	0.00195	0.0225
chr4	155660000	155690000	5005	chr4	155667220	155667721	8.25	7.73	0.52	0.00195	0.0225
chr7	26060000	26110000	7476	chr7	26100794	26101295	4.57	2.79	1.78	0.00197	0.0226
chr18	36270000	36290000	15685	chr18	36284181	36284682	3.89	5.03	-1.14	0.00197	0.0226
chr8	133270000	133300000	9108	chr8	133273044	133273545	5.72	4.73	0.99	0.00198	0.0227
chr9	98240000	98280000	9567	chr9	98250035	98250536	6.03	4.96	1.07	0.00198	0.0227
chr9	107460000	107510000	9631	chr9	107481445	107481946	4.62	5.56	-0.94	0.00198	0.0227
chr9	27270000	27290000	9299	chr9	27276141	27276642	3.83	5.01	-1.18	0.00201	0.0229
chr10	128250000	128310000	10819	chr10	128255891	128256392	4.72	3.35	1.37	0.00201	0.0229
chr4	94400000	94430000	4764	chr4	94410528	94411029	4.83	6.05	-1.22	0.00201	0.0229
chr6	46830000	46860000	6590	chr6	46836673	46837174	4.68	3.28	1.4	0.00201	0.0229
chr2	167270000	167300000	2543	chr2	167292492	167292993	7.45	6.69	0.75	0.00202	0.0229
chr15	36870000	36900000	13809	chr15	36887526	36888027	5.99	5.02	0.97	0.00202	0.023
chr2	219390000	219410000	2868	chr2	219397341	219397842	4.83	3.37	1.47	0.00203	0.0231
chr8	80470000	80500000	8807	chr8	80496522	80497023	4.18	5.13	-0.95	0.00204	0.0231
chr2	68260000	68300000	2061	chr2	68292471	68292972	3.99	5.14	-1.15	0.00204	0.0231
chr14	101770000	101800000	13719	chr14	101781488	101781989	7.2	6.38	0.83	0.00204	0.0231
chr11	72660000	72690000	11394	chr11	72685759	72686260	5.07	4.04	1.03	0.00204	0.0232
chr19	13850000	13900000	15997	chr19	13880341	13880842	7.22	6.58	0.63	0.00205	0.0232
chr7	26640000	26700000	7483	chr7	26664246	26664747	4.61	2.95	1.66	0.00205	0.0232
chr17	35080000	35210000	15074	chr17	35096477	35096978	4.97	3.66	1.31	0.00206	0.0233
chr12	93100000	93170000	12406	chr12	93106824	93107325	4.29	5.36	-1.07	0.00208	0.0235
chr1	8310000	8340000	66	chr1	8318044	8318545	7.72	7.05	0.67	0.00209	0.0235
chr6	47090000	47110000	6593	chr6	47094726	47095227	5.28	4.26	1.02	0.00209	0.0235
chr8	37120000	37190000	8570	chr8	37143446	37143947	5.49	4.28	1.21	0.00209	0.0235
chr2	54630000	54660000	1959	chr2	54640331	54640832	5.64	4.61	1.03	0.0021	0.0236
chr16	84170000	84200000	14749	chr16	84199990	84200491	5.75	4.78	0.97	0.0021	0.0237
chr3	8430000	8450000	3118	chr3	8443962	8444463	7.24	6.61	0.62	0.0021	0.0237
chr16	27590000	27650000	14486	chr16	27638699	27639200	5.04	6.11	-1.07	0.00212	0.0237
chr2	85800000	85850000	2185	chr2	85812249	85812750	5.24	3.82	1.42	0.00212	0.0238
chr13	23700000	23720000	12762	chr13	23705247	23705748	3.43	4.71	-1.28	0.00212	0.0238
chr1	246430000	246520000	1625	chr1	246506782	246507283	7.25	6.5	0.75	0.00213	0.0238
chr11	75420000	75450000	11422	chr11	75423044	75423545	4.83	3.65	1.18	0.00213	0.0239
chr7	25380000	25410000	7473	chr7	25395991	25396492	5.37	4.07	1.29	0.00214	0.0239
chr3	15610000	15650000	3173	chr3	15612180	15612681	2.74	4.8	-2.06	0.00215	0.024
chr22	19610000	19640000	17002	chr22	19629331	19629832	5.18	4.14	1.04	0.00216	0.024
chr22	43350000	43410000	17226	chr22	43395384	43395885	4.96	3.68	1.28	0.00216	0.0241
chr17	17560000	17590000	14954	chr17	17576379	17576880	6.18	5.21	0.96	0.00216	0.0241
chr2	18970000	19000000	1741	chr2	18976361	18976862	6.03	5.12	0.91	0.00217	0.0241
chr17	41520000	41570000	15129	chr17	41521727	41522228	5.78	4.72	1.06	0.00217	0.0241
chr9	98980000	99010000	9572	chr9	98986883	98987384	5.5	4.32	1.19	0.00217	0.0241
chr20	10650000	10710000	16325	chr20	10668787	10669288	5.44	4.28	1.17	0.00218	0.0242
chr2	172920000	172950000	2581	chr2	172937689	172938190	2.09	4.63	-2.54	0.00218	0.0242
chr12	62770000	62820000	12240	chr12	62786187	62786688	5.51	4.45	1.07	0.00218	0.0242
chr5	80650000	80720000	5583	chr5	80678744	80679245	4.78	5.76	-0.98	0.00218	0.0242
chr9	35250000	35280000	9320	chr9	35267570	35268071	4.16	5.13	-0.97	0.00219	0.0243
chr20	57580000	57660000	16719	chr20	57581855	57582356	6.12	5.11	1.01	0.0022	0.0244
chr20	47240000	47300000	16622	chr20	47254171	47254672	5.27	6	-0.73	0.0022	0.0244
chr2	239370000	239400000	3059	chr2	239370039	239370540	5.21	3.78	1.43	0.0022	0.0244
chr21	38340000	38380000	16908	chr21	38352223	38352724	5.41	4.49	0.92	0.00221	0.0244
chr11	12020000	12070000	10962	chr11	12067190	12067691	6.19	5.42	0.77	0.00222	0.0246
chr22	24310000	24340000	17031	chr22	24322837	24323338	4.77	5.7	-0.93	0.00222	0.0246
chr18	61550000	61650000	15807	chr18	61606259	61606760	5.69	4.73	0.96	0.00223	0.0246
chr7	111850000	111870000	8078	chr7	111855969	111856470	3.92	5	-1.08	0.00224	0.0247
chr3	189130000	189160000	4246	chr3	189132066	189132567	5.41	4.47	0.94	0.00224	0.0247
chr3	194060000	194090000	4289	chr3	194089698	194090199	4.93	3.77	1.17	0.00225	0.0247
chr5	95960000	95990000	5646	chr5	95961126	95961627	8.35	7.76	0.58	0.00226	0.0248
chr6	167470000	167510000	7287	chr6	167484439	167484940	3.31	4.7	-1.39	0.00227	0.0249
chr6	26110000	26150000	6416	chr6	26124125	26124626	7.81	7.29	0.52	0.00227	0.0249
chr12	124490000	124520000	12696	chr12	124507171	124507672	6.77	6.08	0.69	0.00227	0.0249
chr16	23330000	23380000	14430	chr16	23362736	23363237	5.92	5.15	0.77	0.00228	0.0249
chr19	47690000	47720000	16198	chr19	47718831	47719332	6.43	5.52	0.9	0.00228	0.0249
chr7	138720000	138770000	8228	chr7	138752930	138753431	5.21	4.11	1.11	0.00228	0.025
chr20	17880000	17940000	16363	chr20	17918174	17918675	3.74	4.96	-1.22	0.00229	0.025
chr2	28380000	28460000	1799	chr2	28410003	28410504	4.78	3.53	1.25	0.00229	0.025
chr8	123680000	123780000	9050	chr8	123750261	123750762	4.96	3.51	1.45	0.00229	0.0251
chr22	39150000	39180000	17182	chr22	39171353	39171854	6.19	5.26	0.93	0.00229	0.0251
chr11	13760000	13780000	10978	chr11	13763837	13764338	4.62	5.57	-0.95	0.00231	0.0252
chr2	28550000	28610000	1800	chr2	28584472	28584973	5.53	4.64	0.89	0.00231	0.0252
chr21	36910000	36940000	16895	chr21	36932507	36933008	4.87	5.76	-0.89	0.00231	0.0252
chr2	54630000	54660000	1959	chr2	54642589	54643090	5	3.59	1.41	0.00231	0.0252
chr2	172440000	172490000	2578	chr2	172455630	172456131	4.49	5.53	-1.04	0.00232	0.0253
chr3	27300000	27320000	3231	chr3	27314995	27315496	3.96	5.26	-1.3	0.00232	0.0253
chr2	1740000	1770000	1637	chr2	1743384	1743885	7.79	7.08	0.71	0.00233	0.0254
chr2	99480000	99500000	2223	chr2	99484590	99485091	3.86	5.04	-1.18	0.00234	0.0254
chr6	6510000	6570000	6225	chr6	6530020	6530521	3.95	5.14	-1.19	0.00235	0.0255
chr10	14070000	14110000	10023	chr10	14090253	14090754	4.63	3.25	1.38	0.00235	0.0255
chr11	133920000	133950000	11798	chr11	133930770	133931271	5.25	4.16	1.09	0.00235	0.0255
chr9	14410000	14450000	9232	chr9	14428737	14429238	4.32	5.27	-0.95	0.00236	0.0256
chr15	58840000	58870000	13934	chr15	58857179	58857680	2.41	4.14	-1.73	0.00236	0.0256
chr18	13200000	13230000	15597	chr18	13220567	13221068	6.23	5.43	0.8	0.00237	0.0256
chr2	237410000	237440000	3037	chr2	237433794	237434295	5.09	3.99	1.1	0.00237	0.0257
chr1	19330000	19400000	170	chr1	19355549	19356050	4.26	5.17	-0.91	0.00239	0.0258
chr6	63570000	63620000	6677	chr6	63570637	63571138	3.74	4.93	-1.18	0.00239	0.0258
chr5	179150000	179180000	6140	chr5	179166964	179167465	5.93	4.99	0.95	0.0024	0.0258
chr1	15420000	15450000	131	chr1	15424541	15425042	5.98	6.99	-1.01	0.0024	0.0258
chr1	116320000	116390000	840	chr1	116373442	116373943	8.19	7.53	0.66	0.0024	0.0258
chr8	101280000	101350000	8915	chr8	101287450	101287951	5.24	4.21	1.04	0.0024	0.0259
chr4	77030000	77090000	4639	chr4	77075635	77076136	8.3	7.78	0.51	0.00241	0.0259
chr3	194060000	194090000	4289	chr3	194083225	194083726	5.32	4.17	1.15	0.00241	0.0259
chr17	4160000	4220000	14827	chr17	4175901	4176402	5.29	4.11	1.18	0.00241	0.0259
chr11	33970000	34010000	11105	chr11	33997324	33997825	4.59	5.59	-0.99	0.00243	0.0261
chr5	61620000	61680000	5430	chr5	61621217	61621718	7.34	6.65	0.68	0.00243	0.0261
chr1	234590000	234620000	1535	chr1	234608798	234609299	8.3	7.59	0.7	0.00244	0.0261
chr2	237580000	237610000	3039	chr2	237606221	237606722	4.89	3.68	1.21	0.00244	0.0261
chr21	33430000	33460000	16871	chr21	33443934	33444435	4.96	3.64	1.32	0.00244	0.0261
chr1	53670000	53700000	490	chr1	53686108	53686609	4.94	3.75	1.19	0.00244	0.0261
chr6	40800000	40870000	6530	chr6	40833141	40834100	4.79	5.69	-0.9	0.00244	0.0261
chr20	43910000	43950000	16580	chr20	43925403	43925904	5.15	3.88	1.27	0.00245	0.0261
chr15	99060000	99110000	14254	chr15	99105236	99105737	6.47	5.68	0.79	0.00246	0.0262
chrX	72120000	72140000	17476	chrX	72120975	72121476	5.43	4.52	0.91	0.00247	0.0263
chr16	72800000	72850000	14679	chr16	72821230	72821731	4.8	3.18	1.61	0.00248	0.0264
chr10	132440000	132480000	10853	chr10	132444386	132444887	5.09	3.96	1.13	0.00248	0.0264
chr2	42820000	42860000	1885	chr2	42854384	42854885	6.13	5.19	0.95	0.00248	0.0264
chr12	14820000	14860000	11938	chr12	14821485	14821986	4.46	5.55	-1.09	0.00248	0.0264
chr22	32640000	32670000	17117	chr22	32650206	32650707	5.12	3.98	1.13	0.00249	0.0265
chr8	93680000	93720000	8848	chr8	93700439	93700940	7.08	6.22	0.86	0.00249	0.0265
chr11	86800000	86840000	11502	chr11	86815657	86816158	6.14	5.21	0.93	0.0025	0.0265
chr3	186750000	186820000	4215	chr3	186809099	186810011	4.88	5.75	-0.88	0.0025	0.0265
chr20	35980000	36000000	16498	chr20	35986717	35987218	3.77	5.08	-1.32	0.0025	0.0265
chr4	41250000	41290000	4503	chr4	41286697	41287198	4.97	4.05	0.92	0.00251	0.0265
chr6	47030000	47070000	6592	chr6	47045497	47045998	4.75	3.35	1.4	0.00251	0.0266
chr14	99710000	99740000	13699	chr14	99734373	99734874	5.45	4.42	1.03	0.00251	0.0266
chr9	104840000	104890000	9611	chr9	104868548	104869049	5.78	4.8	0.99	0.00253	0.0267
chr6	21570000	21620000	6385	chr6	21609780	21610281	4.61	3.3	1.32	0.00253	0.0267
chr17	73350000	73400000	15380	chr17	73373507	73374008	2.3	4.52	-2.21	0.00253	0.0267
chr15	100860000	100910000	14265	chr15	100861790	100862291	4.92	3.6	1.32	0.00254	0.0268
chr17	33280000	33300000	15046	chr17	33283443	33283944	5.69	4.52	1.18	0.00254	0.0268
chr19	56320000	56350000	16238	chr19	56347024	56347525	3.57	5.07	-1.5	0.00255	0.0268
chr19	49200000	49220000	16205	chr19	49205617	49206118	2.91	4.51	-1.6	0.00255	0.0268
chr6	41670000	41700000	6541	chr6	41693618	41694119	5.53	4.41	1.12	0.00255	0.0268
chr12	93510000	93590000	12410	chr12	93511530	93512031	2.77	4.59	-1.82	0.00256	0.0269
chr6	110910000	110990000	6882	chr6	110929635	110930136	4.55	5.77	-1.22	0.00256	0.0269
chr5	74620000	74660000	5535	chr5	74640214	74640715	7.85	7.3	0.55	0.00256	0.0269
chr13	32550000	32610000	12824	chr13	32586535	32587036	7.33	6.43	0.9	0.00257	0.0269
chr6	147490000	147520000	7158	chr6	147508150	147508651	7.27	6.51	0.76	0.00257	0.027
chr2	85270000	85300000	2179	chr2	85277536	85278037	5.52	4.53	0.98	0.00257	0.027
chr6	158580000	158630000	7241	chr6	158611404	158611905	4.37	5.41	-1.04	0.00258	0.027
chr14	23610000	23660000	13185	chr14	23614060	23614561	4.3	5.49	-1.19	0.00258	0.027
chr9	107460000	107510000	9631	chr9	107480625	107481126	3.88	4.94	-1.06	0.00258	0.027
chr5	168670000	168730000	6064	chr5	168696593	168697094	4.41	5.55	-1.14	0.00258	0.027
chr3	15610000	15650000	3173	chr3	15647002	15647503	5.25	4.23	1.02	0.00258	0.0271
chr1	19330000	19400000	170	chr1	19388127	19388628	4.11	5.14	-1.03	0.00259	0.0271
chr16	11350000	11410000	14352	chr16	11362053	11362554	4.94	3.54	1.39	0.00259	0.0271
chr22	27980000	28080000	17070	chr22	28034999	28035500	5.04	4.1	0.94	0.00259	0.0271
chr13	20690000	20720000	12738	chr13	20703270	20703771	7.07	6.25	0.82	0.00259	0.0271
chr1	40940000	40970000	383	chr1	40948496	40948997	5.42	4.39	1.03	0.00259	0.0271
chr4	39690000	39700000	4494	chr4	39699908	39700409	3.12	4.89	-1.77	0.0026	0.0272
chr15	95220000	95280000	14230	chr15	95264981	95265482	5.38	4.45	0.93	0.0026	0.0272
chr9	70480000	70520000	9365	chr9	70493093	70493594	5.33	4.38	0.96	0.00261	0.0272
chr9	130930000	130950000	9843	chr9	130936131	130936632	5.67	4.61	1.05	0.00262	0.0273
chr1	33450000	33470000	310	chr1	33455453	33455954	5.12	4.13	1	0.00262	0.0273
chr1	227420000	227450000	1475	chr1	227428940	227429441	5.34	4.38	0.96	0.00262	0.0273
chr10	63160000	63210000	10387	chr10	63200385	63200886	4	5.08	-1.07	0.00263	0.0273
chr13	49940000	50000000	12975	chr13	49996950	49997451	7.88	7.31	0.57	0.00263	0.0274
chr22	46560000	46590000	17252	chr22	46587577	46588078	5.76	4.71	1.06	0.00263	0.0274
chr11	64350000	64380000	11322	chr11	64375007	64375508	4.04	5.37	-1.33	0.00264	0.0274
chr20	45430000	45460000	16598	chr20	45450004	45450505	5.68	4.71	0.97	0.00265	0.0275
chr11	72710000	72740000	11395	chr11	72738374	72738875	5.29	4.29	1.01	0.00266	0.0275
chr17	70120000	70170000	15349	chr17	70137863	70138364	5.46	6.26	-0.8	0.00266	0.0275
chr11	12250000	12350000	10963	chr11	12280787	12281288	7.09	6.34	0.75	0.00266	0.0276
chr1	224110000	224140000	1444	chr1	224138836	224139337	3.55	4.76	-1.21	0.00266	0.0276
chr12	93100000	93170000	12406	chr12	93134967	93135468	6.82	7.36	-0.55	0.00267	0.0276
chr15	80770000	80800000	14128	chr15	80775478	80775979	3.89	5.02	-1.13	0.00268	0.0277
chr7	99290000	99360000	7994	chr7	99312787	99313288	4.44	5.39	-0.95	0.00268	0.0277
chr16	53200000	53220000	14577	chr16	53208307	53208808	6.22	6.91	-0.68	0.00269	0.0277
chr2	20660000	20690000	1753	chr2	20666547	20667048	6.86	5.91	0.95	0.00269	0.0277
chr9	76290000	76340000	9407	chr9	76311790	76312291	3.49	5.01	-1.53	0.00269	0.0277
chr3	156660000	156700000	4068	chr3	156685043	156685544	4	4.99	-0.98	0.0027	0.0278
chr10	128000000	128050000	10816	chr10	128012224	128012725	4.94	3.9	1.04	0.00271	0.0279
chr3	102210000	102250000	3698	chr3	102222756	102223257	5.7	4.55	1.16	0.00271	0.0279
chr1	53670000	53700000	490	chr1	53678774	53679275	5.28	4.28	1	0.00272	0.0279
chr4	6860000	6910000	4354	chr4	6859663	6860164	4.98	5.85	-0.87	0.00272	0.028
chr16	86500000	86530000	14766	chr16	86509541	86510042	7.04	6.18	0.86	0.00272	0.028
chr20	50970000	51010000	16663	chr20	50984010	50984511	3.65	4.99	-1.34	0.00272	0.028
chr5	72090000	72150000	5508	chr5	72141845	72142346	5.26	4.26	1	0.00272	0.028
chr1	182140000	182150000	1186	chr1	182143865	182144366	7.13	6.53	0.6	0.00273	0.028
chr4	2920000	2950000	4334	chr4	2923714	2924215	5.3	3.99	1.31	0.00273	0.028
chr3	72800000	72860000	3615	chr3	72809966	72810467	4.31	5.47	-1.16	0.00273	0.028
chr7	134940000	135000000	8207	chr7	134959970	134960471	5.02	5.91	-0.89	0.00274	0.0281
chr5	93570000	93600000	5636	chr5	93580226	93580727	7.68	7.13	0.55	0.00274	0.0281
chr3	38640000	38670000	3294	chr3	38649191	38649692	7.16	6.27	0.89	0.00275	0.0281
chr15	98850000	98890000	14253	chr15	98877133	98878396	6.17	5.43	0.74	0.00275	0.0281
chr4	173490000	173540000	5076	chr4	173522039	173522540	6.24	5.17	1.07	0.00275	0.0281
chr1	211940000	211970000	1354	chr1	211946106	211946607	4.76	3.05	1.71	0.00276	0.0282
chr12	122940000	123030000	12682	chr12	122943548	122944049	4.74	3.42	1.32	0.00276	0.0282
chr5	141670000	141710000	5892	chr5	141681750	141682251	6.98	6.15	0.82	0.00277	0.0283
chr15	86220000	86250000	14162	chr15	86233508	86234009	3.58	5.02	-1.45	0.00277	0.0283
chr11	122770000	122790000	11709	chr11	122781029	122781530	4.93	3.69	1.24	0.00277	0.0283
chr6	35440000	35470000	6486	chr6	35468303	35468804	7.8	7.26	0.54	0.00277	0.0283
chr13	110080000	110130000	13136	chr13	110126529	110127030	5.88	4.94	0.94	0.00278	0.0283
chr14	100370000	100450000	13706	chr14	100385571	100386072	3.85	5.02	-1.17	0.00278	0.0283
chr12	6460000	6470000	11863	chr12	6463043	6463544	5.22	4.12	1.1	0.00278	0.0283
chr12	6460000	6470000	11863	chr12	6461310	6461811	5.12	3.99	1.14	0.00279	0.0284
chr17	61370000	61430000	15280	chr17	61372375	61372876	4.12	5.08	-0.96	0.0028	0.0285
chr1	94790000	94830000	732	chr1	94803560	94804061	6.37	5.74	0.64	0.00281	0.0285
chr10	98440000	98480000	10617	chr10	98474518	98475019	3.17	4.74	-1.57	0.00281	0.0285
chr5	134390000	134420000	5815	chr5	134413902	134414403	2.55	4.47	-1.92	0.00281	0.0285
chr11	9740000	9790000	10932	chr11	9747982	9748483	4.65	5.48	-0.83	0.00281	0.0285
chr2	216650000	216720000	2838	chr2	216691982	216692483	6.48	5.67	0.81	0.00282	0.0286
chr14	60610000	60660000	13397	chr14	60647944	60648445	7.55	7	0.55	0.00282	0.0286
chr1	40110000	40160000	375	chr1	40152741	40153242	3.17	4.67	-1.5	0.00282	0.0286
chr1	24590000	24640000	221	chr1	24594161	24594662	4.4	5.39	-0.98	0.00282	0.0286
chr2	215890000	215930000	2829	chr2	215918044	215918545	5.42	4.53	0.89	0.00283	0.0287
chr3	62320000	62340000	3511	chr3	62325690	62326191	4.71	3.45	1.26	0.00283	0.0287
chr16	67640000	67660000	14647	chr16	67644791	67645292	6.21	5.26	0.94	0.00284	0.0288
chr18	13520000	13550000	15600	chr18	13543618	13544119	5.99	4.8	1.19	0.00285	0.0288
chr21	14840000	14880000	16787	chr21	14878027	14878528	4.84	5.86	-1.01	0.00285	0.0288
chr17	49550000	49590000	15183	chr17	49576183	49576684	7.16	6.46	0.71	0.00285	0.0289
chr3	130740000	130770000	3866	chr3	130759425	130760393	4.35	5.54	-1.19	0.00286	0.0289
chr12	42470000	42500000	12085	chr12	42483153	42483654	7.65	6.84	0.81	0.00286	0.0289
chr2	205750000	205780000	2778	chr2	205763566	205764067	5.6	4.57	1.03	0.00287	0.029
chr1	235060000	235100000	1540	chr1	235066745	235067246	5.31	3.9	1.41	0.00288	0.029
chr3	53350000	53390000	3444	chr3	53380038	53380539	5.98	5.04	0.93	0.00288	0.029
chr1	179240000	179260000	1161	chr1	179252405	179252906	3.56	4.96	-1.39	0.00289	0.029
chr22	26630000	26660000	17052	chr22	26657152	26657653	5.8	4.81	0.99	0.0029	0.0292
chr11	69060000	69080000	11362	chr11	69076143	69076644	5.64	4.57	1.07	0.00291	0.0292
chr3	50580000	50630000	3417	chr3	50590488	50590989	5.4	4.39	1.01	0.00293	0.0293
