chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour	loop_type
chr22	22950000	22970000	chr22	23100000	23140000	17022	17023	17022_17023	4	11	TRUE	shared
chr22	23160000	23180000	chr22	23270000	23290000	17024	17025	17024_17025	1	5	TRUE	shared
chr22	23160000	23180000	chr22	23380000	23410000	17024	17026	17024_17026	1	3	TRUE	shared
chr22	23380000	23410000	chr22	23520000	23580000	17026	17027	17026_17027	4	8	TRUE	shared
chr22	24310000	24340000	chr22	24510000	24540000	17031	17033	17031_17033	5	8	TRUE	shared
chr22	25440000	25470000	chr22	25690000	25720000	17041	17043	17041_17043	4	8	TRUE	shared
chr22	25440000	25470000	chr22	25750000	25810000	17041	17045	17041_17045	5	12	TRUE	shared
chr22	25750000	25810000	chr22	26320000	26350000	17045	17047	17045_17047	2	9	TRUE	shared
chr22	26380000	26410000	chr22	26630000	26660000	17049	17052	17049_17052	4	4	TRUE	shared
chr22	26490000	26520000	chr22	26630000	26660000	17051	17052	17051_17052	3	4	TRUE	shared
chr22	26740000	26790000	chr22	27380000	27420000	17055	17058	17055_17058	2	3	TRUE	shared
chr22	26740000	26790000	chr22	27980000	28080000	17055	17070	17055_17070	2	6	TRUE	shared
chr22	27380000	27420000	chr22	27780000	27840000	17058	17067	17058_17067	5	9	TRUE	shared
chr22	27870000	27900000	chr22	27980000	28080000	17068	17070	17068_17070	5	11	TRUE	shared
chr22	27980000	28080000	chr22	28570000	28620000	17070	17075	17070_17075	5	11	TRUE	shared
chr22	27980000	28080000	chr22	28820000	28880000	17070	17079	17070_17079	4	7	TRUE	shared
chr22	27980000	28080000	chr22	29030000	29060000	17070	17081	17070_17081	1	3	TRUE	shared
chr22	28570000	28620000	chr22	28820000	28880000	17075	17079	17075_17079	5	7	TRUE	shared
chr22	28820000	28880000	chr22	29030000	29060000	17079	17081	17079_17081	5	12	TRUE	shared
chr22	28820000	28880000	chr22	29140000	29160000	17079	17082	17079_17082	0	5	TRUE	shared
chr22	29610000	29650000	chr22	30040000	30120000	17087	17095	17087_17095	5	10	TRUE	shared
chr22	29670000	29700000	chr22	30040000	30120000	17088	17095	17088_17095	2	3	TRUE	shared
chr22	30040000	30120000	chr22	30230000	30280000	17095	17096	17095_17096	5	11	TRUE	shared
chr22	30040000	30120000	chr22	30370000	30400000	17095	17097	17095_17097	5	6	TRUE	shared
chr22	30230000	30280000	chr22	30370000	30400000	17096	17097	17096_17097	5	7	TRUE	shared
chr1	19330000	19400000	chr1	19630000	19690000	170	174	170_174	6	15	TRUE	shared
chr22	30620000	30650000	chr22	30890000	30970000	17100	17103	17100_17103	4	6	TRUE	shared
chr22	30750000	30770000	chr22	30890000	30970000	17101	17103	17101_17103	3	7	TRUE	shared
chr22	30890000	30970000	chr22	31080000	31160000	17103	17104	17103_17104	6	14	TRUE	shared
chr22	31540000	31570000	chr22	31950000	32000000	17110	17113	17110_17113	0	5	TRUE	shared
chr22	31650000	31680000	chr22	31950000	32000000	17111	17113	17111_17113	1	8	TRUE	shared
chr22	31950000	32000000	chr22	32070000	32100000	17113	17114	17113_17114	1	7	TRUE	shared
chr22	32500000	32540000	chr22	32780000	32840000	17116	17118	17116_17118	4	10	TRUE	shared
chr22	32500000	32540000	chr22	32970000	33020000	17116	17121	17116_17121	4	10	TRUE	shared
chr22	32640000	32670000	chr22	32780000	32840000	17117	17118	17117_17118	4	10	TRUE	shared
chr22	32640000	32670000	chr22	32970000	33020000	17117	17121	17117_17121	5	10	TRUE	shared
chr22	32780000	32840000	chr22	32970000	33020000	17118	17121	17118_17121	5	9	TRUE	shared
chr22	33280000	33320000	chr22	33560000	33590000	17125	17127	17125_17127	4	10	TRUE	shared
chr22	33900000	33960000	chr22	34090000	34120000	17128	17129	17128_17129	3	10	TRUE	shared
chr22	34400000	34430000	chr22	35130000	35170000	17130	17136	17130_17136	3	6	TRUE	shared
chr22	35330000	35370000	chr22	36090000	36140000	17138	17149	17138_17149	3	5	TRUE	shared
chr22	35410000	35440000	chr22	35570000	35650000	17140	17143	17140_17143	5	12	TRUE	shared
chr22	35410000	35440000	chr22	36090000	36140000	17140	17149	17140_17149	2	5	TRUE	shared
chr22	35570000	35650000	chr22	35900000	35940000	17143	17146	17143_17146	5	8	TRUE	shared
chr22	35570000	35650000	chr22	36090000	36140000	17143	17149	17143_17149	6	9	TRUE	shared
chr2	15630000	15670000	chr2	15920000	15950000	1714	1718	1714_1718	0	5	TRUE	shared
chr2	15630000	15670000	chr2	16480000	16520000	1714	1721	1714_1721	4	9	TRUE	shared
chr22	36290000	36320000	chr22	36460000	36500000	17153	17155	17153_17155	5	12	TRUE	shared
chr22	36530000	36590000	chr22	36970000	37000000	17156	17161	17156_17161	1	4	TRUE	shared
chr22	36760000	36790000	chr22	36970000	37000000	17159	17161	17159_17161	2	4	TRUE	shared
chr22	37280000	37330000	chr22	37440000	37480000	17165	17166	17165_17166	2	10	TRUE	shared
chr22	38040000	38110000	chr22	38300000	38340000	17174	17176	17174_17176	3	4	TRUE	shared
chr22	38040000	38110000	chr22	38560000	38620000	17174	17178	17174_17178	4	5	TRUE	shared
chr22	38860000	38880000	chr22	39110000	39140000	17179	17181	17179_17181	3	6	TRUE	shared
chr22	39150000	39180000	chr22	39300000	39320000	17182	17183	17182_17183	5	12	TRUE	shared
chr22	39510000	39570000	chr22	40010000	40060000	17186	17190	17186_17190	5	12	TRUE	shared
chr22	39510000	39570000	chr22	40330000	40360000	17186	17195	17186_17195	5	9	TRUE	shared
chr22	39620000	39640000	chr22	40010000	40060000	17187	17190	17187_17190	1	5	TRUE	shared
chr2	15920000	15950000	chr2	16260000	16300000	1718	1720	1718_1720	3	5	TRUE	shared
chr2	15920000	15950000	chr2	16480000	16520000	1718	1721	1718_1721	4	8	TRUE	shared
chr22	40010000	40060000	chr22	40330000	40360000	17190	17195	17190_17195	5	6	TRUE	shared
chr22	40420000	40450000	chr22	40630000	40660000	17196	17198	17196_17198	5	10	TRUE	shared
chr22	40510000	40530000	chr22	40630000	40660000	17197	17198	17197_17198	1	3	TRUE	shared
chr22	40910000	40950000	chr22	41080000	41120000	17203	17204	17203_17204	3	5	TRUE	shared
chr22	41390000	41410000	chr22	41510000	41530000	17208	17209	17208_17209	5	7	TRUE	shared
chr22	41960000	41980000	chr22	42420000	42460000	17214	17217	17214_17217	2	6	TRUE	shared
chr22	42080000	42120000	chr22	42420000	42460000	17215	17217	17215_17217	4	3	TRUE	shared
chr22	42150000	42170000	chr22	42420000	42460000	17216	17217	17216_17217	4	10	TRUE	shared
chr22	42630000	42660000	chr22	43020000	43090000	17218	17223	17218_17223	1	3	TRUE	shared
chr22	42750000	42790000	chr22	43020000	43090000	17220	17223	17220_17223	0	5	TRUE	shared
chr22	42870000	42890000	chr22	43020000	43090000	17222	17223	17222_17223	5	10	TRUE	shared
chr22	43240000	43270000	chr22	43350000	43410000	17225	17226	17225_17226	4	8	TRUE	shared
chr22	43350000	43410000	chr22	43800000	43840000	17226	17228	17226_17228	3	6	TRUE	shared
chr22	43970000	44010000	chr22	44600000	44640000	17230	17234	17230_17234	4	10	TRUE	shared
chr22	44070000	44110000	chr22	44600000	44640000	17232	17234	17232_17234	5	11	TRUE	shared
chr22	45250000	45290000	chr22	45420000	45450000	17238	17239	17238_17239	5	11	TRUE	shared
chr22	45250000	45290000	chr22	45540000	45560000	17238	17241	17238_17241	2	7	TRUE	shared
chr22	45420000	45450000	chr22	45540000	45560000	17239	17241	17239_17241	1	3	TRUE	shared
chr22	45570000	45600000	chr22	45850000	45880000	17242	17245	17242_17245	0	4	TRUE	shared
chr22	45570000	45600000	chr22	45960000	46020000	17242	17246	17242_17246	3	9	TRUE	shared
chr22	45610000	45660000	chr22	45850000	45880000	17243	17245	17243_17245	2	5	TRUE	shared
chr22	45610000	45660000	chr22	45960000	46020000	17243	17246	17243_17246	5	9	TRUE	shared
chr22	45850000	45880000	chr22	45960000	46020000	17245	17246	17245_17246	2	6	TRUE	shared
chr22	45960000	46020000	chr22	46100000	46140000	17246	17247	17246_17247	5	11	TRUE	shared
chr22	45960000	46020000	chr22	46290000	46330000	17246	17249	17246_17249	5	11	TRUE	shared
chr22	46100000	46140000	chr22	46290000	46330000	17247	17249	17247_17249	5	11	TRUE	shared
chr2	16740000	16800000	chr2	17640000	17680000	1724	1729	1724_1729	2	4	TRUE	shared
chr22	46360000	46380000	chr22	46530000	46550000	17250	17251	17250_17251	5	11	TRUE	shared
chr22	46560000	46590000	chr22	46790000	46810000	17252	17257	17252_17257	0	3	TRUE	shared
chr22	47620000	47640000	chr22	48480000	48520000	17265	17271	17265_17271	1	3	TRUE	shared
chr22	49770000	49790000	chr22	49900000	49950000	17285	17286	17285_17286	2	4	TRUE	shared
chr22	49900000	49950000	chr22	50020000	50040000	17286	17287	17286_17287	3	5	TRUE	shared
chr22	50230000	50270000	chr22	50600000	50620000	17289	17292	17289_17292	1	3	TRUE	shared
chrX	1450000	1470000	chrX	1570000	1600000	17293	17294	17293_17294	1	5	TRUE	shared
chrX	1630000	1680000	chrX	2580000	2610000	17295	17299	17295_17299	5	12	TRUE	shared
chrX	10180000	10220000	chrX	11090000	11170000	17316	17319	17316_17319	3	5	TRUE	shared
chrX	11090000	11170000	chrX	11510000	11550000	17319	17325	17319_17325	2	6	TRUE	shared
chrX	12940000	12990000	chrX	13470000	13520000	17330	17337	17330_17337	3	9	TRUE	shared
chrX	13470000	13520000	chrX	13630000	13670000	17337	17338	17337_17338	3	3	TRUE	shared
chrX	15340000	15360000	chrX	15460000	15490000	17346	17347	17346_17347	1	4	TRUE	shared
chrX	16850000	16890000	chrX	17040000	17070000	17355	17357	17355_17357	3	6	TRUE	shared
chr2	18400000	18420000	chr2	19840000	19880000	1735	1746	1735_1746	1	4	TRUE	shared
chrX	17760000	17790000	chrX	18190000	18220000	17361	17364	17361_17364	0	3	TRUE	shared
chrX	18370000	18430000	chrX	18870000	18920000	17365	17369	17365_17369	5	10	TRUE	shared
chrX	18370000	18430000	chrX	19320000	19350000	17365	17373	17365_17373	4	5	TRUE	shared
chr2	18510000	18540000	chr2	19330000	19390000	1737	1744	1737_1744	5	5	TRUE	shared
chr2	18510000	18540000	chr2	19840000	19880000	1737	1746	1737_1746	4	8	TRUE	shared
chrX	23770000	23800000	chrX	23890000	23920000	17385	17386	17385_17386	1	3	TRUE	shared
chr2	18730000	18770000	chr2	19330000	19390000	1738	1744	1738_1744	5	8	TRUE	shared
chr2	18730000	18770000	chr2	19840000	19880000	1738	1746	1738_1746	4	4	TRUE	shared
chr1	19470000	19500000	chr1	19630000	19690000	173	174	173_174	2	3	TRUE	shared
chr2	18970000	19000000	chr2	19330000	19390000	1741	1744	1741_1744	3	3	TRUE	shared
chrX	44870000	44900000	chrX	45050000	45070000	17423	17424	17423_17424	3	4	TRUE	shared
chrX	47190000	47210000	chrX	47500000	47530000	17433	17435	17433_17435	3	5	TRUE	shared
chr2	19330000	19390000	chr2	19840000	19880000	1744	1746	1744_1746	3	8	TRUE	shared
chrX	71990000	72020000	chrX	72120000	72140000	17475	17476	17475_17476	2	4	TRUE	shared
chr2	20420000	20450000	chr2	20620000	20650000	1751	1752	1751_1752	5	12	TRUE	shared
chrX	115320000	115350000	chrX	115640000	115660000	17539	17540	17539_17540	4	6	TRUE	shared
chr2	20660000	20690000	chr2	20930000	20970000	1753	1756	1753_1756	5	10	TRUE	shared
chrX	133320000	133350000	chrX	133650000	133680000	17577	17578	17577_17578	2	3	TRUE	shared
chrX	150760000	150790000	chrX	151070000	151090000	17589	17590	17589_17590	4	6	TRUE	shared
chr2	22340000	22360000	chr2	23340000	23370000	1760	1761	1760_1761	2	7	TRUE	shared
chr2	24400000	24420000	chr2	24800000	24850000	1768	1771	1768_1771	5	9	TRUE	shared
chr2	24970000	24990000	chr2	25120000	25150000	1774	1775	1774_1775	4	9	TRUE	shared
chr2	25940000	25980000	chr2	26140000	26170000	1779	1780	1779_1780	5	12	TRUE	shared
chr2	26830000	26850000	chr2	26930000	26960000	1787	1788	1787_1788	5	7	TRUE	shared
chr1	19900000	19960000	chr1	20150000	20170000	178	180	178_180	5	6	TRUE	shared
chr1	19900000	19960000	chr1	20470000	20500000	178	183	178_183	4	9	TRUE	shared
chr2	27090000	27110000	chr2	27270000	27300000	1790	1791	1790_1791	4	8	TRUE	shared
chr2	27690000	27750000	chr2	28380000	28460000	1795	1799	1795_1799	6	11	TRUE	shared
chr2	28550000	28610000	chr2	28750000	28770000	1800	1802	1800_1802	4	12	TRUE	shared
chr2	28950000	28980000	chr2	29180000	29250000	1804	1805	1804_1805	5	7	TRUE	shared
chr2	29180000	29250000	chr2	29820000	29850000	1805	1808	1805_1808	1	3	TRUE	shared
chr2	30170000	30230000	chr2	30680000	30740000	1813	1820	1813_1820	5	12	TRUE	shared
chr2	30170000	30230000	chr2	31150000	31190000	1813	1822	1813_1822	4	5	TRUE	shared
chr1	20190000	20230000	chr1	20470000	20500000	181	183	181_183	5	10	TRUE	shared
chr2	30680000	30740000	chr2	31150000	31190000	1820	1822	1820_1822	5	11	TRUE	shared
chr2	30680000	30740000	chr2	31320000	31350000	1820	1824	1820_1824	4	9	TRUE	shared
chr2	36330000	36370000	chr2	36490000	36520000	1840	1841	1840_1841	4	6	TRUE	shared
chr2	36330000	36370000	chr2	36640000	36670000	1840	1843	1840_1843	4	9	TRUE	shared
chr1	20510000	20530000	chr1	20620000	20650000	184	185	184_185	4	7	TRUE	shared
chr2	37970000	37990000	chr2	38250000	38290000	1850	1853	1850_1853	4	7	TRUE	shared
chr2	38560000	38600000	chr2	38720000	38740000	1857	1858	1857_1858	5	8	TRUE	shared
chr1	20680000	20720000	chr1	21170000	21210000	186	192	186_192	5	11	TRUE	shared
chr2	41850000	41870000	chr2	42070000	42120000	1878	1879	1878_1879	5	12	TRUE	shared
chr2	41850000	41870000	chr2	42310000	42360000	1878	1882	1878_1882	5	6	TRUE	shared
chr2	42070000	42120000	chr2	42310000	42360000	1879	1882	1879_1882	4	9	TRUE	shared
chr2	42500000	42530000	chr2	42650000	42670000	1883	1884	1883_1884	1	6	TRUE	shared
chr2	42820000	42860000	chr2	43220000	43290000	1885	1889	1885_1889	5	9	TRUE	shared
chr2	42820000	42860000	chr2	43460000	43530000	1885	1892	1885_1892	3	5	TRUE	shared
chr2	42820000	42860000	chr2	43570000	43600000	1885	1894	1885_1894	1	4	TRUE	shared
chr2	42940000	42990000	chr2	43220000	43290000	1886	1889	1886_1889	3	7	TRUE	shared
chr2	42940000	42990000	chr2	43460000	43530000	1886	1892	1886_1892	4	5	TRUE	shared
chr2	43220000	43290000	chr2	43460000	43530000	1889	1892	1889_1892	3	6	TRUE	shared
chr2	44030000	44070000	chr2	44930000	45000000	1895	1901	1895_1901	5	3	TRUE	shared
chr2	44380000	44400000	chr2	44930000	45000000	1898	1901	1898_1901	5	5	TRUE	shared
chr2	44470000	44500000	chr2	44930000	45000000	1899	1901	1899_1901	5	10	TRUE	shared
chr1	3000000	3060000	chr1	3260000	3300000	18	20	18_20	4	4	TRUE	shared
chr1	3000000	3060000	chr1	3400000	3430000	18	21	18_21	4	11	TRUE	shared
chr2	44930000	45000000	chr2	45480000	45520000	1901	1902	1901_1902	5	12	TRUE	shared
chr2	45630000	45670000	chr2	45760000	45800000	1904	1905	1904_1905	2	5	TRUE	shared
chr2	45630000	45670000	chr2	45910000	45950000	1904	1906	1904_1906	5	11	TRUE	shared
chr2	45970000	46030000	chr2	46350000	46380000	1907	1911	1907_1911	3	3	TRUE	shared
chr2	45970000	46030000	chr2	46450000	46490000	1907	1912	1907_1912	5	11	TRUE	shared
chr2	45970000	46030000	chr2	46870000	46930000	1907	1917	1907_1917	1	6	TRUE	shared
chr2	46050000	46090000	chr2	46280000	46300000	1908	1909	1908_1909	1	3	TRUE	shared
chr2	46450000	46490000	chr2	46870000	46930000	1912	1917	1912_1917	2	7	TRUE	shared
chr2	46620000	46670000	chr2	46870000	46930000	1915	1917	1915_1917	5	10	TRUE	shared
chr1	20970000	21010000	chr1	21170000	21210000	191	192	191_192	5	7	TRUE	shared
chr2	47420000	47450000	chr2	47760000	47810000	1921	1923	1921_1923	5	10	TRUE	shared
chr2	47420000	47450000	chr2	48400000	48450000	1921	1930	1921_1930	1	3	TRUE	shared
chr2	47860000	47880000	chr2	48400000	48450000	1925	1930	1925_1930	0	3	TRUE	shared
chr2	48090000	48140000	chr2	48290000	48330000	1928	1929	1928_1929	4	3	TRUE	shared
chr2	48090000	48140000	chr2	48400000	48450000	1928	1930	1928_1930	5	11	TRUE	shared
chr1	21230000	21270000	chr1	21340000	21380000	193	194	193_194	5	12	TRUE	shared
chr1	21230000	21270000	chr1	21560000	21580000	193	196	193_196	0	4	TRUE	shared
chr2	54100000	54140000	chr2	54490000	54540000	1954	1958	1954_1958	3	4	TRUE	shared
chr2	54100000	54140000	chr2	54680000	54740000	1954	1960	1954_1960	4	5	TRUE	shared
chr2	54490000	54540000	chr2	54630000	54660000	1958	1959	1958_1959	2	3	TRUE	shared
chr2	54490000	54540000	chr2	54680000	54740000	1958	1960	1958_1960	2	5	TRUE	shared
chr2	54880000	54910000	chr2	55160000	55200000	1962	1964	1962_1964	4	6	TRUE	shared
chr2	55020000	55060000	chr2	55160000	55200000	1963	1964	1963_1964	3	6	TRUE	shared
chr2	56160000	56200000	chr2	56730000	56760000	1970	1972	1970_1972	5	5	TRUE	shared
chr2	56160000	56200000	chr2	57500000	57530000	1970	1973	1970_1973	2	7	TRUE	shared
chr2	60700000	60720000	chr2	60980000	61010000	1995	1998	1995_1998	4	8	TRUE	shared
chr2	60780000	60810000	chr2	60980000	61010000	1997	1998	1997_1998	3	5	TRUE	shared
chr2	61910000	61930000	chr2	62400000	62430000	2007	2012	2007_2012	5	11	TRUE	shared
chr2	62450000	62470000	chr2	62760000	62780000	2013	2015	2013_2015	5	10	TRUE	shared
chr2	63690000	63710000	chr2	63840000	63890000	2020	2021	2020_2021	5	6	TRUE	shared
chr2	64040000	64070000	chr2	64300000	64350000	2023	2025	2023_2025	5	10	TRUE	shared
chr2	64040000	64070000	chr2	64470000	64520000	2023	2027	2023_2027	5	5	TRUE	shared
chr2	64300000	64350000	chr2	64470000	64520000	2025	2027	2025_2027	3	5	TRUE	shared
chr2	64300000	64350000	chr2	64850000	64890000	2025	2030	2025_2030	2	5	TRUE	shared
chr2	64550000	64630000	chr2	64850000	64890000	2028	2030	2028_2030	5	10	TRUE	shared
chr2	64640000	64670000	chr2	64850000	64890000	2029	2030	2029_2030	0	4	TRUE	shared
chr1	22100000	22160000	chr1	22270000	22280000	202	204	202_204	0	6	TRUE	shared
chr1	22100000	22160000	chr1	22400000	22430000	202	205	202_205	5	7	TRUE	shared
chr1	22100000	22160000	chr1	22620000	22660000	202	207	202_207	2	9	TRUE	shared
chr2	64900000	64930000	chr2	65010000	65050000	2031	2032	2031_2032	5	9	TRUE	shared
chr2	65060000	65080000	chr2	65160000	65200000	2033	2034	2033_2034	2	6	TRUE	shared
chr2	65060000	65080000	chr2	65550000	65580000	2033	2038	2033_2038	1	4	TRUE	shared
chr2	65260000	65280000	chr2	65550000	65580000	2035	2038	2035_2038	5	11	TRUE	shared
chr2	66420000	66470000	chr2	66560000	66600000	2045	2046	2045_2046	5	11	TRUE	shared
chr2	66420000	66470000	chr2	67790000	67860000	2045	2057	2045_2057	4	6	TRUE	shared
chr2	66560000	66600000	chr2	67790000	67860000	2046	2057	2046_2057	2	3	TRUE	shared
chr1	22400000	22430000	chr1	22620000	22660000	205	207	205_207	5	12	TRUE	shared
chr2	68110000	68160000	chr2	68260000	68300000	2060	2061	2060_2061	5	7	TRUE	shared
chr2	68730000	68750000	chr2	68900000	68920000	2064	2065	2064_2065	5	11	TRUE	shared
chr2	69010000	69040000	chr2	69290000	69320000	2067	2068	2067_2068	5	9	TRUE	shared
chr2	69550000	69570000	chr2	69700000	69740000	2074	2075	2074_2075	3	5	TRUE	shared
chr2	69700000	69740000	chr2	69810000	69830000	2075	2076	2075_2076	2	7	TRUE	shared
chr2	69900000	69930000	chr2	70050000	70080000	2078	2079	2078_2079	5	8	TRUE	shared
chr2	69900000	69930000	chr2	70130000	70160000	2078	2080	2078_2080	5	8	TRUE	shared
chr2	70290000	70340000	chr2	70620000	70640000	2082	2083	2082_2083	5	11	TRUE	shared
chr1	22670000	22710000	chr1	22870000	22950000	208	209	208_209	6	12	TRUE	shared
chr2	71530000	71570000	chr2	72130000	72170000	2092	2097	2092_2097	5	9	TRUE	shared
chr2	71530000	71570000	chr2	72730000	72780000	2092	2100	2092_2100	2	4	TRUE	shared
chr2	71890000	71950000	chr2	72130000	72170000	2095	2097	2095_2097	4	6	TRUE	shared
chr2	71890000	71950000	chr2	72730000	72780000	2095	2100	2095_2100	3	4	TRUE	shared
chr2	72130000	72170000	chr2	72560000	72600000	2097	2099	2097_2099	2	3	TRUE	shared
chr2	72730000	72780000	chr2	72850000	72910000	2100	2101	2100_2101	4	8	TRUE	shared
chr2	72850000	72910000	chr2	73160000	73190000	2101	2104	2101_2104	1	5	TRUE	shared
chr1	22970000	22990000	chr1	23170000	23210000	210	212	210_212	1	5	TRUE	shared
chr2	74900000	74940000	chr2	75390000	75440000	2115	2122	2115_2122	4	9	TRUE	shared
chr1	23090000	23100000	chr1	23170000	23210000	211	212	211_212	4	6	TRUE	shared
chr2	75460000	75470000	chr2	75600000	75620000	2123	2124	2123_2124	3	10	TRUE	shared
chr2	78420000	78460000	chr2	78950000	79000000	2141	2145	2141_2145	0	6	TRUE	shared
chr1	23520000	23550000	chr1	23630000	23650000	214	215	214_215	4	8	TRUE	shared
chr2	84480000	84520000	chr2	84620000	84640000	2172	2173	2172_2173	1	5	TRUE	shared
chr2	84480000	84520000	chr2	84860000	84890000	2172	2174	2172_2174	5	12	TRUE	shared
chr2	85050000	85080000	chr2	85270000	85300000	2177	2179	2177_2179	4	10	TRUE	shared
chr2	85120000	85150000	chr2	85270000	85300000	2178	2179	2178_2179	4	5	TRUE	shared
chr2	85410000	85430000	chr2	85540000	85570000	2181	2182	2181_2182	5	12	TRUE	shared
chr2	85630000	85680000	chr2	86060000	86170000	2183	2189	2183_2189	6	14	TRUE	shared
