chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr17	35079914	35080415	501	*	3.82	3.46	4.17	-0.71	0.253	0.44	62886
chr20	11273159	11273660	501	*	4.69	4.87	4.42	0.45	0.253	0.44	62887
chr1	181142211	181142712	501	*	5.98	6.09	5.82	0.27	0.253	0.44	62888
chr9	91681442	91681943	501	*	5.02	5.35	4.45	0.91	0.253	0.44	62895
chr11	116791382	116791883	501	*	5.33	5.48	5.13	0.35	0.253	0.44	62903
chr2	43405864	43406365	501	*	4.76	4.92	4.53	0.39	0.254	0.44	62917
chr6	24857813	24858314	501	*	4.58	4.81	4.23	0.58	0.254	0.44	62925
chr3	119677061	119677562	501	*	6.95	7.06	6.8	0.26	0.254	0.44	62926
chr15	100866705	100867206	501	*	4.67	4.48	4.87	-0.4	0.254	0.44	62931
chr1	16184116	16184617	501	*	5.01	5.19	4.74	0.46	0.254	0.44	62934
chr8	95006411	95006912	501	*	5.49	5.3	5.71	-0.41	0.254	0.441	62939
chr17	50830264	50830765	501	*	5.1	5.23	4.92	0.31	0.254	0.441	62940
chr12	1939621	1940122	501	*	5.82	5.7	5.96	-0.26	0.254	0.441	62944
chr10	113382070	113382571	501	*	4.98	5.13	4.75	0.38	0.254	0.441	62955
chr19	43526812	43527313	501	*	7.48	7.57	7.35	0.22	0.254	0.441	62956
chr20	4607382	4607883	501	*	4.52	4.69	4.27	0.42	0.254	0.441	62957
chr2	7031485	7031986	501	*	6.04	6.16	5.86	0.3	0.254	0.441	62960
chr10	96531479	96531980	501	*	4.16	3.93	4.41	-0.49	0.254	0.441	62963
chr1	8034202	8034703	501	*	4.45	4.63	4.18	0.45	0.254	0.441	62967
chr4	153574077	153574578	501	*	4.48	4.28	4.69	-0.41	0.254	0.441	62968
chr11	108225342	108225843	501	*	4.39	4.57	4.13	0.44	0.254	0.441	62969
chr9	127740195	127740696	501	*	4.67	4.85	4.4	0.44	0.254	0.441	62972
chr6	11655715	11656216	501	*	5.56	5.43	5.71	-0.28	0.254	0.441	62978
chr6	49526582	49527083	501	*	4.33	4.06	4.62	-0.56	0.254	0.441	62988
chr11	2156624	2157125	501	*	5.45	5.6	5.24	0.36	0.254	0.441	62989
chr18	7841372	7841873	501	*	4.13	3.85	4.42	-0.57	0.254	0.441	62990
chr10	77711107	77711608	501	*	6.52	6.4	6.66	-0.26	0.254	0.441	62993
chr7	99229801	99230302	501	*	4.34	4.09	4.6	-0.52	0.254	0.441	62995
chr1	149931790	149932291	501	*	5.52	5.36	5.69	-0.33	0.254	0.441	62997
chr17	40418107	40418608	501	*	6.09	6.2	5.95	0.25	0.254	0.441	63000
chr11	121523348	121523849	501	*	5.02	4.65	5.38	-0.73	0.255	0.441	63003
chr16	27364077	27364578	501	*	5.78	5.61	5.96	-0.35	0.255	0.441	63013
chr2	25128920	25129776	856	*	5.15	5.29	4.96	0.33	0.255	0.441	63017
chr1	162874293	162874794	501	*	5.38	5.24	5.55	-0.31	0.255	0.441	63018
chr3	100073865	100074366	501	*	4.85	4.99	4.64	0.35	0.255	0.442	63026
chr5	149123269	149123770	501	*	5.08	5.25	4.84	0.41	0.255	0.442	63029
chr14	50772154	50772655	501	*	4.37	4.54	4.12	0.42	0.255	0.442	63032
chrX	39735763	39736264	501	*	6.57	6.68	6.42	0.26	0.255	0.442	63036
chr16	72925091	72925592	501	*	6.6	6.46	6.75	-0.29	0.255	0.442	63037
chr19	13078873	13079374	501	*	5.85	5.99	5.65	0.34	0.255	0.442	63046
chr10	113761631	113762132	501	*	3.63	3.1	4.09	-0.99	0.255	0.442	63052
chr10	794262	794763	501	*	4.75	4.54	4.98	-0.43	0.255	0.442	63068
chr17	80005884	80006385	501	*	6.4	6.26	6.57	-0.31	0.255	0.442	63072
chr3	98325046	98325547	501	*	5.74	5.59	5.91	-0.32	0.255	0.442	63077
chr7	8212240	8212741	501	*	4.47	4.24	4.72	-0.49	0.255	0.442	63078
chr2	152499826	152500327	501	*	4.34	4.55	4.03	0.52	0.255	0.442	63083
chr7	150988615	150989116	501	*	5.36	5.51	5.14	0.38	0.255	0.442	63091
chr8	125147938	125148439	501	*	4.88	5.02	4.68	0.34	0.255	0.442	63096
chr3	188287586	188288087	501	*	4.54	4.3	4.79	-0.49	0.255	0.442	63098
chr14	49870393	49870894	501	*	4.02	3.8	4.26	-0.46	0.255	0.442	63112
chr6	133891118	133891619	501	*	5.68	5.8	5.5	0.3	0.255	0.442	63114
chr4	128863052	128863553	501	*	5.51	5.64	5.34	0.3	0.255	0.442	63121
chr11	12267053	12267554	501	*	4.57	4.73	4.34	0.39	0.256	0.442	63128
chr17	65547122	65547623	501	*	4.67	4.47	4.87	-0.4	0.256	0.442	63129
chr1	59698437	59698938	501	*	5.97	5.83	6.13	-0.31	0.256	0.442	63132
chr10	89251474	89251975	501	*	7.03	7.14	6.87	0.26	0.256	0.442	63136
chr2	11830961	11831462	501	*	4.34	4.51	4.09	0.42	0.256	0.442	63146
chr17	64313763	64314264	501	*	4.7	4.85	4.49	0.36	0.256	0.442	63148
chr1	226635487	226635988	501	*	4.95	4.8	5.13	-0.33	0.256	0.442	63151
chr2	240437918	240438849	931	*	5.76	5.91	5.56	0.34	0.256	0.443	63156
chr13	94967513	94968014	501	*	5.03	5.18	4.83	0.35	0.256	0.443	63158
chr9	123354047	123354548	501	*	5.06	5.22	4.82	0.4	0.256	0.443	63168
chr19	1217425	1217926	501	*	4.76	4.93	4.52	0.42	0.256	0.443	63184
chr14	103729227	103729728	501	*	6.9	6.78	7.05	-0.26	0.256	0.443	63186
chr11	9775154	9775655	501	*	5.02	5.17	4.8	0.37	0.256	0.443	63202
chr2	38264903	38265404	501	*	4.87	5.03	4.63	0.4	0.256	0.443	63205
chr17	412715	413216	501	*	4.75	4.91	4.53	0.38	0.256	0.443	63209
chr6	139982619	139983120	501	*	4.93	5.06	4.74	0.33	0.256	0.443	63210
chr10	77178091	77178592	501	*	4.76	4.57	4.97	-0.4	0.256	0.443	63213
chr12	50715282	50715783	501	*	4.69	4.49	4.9	-0.41	0.257	0.443	63220
chr12	8890665	8891166	501	*	5.41	5.26	5.57	-0.32	0.257	0.443	63225
chr4	173172088	173172589	501	*	4.96	4.81	5.12	-0.31	0.257	0.444	63231
chr6	3932867	3933368	501	*	5.72	5.86	5.53	0.33	0.257	0.444	63233
chr5	55687713	55688667	954	*	4.88	5.03	4.66	0.37	0.257	0.444	63241
chr9	113656508	113657009	501	*	4.62	4.77	4.4	0.37	0.257	0.444	63256
chr12	32918695	32919196	501	*	4.96	5.1	4.75	0.35	0.257	0.444	63267
chr17	49692662	49693163	501	*	5.31	5.45	5.11	0.34	0.257	0.444	63275
chr6	158686503	158687004	501	*	5.74	5.61	5.88	-0.27	0.257	0.444	63281
chr2	203789642	203790143	501	*	4.23	3.95	4.52	-0.57	0.257	0.444	63282
chr8	37915938	37916439	501	*	5.57	5.43	5.72	-0.29	0.257	0.444	63292
chr15	72339039	72339540	501	*	4.95	5.09	4.76	0.33	0.257	0.444	63297
chr11	8813642	8814143	501	*	5.31	5.44	5.14	0.3	0.257	0.444	63299
chr6	14635794	14636295	501	*	5.08	5.21	4.89	0.32	0.257	0.444	63303
chr8	67064316	67064817	501	*	7.2	7.31	7.05	0.26	0.258	0.444	63317
chr7	98400332	98400833	501	*	7.01	7.14	6.83	0.31	0.258	0.444	63318
chr9	18437746	18438247	501	*	5.09	4.93	5.27	-0.33	0.258	0.444	63321
chr5	134297786	134298287	501	*	4.7	4.51	4.91	-0.4	0.258	0.444	63324
chr16	28292692	28293193	501	*	7.64	7.74	7.49	0.25	0.258	0.444	63332
chr3	196191206	196191707	501	*	4.95	5.12	4.72	0.4	0.258	0.445	63333
chr4	87084693	87085194	501	*	4.48	4.29	4.68	-0.38	0.258	0.445	63340
chr1	151002995	151003496	501	*	5.3	5.17	5.45	-0.28	0.258	0.445	63351
chr11	69251723	69252224	501	*	4.4	4.62	4.07	0.55	0.258	0.445	63354
chr10	125038688	125039189	501	*	5.22	5.05	5.42	-0.37	0.258	0.445	63356
chr10	61906286	61906787	501	*	5.99	5.83	6.16	-0.33	0.258	0.445	63358
chr5	159095042	159095543	501	*	4.92	5.1	4.66	0.45	0.258	0.445	63363
chr18	55405412	55405913	501	*	4.62	4.79	4.36	0.43	0.258	0.445	63364
chr1	160429156	160429657	501	*	4.93	5.1	4.68	0.42	0.258	0.445	63365
chr6	106974384	106974885	501	*	6.76	6.88	6.6	0.28	0.258	0.445	63379
chr14	64293952	64294453	501	*	5.72	5.85	5.53	0.32	0.258	0.445	63392
chr18	6540891	6541392	501	*	4.84	4.65	5.05	-0.41	0.259	0.445	63421
chr22	24521695	24522196	501	*	5.82	5.7	5.95	-0.25	0.259	0.446	63424
chr22	40922825	40923326	501	*	4.41	4.21	4.62	-0.4	0.259	0.446	63437
chr15	58348150	58348651	501	*	5	4.83	5.18	-0.34	0.259	0.446	63441
chr16	84082688	84083189	501	*	4.78	4.58	4.99	-0.41	0.259	0.446	63446
chr17	31565993	31566494	501	*	5.61	5.75	5.41	0.34	0.259	0.446	63456
chr1	147641127	147641628	501	*	6.01	6.14	5.82	0.33	0.259	0.446	63461
chr20	48595756	48596257	501	*	5.4	5.66	4.97	0.69	0.259	0.446	63464
chr6	14638983	14639484	501	*	5.95	6.05	5.81	0.25	0.259	0.446	63465
chr11	121655446	121655947	501	*	7.13	7.22	7.01	0.21	0.259	0.446	63468
chr1	115771539	115772040	501	*	4.76	4.91	4.54	0.37	0.259	0.446	63471
chr17	67629182	67629683	501	*	4.39	4.57	4.12	0.45	0.259	0.446	63472
chr10	3902959	3903460	501	*	4.72	4.89	4.46	0.43	0.259	0.446	63476
chr4	1640627	1641128	501	*	4.53	4.77	4.16	0.61	0.259	0.446	63480
chr16	16127398	16127899	501	*	4.87	5.02	4.66	0.36	0.259	0.446	63481
chr12	95117454	95117955	501	*	4.56	4.74	4.28	0.46	0.259	0.446	63483
chr7	43838617	43839118	501	*	5.67	5.8	5.47	0.33	0.259	0.446	63485
chr3	156554657	156555158	501	*	7.38	7.47	7.27	0.2	0.259	0.446	63489
chr19	32023094	32023595	501	*	5.05	5.2	4.85	0.35	0.259	0.446	63491
chr17	14297385	14297886	501	*	6.57	6.69	6.41	0.28	0.259	0.446	63493
chr16	89330170	89330671	501	*	4.22	4.42	3.92	0.5	0.259	0.446	63495
chr6	161375528	161376029	501	*	5.67	5.55	5.81	-0.26	0.259	0.446	63496
chr12	14842893	14843394	501	*	6.15	6.01	6.31	-0.31	0.259	0.446	63498
chr6	11232064	11232565	501	*	7.98	8.06	7.87	0.19	0.259	0.446	63500
chr8	80080966	80081467	501	*	6.52	6.39	6.68	-0.29	0.259	0.446	63511
chr5	149991061	149991562	501	*	4.24	4	4.49	-0.49	0.26	0.446	63514
chr11	43903876	43904377	501	*	4.37	4.14	4.62	-0.49	0.26	0.446	63521
chr8	19399626	19400127	501	*	4.82	4.65	5	-0.35	0.26	0.446	63523
chr8	17905257	17905758	501	*	4.07	4.32	3.67	0.64	0.26	0.447	63538
chr6	158603812	158604313	501	*	4.4	4.2	4.62	-0.42	0.26	0.447	63539
chr20	32475366	32475867	501	*	6.63	6.79	6.4	0.4	0.26	0.447	63540
chr12	11561913	11562414	501	*	4.37	4.11	4.64	-0.53	0.26	0.447	63548
chr17	48795204	48795705	501	*	5.8	5.63	5.99	-0.36	0.26	0.447	63549
chr1	2044598	2045099	501	*	5.89	6.05	5.65	0.4	0.26	0.447	63573
chr5	141945573	141946074	501	*	5.08	5.22	4.87	0.35	0.26	0.447	63583
chr8	127854160	127854661	501	*	7.47	7.56	7.37	0.19	0.26	0.447	63590
chr3	149399391	149399892	501	*	4.66	4.47	4.87	-0.41	0.261	0.448	63610
chr12	52277796	52278297	501	*	5.03	5.2	4.78	0.42	0.261	0.448	63614
chr11	63564629	63565130	501	*	4.96	5.12	4.74	0.37	0.261	0.448	63624
chr7	20785452	20785953	501	*	7	7.13	6.83	0.3	0.261	0.448	63627
chr11	62107645	62108146	501	*	4.54	4.71	4.31	0.4	0.261	0.448	63646
chr8	19372229	19372730	501	*	4.45	4.26	4.66	-0.4	0.261	0.448	63650
chr17	64314961	64315953	992	*	5.5	5.63	5.34	0.29	0.261	0.448	63652
chr16	56950046	56950547	501	*	4.63	4.79	4.4	0.39	0.261	0.448	63654
chr11	45333530	45334031	501	*	4.99	5.14	4.78	0.36	0.261	0.448	63656
chr5	136088221	136088722	501	*	6.35	6.45	6.2	0.25	0.261	0.448	63661
chr6	109526760	109527261	501	*	4.68	4.48	4.9	-0.42	0.261	0.448	63662
chr3	153043217	153043718	501	*	4.37	4.54	4.13	0.41	0.261	0.448	63665
chr22	29412125	29412626	501	*	4.56	4.73	4.32	0.41	0.261	0.448	63668
chr5	2510200	2510701	501	*	4.65	4.81	4.43	0.39	0.261	0.448	63685
chr4	3047486	3047987	501	*	5.74	5.88	5.56	0.32	0.261	0.448	63686
chr14	81170329	81170830	501	*	7.24	7.32	7.13	0.19	0.262	0.449	63707
chr2	217888022	217888523	501	*	4.83	4.97	4.63	0.34	0.262	0.449	63710
chr3	119673740	119674241	501	*	4.62	4.82	4.32	0.5	0.262	0.449	63720
chr3	15637093	15637594	501	*	5.34	5.45	5.18	0.27	0.262	0.449	63722
chr1	183609928	183610429	501	*	4.36	4.17	4.57	-0.41	0.262	0.449	63727
chr1	150472744	150473245	501	*	4.39	4.57	4.12	0.45	0.262	0.449	63732
chr1	8729353	8729854	501	*	4.6	4.42	4.8	-0.38	0.262	0.449	63746
chr15	92935519	92936020	501	*	4.53	4.36	4.72	-0.36	0.262	0.449	63751
chr5	149442732	149443233	501	*	7.2	7.28	7.09	0.19	0.262	0.449	63756
chr8	29339900	29340401	501	*	5.36	5.22	5.52	-0.3	0.262	0.449	63764
chr1	19361887	19362388	501	*	5.29	5.16	5.43	-0.27	0.262	0.449	63765
chr2	68287685	68288186	501	*	5.31	5.17	5.46	-0.29	0.262	0.449	63769
chr16	361919	362420	501	*	5	5.15	4.79	0.36	0.262	0.449	63773
chr7	44573752	44574253	501	*	7.65	7.74	7.53	0.21	0.262	0.449	63774
chr2	168912889	168913390	501	*	4.31	4.1	4.54	-0.43	0.262	0.449	63776
chr1	226603254	226603755	501	*	5.52	5.64	5.35	0.3	0.262	0.449	63777
chr1	116327662	116328163	501	*	4.39	4.58	4.11	0.47	0.262	0.449	63783
chr6	16964967	16965468	501	*	5.19	5.34	4.99	0.35	0.263	0.45	63789
chr8	8750658	8751159	501	*	4.91	4.76	5.09	-0.33	0.263	0.45	63790
chr3	150221365	150221866	501	*	5.98	5.85	6.12	-0.27	0.263	0.45	63795
chr2	27795583	27796084	501	*	5.04	5.23	4.77	0.47	0.263	0.45	63799
chr11	61682710	61683211	501	*	4.52	4.69	4.28	0.4	0.263	0.45	63800
chr1	56390194	56390695	501	*	5.05	5.21	4.84	0.37	0.263	0.45	63810
chr2	27727206	27727707	501	*	4.61	4.77	4.37	0.41	0.263	0.45	63822
chr20	32510691	32511192	501	*	5.11	5.3	4.84	0.46	0.263	0.45	63827
chr2	64865062	64865563	501	*	7.43	7.54	7.28	0.27	0.263	0.45	63834
chr11	85685599	85686100	501	*	4.88	5.05	4.65	0.4	0.263	0.45	63844
chr10	22085775	22086276	501	*	4.67	4.49	4.87	-0.38	0.263	0.45	63847
chr16	81613860	81614361	501	*	4.56	4.72	4.34	0.38	0.263	0.45	63848
chr4	89226854	89227355	501	*	4.98	4.82	5.15	-0.33	0.263	0.45	63851
chr10	72331428	72331929	501	*	7.16	7.26	7.03	0.22	0.263	0.45	63869
chr10	49503068	49503569	501	*	5.17	5.01	5.36	-0.35	0.263	0.45	63870
chr22	40513078	40513579	501	*	4.54	4.74	4.23	0.51	0.263	0.45	63874
chr14	23631992	23632493	501	*	5.11	4.94	5.29	-0.35	0.263	0.45	63879
chr13	73765630	73766131	501	*	5.57	5.44	5.73	-0.29	0.263	0.451	63888
chr13	50141125	50141626	501	*	4.64	4.83	4.37	0.46	0.263	0.451	63890
chr21	29171273	29171774	501	*	4.78	4.62	4.96	-0.34	0.264	0.451	63891
chr2	237410209	237410710	501	*	4.8	4.94	4.6	0.34	0.264	0.451	63897
chr10	27546791	27547292	501	*	5.69	5.54	5.85	-0.32	0.264	0.451	63898
chr20	47274624	47275125	501	*	5.78	5.89	5.63	0.26	0.264	0.451	63900
chr5	68456435	68456936	501	*	5.23	5.37	5.02	0.35	0.264	0.451	63903
chr15	90333141	90333642	501	*	4.53	4.73	4.23	0.5	0.264	0.451	63920
chr6	1767434	1767935	501	*	4.78	4.95	4.54	0.41	0.264	0.451	63928
chr21	42156716	42157217	501	*	5.43	5.58	5.23	0.35	0.264	0.451	63933
chr2	217247864	217248365	501	*	5.8	5.91	5.65	0.27	0.264	0.451	63942
chr7	131069180	131069681	501	*	4.96	4.8	5.14	-0.33	0.264	0.451	63965
chr16	14285367	14285868	501	*	7.15	7.25	7.02	0.23	0.264	0.452	63975
chr10	50614291	50614792	501	*	5.88	5.75	6.03	-0.28	0.264	0.452	63976
chr2	239392604	239393492	888	*	5.31	5.48	5.05	0.43	0.265	0.452	63983
chr12	11560866	11561367	501	*	4.47	4.25	4.71	-0.45	0.265	0.452	63987
chr11	4823015	4823516	501	*	4.29	3.98	4.59	-0.61	0.265	0.452	63999
chr5	74201219	74201720	501	*	5.87	5.99	5.69	0.3	0.265	0.452	64000
chr4	169485711	169486212	501	*	4.96	4.82	5.13	-0.32	0.265	0.452	64006
chr12	62817571	62818072	501	*	4.47	4.63	4.24	0.39	0.265	0.452	64011
chr10	49415787	49416288	501	*	4.31	4.02	4.61	-0.59	0.265	0.452	64012
chr11	95703007	95703508	501	*	5.1	5.26	4.86	0.4	0.265	0.452	64015
chr16	2339811	2340312	501	*	7	7.12	6.84	0.28	0.265	0.452	64022
chr1	162284847	162285348	501	*	5.97	5.82	6.13	-0.32	0.265	0.452	64026
chr2	121062520	121063021	501	*	5.51	5.3	5.74	-0.44	0.265	0.453	64041
chr8	142475245	142475746	501	*	4.98	5.19	4.68	0.51	0.265	0.453	64042
chr21	41956218	41956719	501	*	5.57	5.43	5.74	-0.31	0.265	0.453	64044
chr15	92792420	92792921	501	*	4.38	4.16	4.61	-0.46	0.265	0.453	64046
chr2	9348022	9348523	501	*	3.84	4.06	3.5	0.56	0.265	0.453	64050
chr4	140157828	140158329	501	*	5.38	5.54	5.16	0.38	0.265	0.453	64053
chr17	49851257	49851758	501	*	7.27	7.38	7.1	0.28	0.265	0.453	64058
chr10	79180997	79181498	501	*	5.41	5.57	5.18	0.39	0.266	0.453	64069
chr20	20656850	20657351	501	*	5.32	5.16	5.49	-0.33	0.266	0.453	64081
chr16	89346872	89347373	501	*	4.46	4.27	4.66	-0.39	0.266	0.453	64088
chr19	33778141	33778642	501	*	5.41	5.56	5.19	0.37	0.266	0.453	64097
chr4	25358744	25359245	501	*	5.77	5.6	5.96	-0.36	0.266	0.453	64105
chr12	50171628	50172129	501	*	4.09	3.84	4.35	-0.51	0.266	0.454	64114
chr20	40689696	40690197	501	*	7.31	7.41	7.19	0.22	0.266	0.454	64116
chr19	15628971	15629472	501	*	5.33	5.5	5.09	0.41	0.266	0.454	64122
chr12	121787101	121787602	501	*	4.59	4.77	4.33	0.44	0.266	0.454	64126
chr5	126538860	126539361	501	*	5.72	5.57	5.88	-0.31	0.266	0.454	64130
chr5	68445806	68446307	501	*	4.38	4.55	4.14	0.42	0.266	0.454	64140
chr7	632225	632726	501	*	4.26	4.03	4.5	-0.47	0.266	0.454	64144
chr6	44105932	44106433	501	*	5.18	5.32	4.99	0.33	0.266	0.454	64148
chr20	48904542	48905043	501	*	5.07	5.23	4.85	0.38	0.267	0.454	64150
chr2	43275184	43275685	501	*	4.78	4.94	4.56	0.39	0.267	0.454	64152
chr14	92946462	92946963	501	*	6.14	6	6.31	-0.31	0.267	0.454	64153
chr4	6724633	6725134	501	*	4.86	5.03	4.63	0.4	0.267	0.454	64159
chr3	66412251	66412752	501	*	4.38	4.55	4.13	0.43	0.267	0.454	64165
chr6	50819497	50819998	501	*	5.12	4.91	5.35	-0.44	0.267	0.454	64176
chr2	150587726	150588227	501	*	4.36	4.53	4.12	0.41	0.267	0.454	64177
chr1	3610943	3611444	501	*	5.48	5.64	5.25	0.39	0.267	0.454	64179
chr3	71423943	71424444	501	*	4.33	4.5	4.07	0.43	0.267	0.454	64181
chr2	101518586	101519087	501	*	5.22	5.36	5.02	0.34	0.267	0.454	64193
chr3	157499451	157499952	501	*	5.8	5.66	5.95	-0.29	0.267	0.454	64196
chr1	212477323	212477824	501	*	5.5	5.63	5.32	0.31	0.267	0.454	64199
chr20	58236834	58237335	501	*	5.1	5.23	4.92	0.3	0.267	0.454	64205
chrX	18655315	18655816	501	*	5.41	5.23	5.61	-0.38	0.267	0.454	64206
chr1	51541556	51542057	501	*	4.39	4.16	4.64	-0.48	0.267	0.454	64211
chr14	68819355	68819856	501	*	6.06	6.2	5.87	0.32	0.267	0.454	64217
chr19	32224121	32224622	501	*	5.51	5.67	5.26	0.41	0.267	0.454	64223
chr9	4334423	4334924	501	*	5.56	5.69	5.38	0.31	0.267	0.454	64226
chr14	50543288	50543789	501	*	4.83	4.99	4.59	0.4	0.267	0.455	64231
chr6	31203028	31203529	501	*	6.47	6.35	6.61	-0.27	0.267	0.455	64233
chr2	47272132	47272633	501	*	7.32	7.4	7.21	0.19	0.267	0.455	64238
chr15	32822036	32822537	501	*	3.7	3.3	4.09	-0.79	0.267	0.455	64240
chr12	51246207	51246708	501	*	5.65	5.77	5.48	0.28	0.267	0.455	64242
chr7	96303385	96303886	501	*	5.78	5.91	5.6	0.31	0.267	0.455	64245
chr10	44864354	44864855	501	*	6.94	7.04	6.8	0.24	0.267	0.455	64247
chr12	63066769	63067270	501	*	4.96	5.12	4.74	0.38	0.267	0.455	64248
chr1	51991985	51992486	501	*	4.61	4.38	4.85	-0.47	0.268	0.455	64256
chr9	98195657	98196158	501	*	4.57	4.73	4.35	0.38	0.268	0.455	64257
chr5	173283663	173284164	501	*	4.99	5.14	4.79	0.36	0.268	0.455	64258
chr2	177171412	177171913	501	*	4.97	4.8	5.16	-0.36	0.268	0.455	64260
chr5	131437187	131437688	501	*	5.43	5.22	5.67	-0.45	0.268	0.455	64261
chr16	81403641	81404142	501	*	6.49	6.61	6.33	0.28	0.268	0.455	64262
chr9	91036407	91036908	501	*	6.11	6.24	5.91	0.33	0.268	0.455	64264
chr1	55504325	55504826	501	*	4.88	5.04	4.65	0.39	0.268	0.455	64267
chr15	96356827	96357328	501	*	6.73	6.84	6.59	0.24	0.268	0.455	64269
chr1	244280147	244280648	501	*	5.77	5.64	5.93	-0.3	0.268	0.455	64270
chr22	38071461	38071962	501	*	5.08	4.88	5.3	-0.42	0.268	0.455	64276
chr3	71310442	71310943	501	*	4.88	5.02	4.68	0.34	0.268	0.455	64278
chr7	137591299	137591800	501	*	4.92	4.76	5.1	-0.35	0.268	0.455	64290
chr6	10399380	10399881	501	*	4.34	4.57	3.97	0.6	0.268	0.456	64296
chr19	4800399	4800900	501	*	6.28	6.17	6.4	-0.23	0.268	0.456	64297
chr2	7021248	7021749	501	*	5.11	5.26	4.89	0.38	0.268	0.456	64298
chr15	78422474	78422975	501	*	4.52	4.71	4.24	0.47	0.268	0.456	64303
chr4	155447438	155447939	501	*	6.48	6.58	6.34	0.24	0.268	0.456	64309
chrX	72121499	72122000	501	*	4.29	4.44	4.07	0.38	0.268	0.456	64313
chr1	30905845	30906346	501	*	4.96	5.11	4.75	0.35	0.268	0.456	64315
chr15	98852135	98852636	501	*	6.73	6.83	6.6	0.23	0.269	0.456	64330
chr9	101315549	101316050	501	*	4.85	4.68	5.04	-0.36	0.269	0.456	64331
chr11	61688511	61689012	501	*	6.89	6.99	6.76	0.24	0.269	0.456	64332
chr9	128856597	128857098	501	*	4.77	4.51	5.04	-0.53	0.269	0.456	64333
chr13	113393646	113394147	501	*	6.6	6.72	6.44	0.27	0.269	0.456	64336
chr1	164771123	164771624	501	*	4.68	4.84	4.44	0.4	0.269	0.456	64340
chr7	150787945	150788446	501	*	6.36	6.51	6.15	0.36	0.269	0.456	64342
chr1	93613841	93614342	501	*	5.5	5.63	5.33	0.3	0.269	0.456	64345
chr8	89981975	89982476	501	*	4.53	4.33	4.75	-0.42	0.269	0.456	64354
chr14	102304745	102305246	501	*	6.69	6.82	6.52	0.3	0.269	0.456	64362
chr10	102581363	102581864	501	*	5.38	5.25	5.54	-0.29	0.269	0.456	64363
chr11	102320139	102320640	501	*	5.14	5.28	4.95	0.33	0.269	0.457	64380
chr17	866508	867009	501	*	4.97	4.81	5.14	-0.32	0.269	0.457	64391
chr8	94082977	94083478	501	*	4.72	4.87	4.5	0.37	0.269	0.457	64401
chr7	25894890	25895391	501	*	5.47	5.28	5.69	-0.41	0.269	0.457	64402
chr16	89332173	89332674	501	*	4.63	4.77	4.43	0.34	0.269	0.457	64413
chr11	93645103	93645604	501	*	5.74	5.86	5.58	0.28	0.27	0.457	64432
chr6	134641126	134641627	501	*	5.06	5.2	4.88	0.32	0.27	0.457	64435
chr9	84255279	84255780	501	*	5.04	4.86	5.24	-0.38	0.27	0.457	64441
chr11	57646843	57647344	501	*	5.45	5.61	5.24	0.37	0.27	0.457	64456
chr9	128117714	128118215	501	*	5.59	5.41	5.78	-0.36	0.27	0.457	64458
chr22	29580847	29581348	501	*	6.67	6.78	6.53	0.25	0.27	0.457	64463
chr2	237159249	237159750	501	*	4.52	4.7	4.25	0.45	0.27	0.458	64474
chr7	74032362	74032863	501	*	5.54	5.67	5.36	0.3	0.27	0.458	64476
chr1	161091237	161091738	501	*	4.37	4.15	4.61	-0.46	0.27	0.458	64478
chr2	108349812	108350313	501	*	4.54	4.34	4.76	-0.42	0.27	0.458	64479
chr17	17018382	17018883	501	*	6.72	6.81	6.6	0.21	0.27	0.458	64482
chr10	87868059	87868560	501	*	4.21	3.65	4.7	-1.05	0.27	0.458	64492
chr6	11410005	11410506	501	*	4.62	4.77	4.4	0.36	0.27	0.458	64493
chr17	21275449	21275950	501	*	6.62	6.72	6.47	0.25	0.27	0.458	64495
chr17	4745402	4745903	501	*	5.13	5.4	4.7	0.71	0.27	0.458	64498
chr14	89041899	89042400	501	*	4.78	4.64	4.95	-0.31	0.27	0.458	64504
chr8	81630683	81631184	501	*	5.21	5.36	5.01	0.35	0.27	0.458	64505
chr1	84145096	84145597	501	*	4.96	4.75	5.2	-0.45	0.271	0.458	64509
chr1	239879679	239880180	501	*	6.2	6.32	6.04	0.28	0.271	0.458	64515
chr2	177755445	177755946	501	*	4.46	4.25	4.69	-0.44	0.271	0.458	64517
chr22	49632212	49632713	501	*	5.96	6.1	5.76	0.34	0.271	0.458	64523
chr6	108541763	108542264	501	*	5.04	4.89	5.2	-0.31	0.271	0.458	64525
chr2	84486741	84487242	501	*	4.58	4.73	4.36	0.38	0.271	0.458	64529
chr17	43021788	43022289	501	*	7.4	7.51	7.25	0.26	0.271	0.458	64534
chr19	5804744	5805245	501	*	5.69	5.85	5.45	0.4	0.271	0.459	64555
chr14	93898519	93899020	501	*	4.94	4.74	5.15	-0.41	0.271	0.459	64558
chr3	141440334	141440835	501	*	4.55	4.37	4.76	-0.39	0.271	0.459	64563
chr21	45554522	45555023	501	*	6.8	6.92	6.64	0.27	0.271	0.459	64564
chr18	6990654	6991155	501	*	5.49	5.14	5.83	-0.7	0.271	0.459	64566
chr6	131199799	131200300	501	*	4.67	4.82	4.47	0.35	0.271	0.459	64572
chr19	49498450	49498951	501	*	4.99	5.13	4.79	0.35	0.271	0.459	64574
chr9	5435751	5436252	501	*	4.66	4.4	4.94	-0.54	0.271	0.459	64582
