anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr1	3610000	3630000	23	chr1	3625165	3625666	7	6.62	0.38	0.233	0.417
chr1	202300000	202350000	1271	chr1	202348633	202349134	7.5	7.24	0.26	0.233	0.417
chr17	49550000	49590000	15183	chr17	49556084	49556585	6.18	5.84	0.34	0.233	0.418
chr5	95820000	95880000	5645	chr5	95878446	95878947	5.28	4.79	0.48	0.233	0.418
chr1	203690000	203720000	1288	chr1	203690896	203691397	4.65	4.14	0.51	0.233	0.418
chr9	131350000	131370000	9848	chr9	131361143	131362124	5.54	5.19	0.35	0.233	0.418
chr22	45250000	45290000	17238	chr22	45268940	45269441	6.63	6.35	0.28	0.233	0.418
chr18	67490000	67530000	15837	chr18	67516157	67516658	7.49	7.22	0.27	0.233	0.418
chr1	117740000	117770000	855	chr1	117753961	117754462	5	5.32	-0.33	0.234	0.418
chr22	35570000	35650000	17143	chr22	35638382	35638883	5.46	5.1	0.36	0.234	0.418
chr9	133980000	134010000	9873	chr9	133992945	133993446	7.68	7.42	0.26	0.234	0.418
chr3	64520000	64550000	3533	chr3	64533690	64534191	5.38	5.69	-0.31	0.234	0.418
chr10	32350000	32370000	10163	chr10	32350240	32350741	4.38	4.84	-0.46	0.234	0.418
chr5	149970000	150000000	5961	chr5	149990330	149990831	4.69	5.04	-0.35	0.234	0.418
chr1	112870000	112890000	815	chr1	112879549	112880050	4.42	4.87	-0.44	0.234	0.418
chr8	80570000	80650000	8808	chr8	80607007	80607508	4.23	4.74	-0.51	0.234	0.418
chr6	16500000	16520000	6326	chr6	16512563	16513064	4.81	4.33	0.48	0.234	0.418
chr16	53050000	53060000	14575	chr16	53052901	53053402	5.35	4.96	0.39	0.234	0.419
chr1	229220000	229280000	1486	chr1	229221083	229221584	6.88	7.16	-0.28	0.234	0.419
chr22	18050000	18100000	16995	chr22	18056043	18056544	7.15	7.39	-0.24	0.234	0.419
chr17	2230000	2290000	14812	chr17	2263807	2264308	5.26	4.87	0.39	0.234	0.419
chr1	47510000	47540000	436	chr1	47533131	47533632	5.69	5.3	0.39	0.234	0.419
chr9	81830000	81860000	9435	chr9	81847899	81848400	5.43	5.75	-0.32	0.234	0.419
chr2	239370000	239400000	3059	chr2	239394600	239395101	5.43	5	0.43	0.234	0.419
chr9	69180000	69200000	9355	chr9	69187489	69187990	5.27	4.79	0.49	0.234	0.419
chr8	100140000	100190000	8899	chr8	100145563	100146064	7.08	6.77	0.31	0.234	0.419
chr16	11690000	11740000	14356	chr16	11705171	11705672	4.55	4.93	-0.38	0.234	0.419
chr7	134620000	134710000	8204	chr7	134703151	134703652	5.85	5.49	0.36	0.234	0.419
chr7	77750000	77770000	7838	chr7	77760527	77761028	3.87	4.4	-0.53	0.235	0.419
chr9	69180000	69200000	9355	chr9	69192638	69193139	4.66	5.02	-0.36	0.235	0.419
chr8	58800000	58830000	8692	chr8	58800403	58800904	4.56	4.06	0.5	0.235	0.419
chr3	11800000	11840000	3142	chr3	11805021	11805522	5.97	6.3	-0.33	0.235	0.419
chr7	134940000	135000000	8207	chr7	134986588	134987089	7.94	7.75	0.2	0.235	0.419
chr1	229220000	229280000	1486	chr1	229252895	229253396	4.8	4.37	0.43	0.235	0.419
chr15	71400000	71470000	14053	chr15	71422772	71423273	5.5	5.1	0.4	0.235	0.419
chr15	76170000	76210000	14090	chr15	76196939	76197440	5.87	5.53	0.34	0.235	0.42
chr5	138620000	138660000	5858	chr5	138641508	138642009	4.87	4.43	0.43	0.235	0.42
chr11	122830000	122890000	11710	chr11	122861439	122862427	5.44	5.78	-0.34	0.235	0.42
chr10	104100000	104130000	10660	chr10	104121579	104122080	7.09	6.84	0.25	0.235	0.42
chr1	147620000	147660000	878	chr1	147631751	147632252	5.11	5.5	-0.39	0.235	0.42
chr9	14410000	14450000	9232	chr9	14434884	14435385	4.02	4.61	-0.58	0.235	0.42
chr9	129590000	129630000	9830	chr9	129597382	129597883	7.58	7.3	0.28	0.235	0.42
chr3	189900000	189950000	4254	chr3	189946507	189947008	4.32	4.81	-0.49	0.235	0.42
chr6	28820000	28850000	6435	chr6	28825207	28825708	5.7	4.77	0.93	0.235	0.42
chr3	128070000	128100000	3843	chr3	128082597	128083098	4.12	4.61	-0.49	0.235	0.42
chr6	168140000	168190000	7291	chr6	168145761	168146262	4.91	4.5	0.41	0.235	0.42
chr5	148710000	148760000	5949	chr5	148741404	148741905	4.32	4.75	-0.43	0.236	0.42
chr17	76100000	76130000	15403	chr17	76102187	76102688	4.46	4.89	-0.44	0.236	0.42
chr16	57410000	57430000	14612	chr16	57409941	57410442	4.99	4.55	0.45	0.236	0.42
chr3	134270000	134320000	3898	chr3	134308632	134309133	5.46	5.13	0.33	0.236	0.42
chr18	62420000	62430000	15811	chr18	62420857	62421358	6.53	6.29	0.24	0.236	0.42
chr2	86060000	86170000	2189	chr2	86072260	86072761	5.71	5.34	0.37	0.236	0.42
chr14	95180000	95210000	13665	chr14	95198137	95198638	4.85	4.47	0.38	0.236	0.421
chr9	135960000	135980000	9883	chr9	135960677	135961178	7.64	7.33	0.31	0.236	0.421
chr15	45290000	45310000	13850	chr15	45307237	45307738	4.6	4.96	-0.36	0.236	0.421
chr18	7550000	7600000	15541	chr18	7561877	7562378	4.77	5.13	-0.36	0.236	0.421
chr5	151730000	151760000	5974	chr5	151756517	151757018	4.69	4.29	0.41	0.236	0.421
chrX	12940000	12990000	17330	chrX	12949693	12950194	5.36	5.02	0.34	0.236	0.421
chr3	195090000	195140000	4298	chr3	195132971	195133472	4.97	5.44	-0.47	0.236	0.421
chr2	20620000	20650000	1752	chr2	20630743	20631244	5.25	4.91	0.35	0.236	0.421
chr11	10640000	10670000	10942	chr11	10669321	10669822	5.4	5.08	0.32	0.236	0.421
chr5	173270000	173310000	6104	chr5	173304222	173304723	4.17	4.82	-0.65	0.236	0.421
chr8	140810000	140850000	9147	chr8	140831671	140832172	4.1	4.59	-0.49	0.236	0.421
chr3	182240000	182280000	4172	chr3	182259711	182260212	5.09	5.51	-0.42	0.236	0.421
chr1	176840000	176920000	1141	chr1	176854317	176854818	4.57	3.86	0.71	0.236	0.421
chr22	23520000	23580000	17027	chr22	23522268	23522769	6.9	6.61	0.29	0.237	0.421
chr1	23630000	23650000	215	chr1	23635061	23635562	6.48	6.18	0.31	0.237	0.421
chr17	73690000	73740000	15383	chr17	73711854	73712355	4.54	4.08	0.46	0.237	0.421
chr17	7140000	7190000	14856	chr17	7177546	7178047	6.23	6.53	-0.3	0.237	0.421
chrX	23770000	23800000	17385	chrX	23789734	23790235	4.55	4.02	0.53	0.237	0.421
chr1	243300000	243370000	1599	chr1	243354785	243355286	4.62	5.02	-0.4	0.237	0.421
chr12	3100000	3150000	11831	chr12	3149995	3150496	4.51	4.88	-0.37	0.237	0.421
chr1	95020000	95060000	734	chr1	95023092	95023593	5.27	4.91	0.36	0.237	0.421
chr1	15420000	15450000	131	chr1	15421212	15421713	5	5.36	-0.36	0.237	0.422
chr12	94520000	94560000	12422	chr12	94558407	94558908	3.73	4.3	-0.57	0.237	0.422
chr17	28890000	28930000	14998	chr17	28918795	28919296	4.98	4.56	0.43	0.237	0.422
chr16	84710000	84770000	14754	chr16	84730950	84731451	4.97	5.35	-0.38	0.237	0.422
chr9	113430000	113460000	9683	chr9	113454837	113455338	5.79	5.51	0.29	0.237	0.422
chr5	74020000	74060000	5527	chr5	74055847	74056348	5.5	5.16	0.34	0.237	0.422
chr20	43910000	43950000	16580	chr20	43937270	43937771	4.61	4.05	0.56	0.237	0.422
chr7	155790000	155830000	8311	chr7	155796704	155797205	6.22	5.87	0.35	0.237	0.422
chr1	226890000	226930000	1472	chr1	226895465	226895966	5.63	5.22	0.41	0.237	0.422
chr2	1740000	1770000	1637	chr2	1739723	1740224	5.96	5.65	0.31	0.238	0.422
chr10	122280000	122320000	10778	chr10	122298905	122299406	5.51	5.13	0.38	0.238	0.422
chr16	21540000	21580000	14412	chr16	21557958	21558459	4.78	4.21	0.58	0.238	0.422
chr6	49830000	49860000	6608	chr6	49856010	49856511	3.6	2.62	0.99	0.238	0.422
chr1	48200000	48230000	443	chr1	48227720	48228221	4.76	4.38	0.38	0.238	0.423
chr1	107520000	107550000	769	chr1	107529763	107530264	5.31	4.88	0.42	0.238	0.423
chr2	11810000	11870000	1700	chr2	11829743	11830244	6.41	6.14	0.27	0.238	0.423
chr2	234100000	234150000	3004	chr2	234102418	234102919	4.68	4.19	0.49	0.238	0.423
chr1	239390000	239420000	1575	chr1	239411042	239411543	4.84	4.37	0.47	0.238	0.423
chr4	1340000	1380000	4323	chr4	1351600	1352101	5.93	5.62	0.31	0.238	0.423
chr16	69370000	69410000	14663	chr16	69402438	69402939	5.09	5.47	-0.38	0.238	0.423
chr15	45430000	45470000	13852	chr15	45435187	45435688	4.82	5.22	-0.4	0.238	0.423
chr14	60720000	60750000	13398	chr14	60723429	60723930	7.81	7.58	0.23	0.238	0.423
chr11	57320000	57360000	11249	chr11	57323907	57324408	8.03	7.83	0.21	0.238	0.423
chr8	73290000	73320000	8774	chr8	73293767	73294268	7.74	7.53	0.21	0.238	0.423
chr4	123640000	123670000	4881	chr4	123651101	123651602	4.38	4.78	-0.4	0.238	0.423
chr8	94800000	94850000	8855	chr8	94823212	94823713	7.81	7.56	0.24	0.238	0.423
chr5	151640000	151670000	5973	chr5	151669511	151670012	4.97	4.6	0.37	0.238	0.423
chr6	42520000	42560000	6549	chr6	42547449	42547950	6.54	6.28	0.27	0.239	0.423
chr2	121700000	121730000	2357	chr2	121699927	121700428	5.16	4.79	0.38	0.239	0.423
chr2	38250000	38290000	1853	chr2	38274218	38274719	4.15	4.66	-0.51	0.239	0.424
chr14	32230000	32270000	13239	chr14	32256963	32257464	4.62	4.18	0.45	0.239	0.424
chr11	73380000	73410000	11404	chr11	73386423	73386924	4.98	4.5	0.47	0.239	0.424
chr9	127710000	127770000	9818	chr9	127734925	127735426	7.31	7	0.3	0.239	0.424
chr12	56980000	57020000	12216	chr12	56988270	56988771	4.7	5.06	-0.35	0.239	0.424
chr2	45970000	46030000	1907	chr2	46002166	46002667	4.59	5.01	-0.41	0.239	0.424
chr14	53290000	53320000	13342	chr14	53306320	53306821	4.96	5.33	-0.36	0.239	0.424
chr17	29760000	29840000	15008	chr17	29785781	29786282	5.68	5.31	0.38	0.239	0.424
chr7	2330000	2360000	7325	chr7	2354052	2354553	8	7.81	0.18	0.239	0.424
chr7	157230000	157260000	8326	chr7	157254376	157254877	5.71	5.23	0.49	0.24	0.425
chr1	173190000	173230000	1120	chr1	173190228	173190729	5.82	5.43	0.39	0.24	0.425
chr20	4940000	4960000	16287	chr20	4946975	4947476	4.6	4.11	0.49	0.24	0.425
chr3	143890000	143930000	3973	chr3	143897794	143898295	5.09	5.43	-0.34	0.24	0.425
chr6	168140000	168190000	7291	chr6	168171132	168171633	5.35	5.71	-0.36	0.24	0.425
chr5	74670000	74680000	5536	chr5	74673112	74673613	4.56	4.93	-0.37	0.24	0.425
chr1	63750000	63790000	574	chr1	63776095	63776596	5	4.67	0.34	0.24	0.425
chr19	47430000	47450000	16196	chr19	47429966	47430467	6.22	5.84	0.38	0.24	0.425
chr12	55730000	55770000	12205	chr12	55760647	55761148	4.51	4.08	0.42	0.24	0.425
chr8	66170000	66190000	8736	chr8	66176959	66177460	5.24	5.57	-0.32	0.24	0.425
chr5	76540000	76560000	5550	chr5	76556633	76557134	5.44	5.74	-0.3	0.24	0.425
chrX	12940000	12990000	17330	chrX	12984678	12985179	5.28	5.65	-0.37	0.24	0.425
chr7	80760000	80820000	7862	chr7	80766579	80767080	5.31	5.67	-0.36	0.24	0.425
chr2	46960000	47000000	1918	chr2	46966899	46967400	3.9	3.12	0.77	0.24	0.425
chr15	89160000	89210000	14181	chr15	89206901	89207402	5.03	5.37	-0.34	0.24	0.425
chr16	86500000	86530000	14766	chr16	86517059	86517560	5.82	5.48	0.34	0.24	0.426
chr2	172920000	172950000	2581	chr2	172944324	172944825	5.5	6.27	-0.77	0.24	0.426
chr14	61700000	61750000	13410	chr14	61719481	61719982	4.38	4.85	-0.46	0.24	0.426
chr4	38170000	38200000	4483	chr4	38182438	38182939	5.18	4.76	0.42	0.241	0.426
chr8	18900000	18930000	8437	chr8	18913444	18913945	5.36	5.71	-0.36	0.241	0.426
chr14	75110000	75150000	13542	chr14	75132570	75133071	5.17	5.55	-0.38	0.241	0.426
chr2	39210000	39240000	1862	chr2	39229979	39230480	4.02	4.49	-0.47	0.241	0.426
chr6	168870000	168900000	7299	chr6	168893684	168894185	4.21	4.64	-0.43	0.241	0.426
chr9	76800000	76820000	9413	chr9	76806906	76807407	4.3	4.72	-0.41	0.241	0.426
chr5	68230000	68270000	5489	chr5	68265085	68265586	5.65	5.29	0.36	0.241	0.426
chr1	92850000	92870000	717	chr1	92850979	92851480	4.68	5.07	-0.39	0.241	0.426
chr6	27760000	27840000	6428	chr6	27835053	27835554	4.28	4.71	-0.43	0.241	0.426
chr20	41320000	41350000	16549	chr20	41344454	41344955	5.71	5.38	0.33	0.241	0.426
chr2	100220000	100280000	2231	chr2	100273017	100273518	4.32	4.74	-0.41	0.241	0.426
chr1	234470000	234530000	1534	chr1	234524812	234525313	6.23	6.5	-0.26	0.241	0.426
chr2	230590000	230640000	2973	chr2	230630996	230631497	5.38	5.74	-0.36	0.241	0.426
chr6	75280000	75300000	6754	chr6	75284344	75284845	7.69	7.47	0.22	0.241	0.426
chr8	22680000	22720000	8477	chr8	22681113	22681614	4.96	5.31	-0.35	0.241	0.426
chr7	130880000	130910000	8183	chr7	130886450	130886951	4.96	3.99	0.96	0.241	0.427
chr11	43870000	43910000	11183	chr11	43880672	43881173	7.27	7.05	0.21	0.241	0.427
chr18	280000	310000	15476	chr18	290955	291456	3.82	4.37	-0.55	0.242	0.427
chr5	173960000	174000000	6110	chr5	173969658	173970159	5.07	4.69	0.37	0.242	0.427
chr11	130840000	130900000	11777	chr11	130892623	130893124	4.18	4.6	-0.42	0.242	0.427
chr10	125020000	125070000	10799	chr10	125067757	125068258	4.94	5.31	-0.37	0.242	0.427
chr5	149060000	149150000	5952	chr5	149125464	149125965	6.16	6.48	-0.31	0.242	0.427
chr11	72100000	72150000	11388	chr11	72112094	72112595	7.55	7.32	0.23	0.242	0.427
chr18	8980000	9010000	15556	chr18	8990363	8990864	5.46	5.81	-0.35	0.242	0.428
chr6	24840000	24870000	6404	chr6	24855666	24856167	5.59	5.13	0.46	0.242	0.428
chr1	38550000	38590000	355	chr1	38571294	38571795	4.81	4.37	0.44	0.242	0.428
chr18	9960000	9990000	15569	chr18	9989377	9989878	4.62	4.04	0.58	0.242	0.428
chr22	38040000	38110000	17174	chr22	38052532	38053033	6.37	6.04	0.33	0.242	0.428
chr6	139210000	139240000	7093	chr6	139230234	139230735	4.36	4.8	-0.43	0.242	0.428
chr17	31830000	31870000	15033	chr17	31856650	31857151	4.47	4.88	-0.41	0.242	0.428
chr3	156490000	156560000	4067	chr3	156548180	156548681	4.85	5.25	-0.4	0.243	0.428
chr13	28800000	28820000	12790	chr13	28819376	28819877	4.76	3.58	1.18	0.243	0.428
chr1	152000000	152030000	913	chr1	152001362	152001863	5.37	5.71	-0.33	0.243	0.428
chr16	86500000	86530000	14766	chr16	86500432	86500933	5.04	4.54	0.5	0.243	0.429
chr6	149010000	149090000	7169	chr6	149011385	149011886	3.83	3.2	0.63	0.243	0.429
chr6	137690000	137730000	7078	chr6	137709843	137710344	4.72	4.31	0.41	0.243	0.429
chr11	4810000	4830000	10889	chr11	4820408	4820909	3.59	4.29	-0.7	0.244	0.429
chr18	62560000	62610000	15813	chr18	62596341	62596842	5.2	4.81	0.39	0.244	0.429
chr22	42630000	42660000	17218	chr22	42650898	42651399	4.84	4.49	0.35	0.244	0.429
chr7	111740000	111770000	8077	chr7	111749888	111750389	4.35	4.82	-0.47	0.244	0.43
chr4	38660000	38740000	4486	chr4	38690978	38691479	5.07	4.69	0.38	0.244	0.43
chr2	48290000	48330000	1929	chr2	48325828	48326329	3.81	4.32	-0.51	0.244	0.43
chr1	225460000	225500000	1455	chr1	225475033	225475534	6.12	5.82	0.3	0.244	0.43
chr1	182140000	182150000	1186	chr1	182148082	182148583	5.06	4.7	0.37	0.244	0.43
chr1	146000000	146030000	872	chr1	146007075	146007576	5.51	5.2	0.31	0.244	0.43
chr21	33430000	33460000	16871	chr21	33431552	33432053	4.67	4.25	0.42	0.244	0.43
chr1	53170000	53200000	486	chr1	53182671	53183172	4.51	4.93	-0.41	0.244	0.43
chr5	56830000	56860000	5380	chr5	56858694	56859195	4.01	4.45	-0.45	0.244	0.43
chr1	47170000	47200000	432	chr1	47192589	47193090	5.66	5.97	-0.31	0.244	0.43
chr1	67520000	67560000	603	chr1	67536459	67536960	4.29	3.78	0.52	0.244	0.43
chr1	59680000	59780000	542	chr1	59738375	59738876	5.3	5.68	-0.38	0.244	0.43
chr20	49210000	49220000	16643	chr20	49216810	49217311	5.05	5.42	-0.37	0.244	0.43
chr15	98850000	98890000	14253	chr15	98874563	98875064	5.3	4.98	0.31	0.244	0.43
chr12	122940000	123030000	12682	chr12	122974736	122975237	7.58	7.36	0.22	0.245	0.43
chr3	64470000	64490000	3532	chr3	64489408	64489909	5.88	6.27	-0.39	0.245	0.43
chr7	71240000	71290000	7794	chr7	71251495	71251996	5.44	5.76	-0.31	0.245	0.431
chr12	93380000	93410000	12407	chr12	93390643	93391144	5.91	6.18	-0.27	0.245	0.431
chr13	110210000	110240000	13137	chr13	110231504	110232005	4.84	4.33	0.51	0.245	0.431
chr20	50570000	50600000	16659	chr20	50576103	50576604	4.76	5.08	-0.32	0.245	0.431
chr13	24010000	24050000	12766	chr13	24038868	24039369	4.9	5.27	-0.37	0.245	0.431
chr10	79180000	79220000	10493	chr10	79184709	79185210	4.86	4.43	0.43	0.245	0.431
chr1	50710000	50740000	463	chr1	50722276	50722777	3.77	4.28	-0.51	0.245	0.431
chr11	69870000	69930000	11370	chr11	69915607	69916108	6.24	5.97	0.27	0.245	0.431
chr7	36110000	36170000	7549	chr7	36116366	36116867	4.9	4.52	0.37	0.245	0.431
chr8	134850000	134890000	9120	chr8	134867039	134867540	5.22	5.59	-0.37	0.246	0.431
chr1	179800000	179820000	1166	chr1	179814781	179815282	6.06	5.74	0.32	0.246	0.431
chr20	40670000	40760000	16544	chr20	40673624	40674125	4.36	4.77	-0.4	0.246	0.431
chr1	19470000	19500000	173	chr1	19484742	19485243	8.29	8.07	0.22	0.246	0.432
chr11	93630000	93660000	11523	chr11	93648180	93648681	4.72	4.29	0.43	0.246	0.432
chr15	37090000	37140000	13810	chr15	37104243	37104744	5.27	4.92	0.35	0.246	0.432
chr6	2610000	2650000	6178	chr6	2624739	2625576	5.2	4.84	0.36	0.246	0.432
chr3	129620000	129660000	3857	chr3	129626840	129627341	7.38	7.12	0.26	0.246	0.432
chr2	106550000	106590000	2274	chr2	106575765	106576266	6.99	7.24	-0.25	0.246	0.432
chr11	96020000	96070000	11542	chr11	96057481	96057982	4.45	4.88	-0.43	0.246	0.432
chr3	197490000	197520000	4317	chr3	197509856	197510357	6.51	6.22	0.29	0.246	0.432
chr12	121480000	121560000	12670	chr12	121552688	121553189	4.54	4.11	0.43	0.246	0.432
chr9	98830000	98870000	9571	chr9	98852480	98852981	5.49	5.1	0.38	0.246	0.432
chr13	50070000	50130000	12976	chr13	50121423	50121924	4.51	4.08	0.43	0.246	0.432
chr1	223130000	223180000	1438	chr1	223142839	223143340	7.22	6.99	0.23	0.246	0.432
chr2	216650000	216720000	2838	chr2	216710747	216711248	4.76	4.36	0.4	0.246	0.432
chr9	90970000	91060000	9500	chr9	90998599	90999100	5.7	5.33	0.37	0.246	0.432
chr1	110450000	110500000	789	chr1	110477520	110478021	5.13	5.56	-0.43	0.246	0.432
chr7	25380000	25410000	7473	chr7	25390491	25390992	4.67	4.12	0.55	0.246	0.432
chr15	81390000	81420000	14132	chr15	81399480	81399981	4.34	4.77	-0.43	0.246	0.432
chr15	71750000	71780000	14057	chr15	71754028	71754529	4.39	4.89	-0.5	0.246	0.433
chr20	25280000	25300000	16437	chr20	25286479	25286980	4.48	5.02	-0.54	0.247	0.433
chr14	77050000	77080000	13555	chr14	77070239	77070740	6.59	6.33	0.26	0.247	0.433
chr3	39190000	39210000	3299	chr3	39190190	39190691	5.8	5.53	0.27	0.247	0.433
chr2	10100000	10160000	1686	chr2	10142546	10143047	4.82	4.26	0.55	0.247	0.433
chr12	94070000	94110000	12418	chr12	94091113	94091614	4.58	5.04	-0.47	0.247	0.433
chr1	20150000	20170000	180	chr1	20166247	20166748	5.43	5.09	0.34	0.247	0.433
chr10	86350000	86380000	10527	chr10	86362820	86363321	5.25	4.83	0.41	0.247	0.433
chr1	2190000	2220000	8	chr1	2204359	2204860	6.86	6.57	0.29	0.247	0.433
chr4	168890000	169040000	5060	chr4	169032353	169032854	5.57	5.93	-0.36	0.247	0.433
chr7	30550000	30580000	7518	chr7	30550725	30551226	6.94	7.18	-0.23	0.247	0.433
chr2	19330000	19390000	1744	chr2	19362321	19362822	6.07	6.34	-0.27	0.247	0.433
chr7	29390000	29420000	7509	chr7	29411464	29411965	4.63	5.06	-0.43	0.247	0.433
chr10	75200000	75250000	10460	chr10	75235209	75235710	7.36	7.05	0.31	0.247	0.433
chr2	74690000	74710000	2112	chr2	74692226	74692727	4.85	4.26	0.59	0.247	0.433
chr8	47490000	47530000	8621	chr8	47512151	47512652	6.87	7.1	-0.24	0.247	0.433
chr2	178110000	178140000	2626	chr2	178112474	178112975	7.6	7.36	0.23	0.247	0.433
chr15	89160000	89210000	14181	chr15	89164334	89164835	4.98	5.36	-0.37	0.247	0.433
chr7	130880000	130910000	8183	chr7	130901602	130902103	6.15	5.8	0.35	0.247	0.433
chr17	29580000	29670000	15007	chr17	29622402	29622903	6.93	6.63	0.3	0.247	0.433
chr5	173270000	173310000	6104	chr5	173302514	173303015	4.46	4	0.46	0.247	0.433
chr8	40180000	40210000	8593	chr8	40200558	40201059	4.25	4.63	-0.39	0.247	0.433
chr14	90680000	90710000	13624	chr14	90682337	90682838	4.55	5.06	-0.51	0.247	0.433
chr9	134160000	134190000	9874	chr9	134164768	134165269	7.22	6.98	0.24	0.247	0.433
chrX	47500000	47530000	17435	chrX	47523612	47524113	6.76	6.49	0.28	0.247	0.433
chr3	149110000	149130000	3997	chr3	149129606	149130107	7.48	7.25	0.23	0.247	0.433
chr9	107400000	107440000	9630	chr9	107425181	107425682	6.62	6.85	-0.23	0.247	0.433
chr1	66220000	66270000	592	chr1	66265950	66266451	5.6	5.24	0.36	0.247	0.433
chr14	91280000	91300000	13631	chr14	91291134	91291635	6.78	7.03	-0.24	0.247	0.433
chr10	62010000	62060000	10377	chr10	62025315	62025816	4.39	4.81	-0.42	0.247	0.433
chr15	66760000	66790000	14008	chr15	66766913	66767414	4.35	4.83	-0.48	0.247	0.433
chr8	117030000	117050000	9001	chr8	117044378	117044879	4.7	5.07	-0.37	0.247	0.433
chr9	127580000	127610000	9817	chr9	127608115	127608616	6.23	5.89	0.34	0.247	0.433
chr2	170800000	170830000	2564	chr2	170816866	170817367	6.49	6.12	0.37	0.247	0.433
chr15	39570000	39600000	13822	chr15	39575376	39575877	6.52	6.27	0.24	0.248	0.434
chr2	222880000	222930000	2896	chr2	222898363	222898864	4.48	3.91	0.57	0.248	0.434
chr12	123270000	123320000	12685	chr12	123271070	123271571	7.28	6.44	0.84	0.248	0.434
chr10	42740000	42780000	10213	chr10	42769906	42770407	5.41	6.24	-0.84	0.248	0.434
chr21	41760000	41840000	16944	chr21	41802482	41802983	5.48	5.85	-0.37	0.248	0.434
chr2	19840000	19880000	1746	chr2	19874886	19875387	4.77	5.12	-0.35	0.248	0.434
chr15	55200000	55220000	13901	chr15	55217178	55217679	4.28	4.69	-0.41	0.248	0.434
chr15	42700000	42730000	13839	chr15	42706455	42706956	3.81	4.27	-0.46	0.248	0.434
chr18	13520000	13550000	15600	chr18	13533854	13534355	4.5	3.97	0.53	0.248	0.434
chr10	112300000	112330000	10688	chr10	112328500	112329001	4.77	4.28	0.49	0.248	0.434
chr9	90970000	91060000	9500	chr9	91043292	91043793	4.97	4.55	0.43	0.248	0.434
chr13	95280000	95300000	13062	chr13	95292597	95293098	5.31	5.67	-0.36	0.248	0.434
chr1	116320000	116390000	840	chr1	116332487	116332988	5.17	4.84	0.33	0.248	0.434
chr6	125780000	125800000	6975	chr6	125780561	125781062	7.43	7.23	0.2	0.248	0.434
chr6	138970000	139010000	7090	chr6	138971752	138972253	4.24	4.69	-0.45	0.248	0.435
