chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr11	66052212	66052713	501	*	7.24	7.34	7.1	0.24	0.246	0.432	62211
chr12	121552688	121553189	501	*	4.36	4.54	4.11	0.43	0.246	0.432	62217
chr9	98852480	98852981	501	*	5.33	5.49	5.1	0.38	0.246	0.432	62224
chr10	100744749	100745250	501	*	5.09	5.26	4.86	0.39	0.246	0.432	62225
chr12	40106964	40107465	501	*	4.47	4.28	4.69	-0.41	0.246	0.432	62226
chr13	50121423	50121924	501	*	4.34	4.51	4.08	0.43	0.246	0.432	62229
chr1	223142839	223143340	501	*	7.12	7.22	6.99	0.23	0.246	0.432	62233
chr19	38869776	38870277	501	*	6.77	6.91	6.59	0.32	0.246	0.432	62234
chr8	56210331	56210832	501	*	5.69	5.54	5.85	-0.31	0.246	0.432	62241
chrX	11346313	11346814	501	*	4.31	4.08	4.55	-0.47	0.246	0.432	62242
chr2	216710747	216711248	501	*	4.6	4.76	4.36	0.4	0.246	0.432	62245
chr9	90998599	90999100	501	*	5.55	5.7	5.33	0.37	0.246	0.432	62246
chr1	110477520	110478021	501	*	5.34	5.13	5.56	-0.43	0.246	0.432	62247
chr7	25390491	25390992	501	*	4.45	4.67	4.12	0.55	0.246	0.432	62249
chr15	81399480	81399981	501	*	4.54	4.34	4.77	-0.43	0.246	0.432	62255
chr2	216111062	216111563	501	*	4.73	4.55	4.93	-0.38	0.246	0.433	62260
chr15	71754028	71754529	501	*	4.63	4.39	4.89	-0.5	0.246	0.433	62261
chr20	25286479	25286980	501	*	4.75	4.48	5.02	-0.54	0.247	0.433	62264
chr14	77070239	77070740	501	*	6.48	6.59	6.33	0.26	0.247	0.433	62266
chr3	39190190	39190691	501	*	5.69	5.8	5.53	0.27	0.247	0.433	62270
chr2	10142546	10143047	501	*	4.59	4.82	4.26	0.55	0.247	0.433	62276
chr12	94091113	94091614	501	*	4.8	4.58	5.04	-0.47	0.247	0.433	62280
chr1	20166247	20166748	501	*	5.29	5.43	5.09	0.34	0.247	0.433	62281
chr10	86362820	86363321	501	*	5.08	5.25	4.83	0.41	0.247	0.433	62282
chr1	2204359	2204860	501	*	6.74	6.86	6.57	0.29	0.247	0.433	62283
chr2	200406466	200406967	501	*	5.75	6.01	5.34	0.66	0.247	0.433	62285
chr11	85682486	85682987	501	*	7	7.14	6.8	0.34	0.247	0.433	62286
chr4	169032353	169032854	501	*	5.74	5.57	5.93	-0.36	0.247	0.433	62292
chr4	186593388	186593889	501	*	5.62	5.47	5.78	-0.3	0.247	0.433	62293
chr7	30550725	30551226	501	*	7.05	6.94	7.18	-0.23	0.247	0.433	62296
chr2	19362321	19362822	501	*	6.19	6.07	6.34	-0.27	0.247	0.433	62297
chr7	29411464	29411965	501	*	4.83	4.63	5.06	-0.43	0.247	0.433	62298
chr10	75235209	75235710	501	*	7.23	7.36	7.05	0.31	0.247	0.433	62299
chr12	96420921	96421422	501	*	5.17	5.32	4.97	0.35	0.247	0.433	62305
chr2	74692226	74692727	501	*	4.61	4.85	4.26	0.59	0.247	0.433	62309
chr8	47512151	47512652	501	*	6.98	6.87	7.1	-0.24	0.247	0.433	62310
chr2	178112474	178112975	501	*	7.5	7.6	7.36	0.23	0.247	0.433	62311
chr15	89164334	89164835	501	*	5.16	4.98	5.36	-0.37	0.247	0.433	62313
chr11	77039383	77039884	501	*	5.38	5.54	5.17	0.37	0.247	0.433	62315
chr7	130901602	130902103	501	*	6	6.15	5.8	0.35	0.247	0.433	62316
chr17	29622402	29622903	501	*	6.8	6.93	6.63	0.3	0.247	0.433	62317
chr5	173302514	173303015	501	*	4.28	4.46	4	0.46	0.247	0.433	62318
chr8	40200558	40201059	501	*	4.43	4.25	4.63	-0.39	0.247	0.433	62323
chr1	8040322	8040823	501	*	5.61	5.74	5.44	0.29	0.247	0.433	62324
chr14	90682337	90682838	501	*	4.8	4.55	5.06	-0.51	0.247	0.433	62329
chr9	134164768	134165269	501	*	7.12	7.22	6.98	0.24	0.247	0.433	62330
chrX	47523612	47524113	501	*	6.65	6.76	6.49	0.28	0.247	0.433	62336
chr3	149129606	149130107	501	*	7.38	7.48	7.25	0.23	0.247	0.433	62338
chr10	88222774	88223275	501	*	5.17	4.98	5.38	-0.41	0.247	0.433	62342
chr9	107425181	107425682	501	*	6.73	6.62	6.85	-0.23	0.247	0.433	62344
chr1	66265950	66266451	501	*	5.45	5.6	5.24	0.36	0.247	0.433	62348
chr12	67441179	67441680	501	*	4.25	4.45	3.95	0.5	0.247	0.433	62350
chr14	91291134	91291635	501	*	6.9	6.78	7.03	-0.24	0.247	0.433	62354
chr10	62025315	62025816	501	*	4.59	4.39	4.81	-0.42	0.247	0.433	62356
chr6	21987126	21987627	501	*	6.16	6.01	6.33	-0.33	0.247	0.433	62361
chr15	66766913	66767414	501	*	4.58	4.35	4.83	-0.48	0.247	0.433	62362
chr8	117044378	117044879	501	*	4.88	4.7	5.07	-0.37	0.247	0.433	62364
chr20	43134386	43134887	501	*	4.61	4.4	4.85	-0.45	0.247	0.433	62366
chr9	127608115	127608616	501	*	6.09	6.23	5.89	0.34	0.247	0.433	62368
chr1	55467969	55468470	501	*	4.81	4.96	4.59	0.37	0.247	0.433	62370
chr17	50977569	50978070	501	*	5.71	5.55	5.88	-0.34	0.247	0.433	62373
chr1	244319878	244320379	501	*	4.94	5.11	4.7	0.41	0.247	0.433	62374
chr2	170816866	170817367	501	*	6.34	6.49	6.12	0.37	0.247	0.433	62375
chr12	108588950	108589451	501	*	4.71	4.89	4.45	0.44	0.248	0.433	62377
chr20	38154169	38154670	501	*	4.84	5.01	4.61	0.4	0.248	0.434	62380
chr8	94797262	94797763	501	*	4.84	4.66	5.04	-0.38	0.248	0.434	62382
chr15	39575376	39575877	501	*	6.42	6.52	6.27	0.24	0.248	0.434	62383
chr2	222898363	222898864	501	*	4.25	4.48	3.91	0.57	0.248	0.434	62384
chr12	123271070	123271571	501	*	6.96	7.28	6.44	0.84	0.248	0.434	62387
chr10	42769906	42770407	501	*	5.84	5.41	6.24	-0.84	0.248	0.434	62389
chr1	227316888	227317389	501	*	4.51	4.32	4.72	-0.39	0.248	0.434	62390
chr21	41802482	41802983	501	*	5.66	5.48	5.85	-0.37	0.248	0.434	62396
chr1	17053614	17054115	501	*	7.25	7.36	7.11	0.25	0.248	0.434	62398
chr5	126843426	126843927	501	*	4.38	4.19	4.59	-0.4	0.248	0.434	62399
chr2	19874886	19875387	501	*	4.93	4.77	5.12	-0.35	0.248	0.434	62400
chr15	55217178	55217679	501	*	4.48	4.28	4.69	-0.41	0.248	0.434	62419
chr16	67411019	67411520	501	*	4.77	4.59	4.97	-0.38	0.248	0.434	62421
chr9	134341465	134341966	501	*	5.74	5.57	5.92	-0.35	0.248	0.434	62423
chr15	42706455	42706956	501	*	4.03	3.81	4.27	-0.46	0.248	0.434	62424
chr2	105546298	105546799	501	*	5.01	5.15	4.82	0.33	0.248	0.434	62425
chr8	42541596	42542097	501	*	7.59	7.72	7.42	0.3	0.248	0.434	62429
chr18	13533854	13534355	501	*	4.29	4.5	3.97	0.53	0.248	0.434	62430
chr10	112328500	112329001	501	*	4.57	4.77	4.28	0.49	0.248	0.434	62433
chr9	91043292	91043793	501	*	4.8	4.97	4.55	0.43	0.248	0.434	62434
chr13	95292597	95293098	501	*	5.48	5.31	5.67	-0.36	0.248	0.434	62435
chr1	116332487	116332988	501	*	5.03	5.17	4.84	0.33	0.248	0.434	62437
chr1	107141163	107141664	501	*	6.21	6.38	5.96	0.42	0.248	0.434	62440
chr4	4856538	4857039	501	*	6.39	6.55	6.17	0.38	0.248	0.434	62441
chr6	125780561	125781062	501	*	7.34	7.43	7.23	0.2	0.248	0.434	62444
chr6	138971752	138972253	501	*	4.46	4.24	4.69	-0.45	0.248	0.435	62446
chr7	100559388	100559889	501	*	5.01	4.78	5.26	-0.48	0.248	0.435	62451
chr9	134170852	134171353	501	*	5.01	5.15	4.81	0.35	0.248	0.435	62452
chr22	35020606	35021107	501	*	7.09	7.19	6.94	0.25	0.249	0.435	62460
chr8	95024758	95025259	501	*	7.39	7.5	7.24	0.26	0.249	0.435	62465
chr2	236971703	236972599	896	*	5.22	5.39	4.97	0.42	0.249	0.435	62466
chr2	85413655	85414156	501	*	6.33	6.46	6.14	0.31	0.249	0.435	62472
chr2	85733319	85733820	501	*	4.93	5.1	4.69	0.41	0.249	0.435	62473
chr20	51354591	51355092	501	*	4.62	4.79	4.37	0.43	0.249	0.435	62474
chr1	154337794	154338295	501	*	5.95	5.8	6.12	-0.32	0.249	0.435	62475
chr2	12983698	12984199	501	*	4.31	3.97	4.65	-0.68	0.249	0.435	62477
chr4	118763373	118763874	501	*	4.36	4.12	4.61	-0.49	0.249	0.435	62479
chr3	73502420	73502921	501	*	4.53	4.28	4.8	-0.52	0.249	0.435	62480
chr2	60352883	60353384	501	*	4.96	5.28	4.42	0.86	0.249	0.435	62483
chr14	75984031	75984532	501	*	5.5	5.37	5.66	-0.29	0.249	0.435	62486
chr12	52106277	52106778	501	*	4.21	3.98	4.45	-0.47	0.249	0.435	62495
chr2	24364939	24365440	501	*	5.6	5.73	5.41	0.32	0.249	0.435	62497
chr6	105488544	105489045	501	*	4.64	4.84	4.36	0.48	0.249	0.435	62507
chr1	180533965	180534466	501	*	4.57	4.73	4.34	0.39	0.249	0.435	62512
chr17	64739428	64739929	501	*	4.79	4.61	4.99	-0.39	0.249	0.436	62517
chr1	116323447	116323948	501	*	4.78	4.93	4.57	0.36	0.249	0.436	62519
chr15	42154769	42155270	501	*	5.07	4.87	5.29	-0.42	0.249	0.436	62525
chr22	43127203	43127704	501	*	5	5.17	4.77	0.4	0.249	0.436	62527
chr12	12028089	12028590	501	*	4.31	4.48	4.06	0.42	0.249	0.436	62531
chr8	89984252	89984753	501	*	7.55	7.63	7.43	0.2	0.249	0.436	62532
chr15	69074204	69074705	501	*	6.08	6.22	5.9	0.32	0.249	0.436	62541
chr13	109585175	109585676	501	*	4.97	5.13	4.75	0.38	0.25	0.436	62546
chr5	34490369	34490870	501	*	4.9	5.06	4.66	0.41	0.25	0.436	62552
chr11	62680584	62681085	501	*	5.38	5.24	5.53	-0.29	0.25	0.436	62557
chr8	100944436	100944937	501	*	4.68	4.49	4.9	-0.4	0.25	0.436	62558
chr1	155250393	155250894	501	*	5.53	5.68	5.3	0.38	0.25	0.436	62559
chr2	96507917	96508418	501	*	6.56	6.68	6.41	0.27	0.25	0.436	62564
chr7	71271679	71272180	501	*	5.01	5.18	4.75	0.43	0.25	0.436	62567
chr2	24854560	24855061	501	*	4.78	4.96	4.54	0.42	0.25	0.436	62581
chr6	33761775	33762276	501	*	6.61	6.73	6.44	0.29	0.25	0.436	62584
chr9	88391634	88392135	501	*	5.04	4.87	5.22	-0.35	0.25	0.436	62585
chr11	95079711	95080212	501	*	5.38	5.18	5.61	-0.43	0.25	0.436	62592
chr12	50166867	50167368	501	*	7.74	7.85	7.59	0.26	0.25	0.436	62594
chr3	56796383	56796884	501	*	4.83	5	4.58	0.42	0.25	0.436	62601
chr12	8681527	8682028	501	*	5.06	5.34	4.6	0.75	0.25	0.436	62604
chr7	55033461	55033962	501	*	4.51	4.29	4.75	-0.46	0.25	0.436	62611
chr14	92783448	92783949	501	*	6.06	5.94	6.2	-0.26	0.25	0.437	62614
chr1	19079685	19080186	501	*	6.47	6.57	6.34	0.24	0.25	0.437	62615
chr3	64550598	64551450	852	*	4.72	4.92	4.41	0.51	0.25	0.437	62620
chr15	45139210	45139711	501	*	4.81	5.02	4.49	0.53	0.25	0.437	62625
chr10	114551632	114552133	501	*	4.76	4.89	4.57	0.32	0.25	0.437	62627
chr15	31127973	31128474	501	*	4.7	4.47	4.94	-0.47	0.25	0.437	62629
chr12	115772654	115773155	501	*	3.95	3.61	4.28	-0.66	0.25	0.437	62636
chr13	113026323	113026824	501	*	5.07	5.39	4.54	0.85	0.251	0.437	62639
chr6	30720813	30721314	501	*	7.55	7.64	7.42	0.22	0.251	0.437	62642
chr12	117853797	117854298	501	*	4.99	5.14	4.77	0.37	0.251	0.437	62645
chr11	63634699	63635200	501	*	3.93	4.14	3.62	0.52	0.251	0.437	62646
chr16	19184862	19185363	501	*	4.48	4.66	4.22	0.43	0.251	0.437	62649
chr19	10950547	10951048	501	*	4.88	4.72	5.05	-0.33	0.251	0.437	62653
chr1	208235941	208236442	501	*	5.57	5.73	5.35	0.38	0.251	0.437	62657
chr3	172612802	172613303	501	*	4.6	4.38	4.84	-0.46	0.251	0.437	62662
chr17	1267895	1268396	501	*	7.5	7.6	7.37	0.23	0.251	0.437	62664
chr12	124435073	124435574	501	*	4.96	5.11	4.74	0.37	0.251	0.437	62668
chr1	116405458	116405959	501	*	4.77	4.58	4.97	-0.39	0.251	0.437	62669
chr9	113598970	113599471	501	*	4.51	4.67	4.3	0.37	0.251	0.437	62670
chr11	77375051	77375552	501	*	5.02	4.77	5.28	-0.51	0.251	0.437	62671
chr1	93178237	93178738	501	*	4.61	4.43	4.8	-0.38	0.251	0.438	62681
chr12	68358602	68359103	501	*	5.23	5.39	5	0.39	0.251	0.438	62682
chr9	91714363	91714864	501	*	5.67	5.93	5.27	0.66	0.251	0.438	62683
chr18	55406525	55407026	501	*	5.04	5.18	4.84	0.34	0.251	0.438	62685
chr3	141371855	141372356	501	*	4.23	3.97	4.5	-0.53	0.251	0.438	62686
chr18	70205602	70206103	501	*	7.06	7.15	6.93	0.22	0.251	0.438	62687
chr8	126874164	126874665	501	*	6.12	5.96	6.29	-0.33	0.251	0.438	62694
chr12	132600609	132601110	501	*	6.52	6.68	6.3	0.37	0.251	0.438	62705
chr11	45933133	45933634	501	*	6.09	5.91	6.29	-0.37	0.251	0.438	62707
chr1	54323271	54323772	501	*	5.71	5.83	5.54	0.29	0.251	0.438	62711
chr1	25551916	25552417	501	*	4.87	5.03	4.64	0.39	0.251	0.438	62712
chr11	73227506	73228007	501	*	4.71	4.52	4.92	-0.39	0.251	0.438	62718
chr9	129343325	129343826	501	*	4.79	4.97	4.53	0.44	0.251	0.438	62719
chr11	64141546	64142047	501	*	5.18	5.36	4.91	0.46	0.251	0.438	62723
chr8	25359907	25360408	501	*	5.47	5.34	5.62	-0.28	0.251	0.438	62728
chr9	113577457	113577958	501	*	5.04	5.2	4.82	0.38	0.252	0.438	62731
chr1	87684070	87684571	501	*	5.77	5.89	5.61	0.28	0.252	0.438	62733
chr22	29044301	29044802	501	*	4.33	4.51	4.07	0.44	0.252	0.438	62738
chr22	33921845	33922346	501	*	6.85	6.97	6.69	0.28	0.252	0.438	62740
chr9	120950746	120951247	501	*	4.52	4.7	4.27	0.43	0.252	0.438	62741
chr9	37784805	37785306	501	*	7.38	7.48	7.24	0.24	0.252	0.438	62744
chr10	3813071	3813572	501	*	4.7	4.5	4.91	-0.41	0.252	0.438	62746
chr5	147453419	147453920	501	*	7.04	7.15	6.89	0.26	0.252	0.438	62748
chr6	170225159	170225660	501	*	6.46	6.56	6.32	0.24	0.252	0.438	62749
chr12	3083628	3084129	501	*	5.12	4.96	5.29	-0.33	0.252	0.438	62752
chr10	102500532	102501033	501	*	4.46	4.26	4.67	-0.41	0.252	0.438	62754
chr5	177404458	177404959	501	*	7.28	7.39	7.13	0.26	0.252	0.438	62757
chr2	30503598	30504099	501	*	4.65	4.45	4.86	-0.4	0.252	0.438	62758
chr15	45614328	45614829	501	*	4.94	4.77	5.13	-0.36	0.252	0.438	62759
chr7	27155842	27156343	501	*	6.76	6.88	6.6	0.28	0.252	0.438	62760
chr17	72460421	72460922	501	*	4.59	4.37	4.81	-0.44	0.252	0.438	62761
chr6	138592968	138593469	501	*	4.8	4.97	4.55	0.42	0.252	0.438	62765
chr15	100883981	100884482	501	*	6.23	6.03	6.45	-0.43	0.252	0.438	62767
chr10	32351015	32351516	501	*	5.15	4.99	5.33	-0.34	0.252	0.438	62768
chr10	86366829	86367330	501	*	5.86	6.01	5.64	0.37	0.252	0.439	62773
chr5	173973148	173973649	501	*	7.1	7.19	6.97	0.22	0.252	0.439	62776
chr4	82272134	82272635	501	*	5.15	4.97	5.34	-0.37	0.252	0.439	62780
chr10	80699717	80700218	501	*	4.32	4.1	4.56	-0.47	0.252	0.439	62782
chr12	3654214	3654715	501	*	5.25	4.88	5.61	-0.73	0.252	0.439	62786
chr11	33376381	33376882	501	*	4.6	4.92	4.05	0.87	0.252	0.439	62787
chr22	24964478	24964979	501	*	4.54	4.69	4.32	0.37	0.252	0.439	62789
chr9	129110850	129111351	501	*	6.97	7.06	6.83	0.23	0.252	0.439	62791
chr13	110424532	110425033	501	*	4.34	4.52	4.08	0.44	0.252	0.439	62794
chr18	54119598	54120099	501	*	4.38	4.16	4.62	-0.46	0.252	0.439	62798
chr12	3117170	3117671	501	*	5.06	5.22	4.83	0.39	0.252	0.439	62803
chr21	33429580	33430081	501	*	5.89	6	5.74	0.26	0.252	0.439	62808
chr10	13994419	13994920	501	*	5.12	5.3	4.85	0.45	0.252	0.439	62809
chr2	121356175	121356676	501	*	6.22	6.08	6.37	-0.3	0.252	0.439	62817
chr1	224929642	224930143	501	*	7.27	7.37	7.14	0.24	0.253	0.439	62822
chr3	129161319	129161820	501	*	7.37	7.46	7.23	0.23	0.253	0.439	62823
chr7	44582168	44582669	501	*	7.32	7.42	7.19	0.23	0.253	0.439	62825
chr1	11784977	11785478	501	*	6.59	6.7	6.43	0.28	0.253	0.439	62830
chr6	53442641	53443142	501	*	4.62	4.41	4.84	-0.43	0.253	0.439	62834
chr17	79777452	79777953	501	*	6.45	6.59	6.26	0.34	0.253	0.439	62837
chr15	74958357	74958858	501	*	5.69	5.84	5.49	0.34	0.253	0.439	62839
chr10	63645270	63645771	501	*	4.48	4.68	4.2	0.48	0.253	0.439	62843
chr2	95330338	95330839	501	*	5.08	5.42	4.5	0.92	0.253	0.439	62844
chr3	72446483	72446984	501	*	7.36	7.46	7.22	0.24	0.253	0.439	62845
chr1	231528452	231528953	501	*	7.69	7.77	7.57	0.2	0.253	0.439	62849
chr6	31086912	31087413	501	*	4.92	5.06	4.72	0.34	0.253	0.439	62850
chr12	124320609	124321110	501	*	4.66	4.87	4.33	0.54	0.253	0.439	62852
chr2	64878958	64879459	501	*	4.58	4.4	4.77	-0.38	0.253	0.439	62853
chr20	49323502	49324484	982	*	5.49	5.64	5.28	0.35	0.253	0.439	62855
chr7	83264727	83265228	501	*	4.24	4.41	3.99	0.42	0.253	0.44	62860
chr1	20964592	20965093	501	*	5.27	5.41	5.08	0.33	0.253	0.44	62863
chr17	27805595	27806096	501	*	5.98	6.12	5.8	0.31	0.253	0.44	62865
chr16	27253361	27253862	501	*	5.23	5.37	5.04	0.33	0.253	0.44	62874
chr3	126679310	126679811	501	*	4.9	5.08	4.65	0.43	0.253	0.44	62882
chr5	74076377	74076878	501	*	6.56	6.42	6.72	-0.31	0.253	0.44	62885
chr17	35079914	35080415	501	*	3.82	3.46	4.17	-0.71	0.253	0.44	62886
chr20	11273159	11273660	501	*	4.69	4.87	4.42	0.45	0.253	0.44	62887
chr1	181142211	181142712	501	*	5.98	6.09	5.82	0.27	0.253	0.44	62888
chr12	101773882	101774383	501	*	4.2	4.44	3.83	0.61	0.253	0.44	62890
chr9	91681442	91681943	501	*	5.02	5.35	4.45	0.91	0.253	0.44	62895
chr11	116791382	116791883	501	*	5.33	5.48	5.13	0.35	0.253	0.44	62903
chr8	120124770	120125271	501	*	5.56	5.7	5.36	0.34	0.253	0.44	62913
chr14	94655918	94656419	501	*	4.64	4.79	4.44	0.35	0.253	0.44	62914
chr2	43405864	43406365	501	*	4.76	4.92	4.53	0.39	0.254	0.44	62917
chr6	24857813	24858314	501	*	4.58	4.81	4.23	0.58	0.254	0.44	62925
chr3	119677061	119677562	501	*	6.95	7.06	6.8	0.26	0.254	0.44	62926
chr15	100866705	100867206	501	*	4.67	4.48	4.87	-0.4	0.254	0.44	62931
chr1	16184116	16184617	501	*	5.01	5.19	4.74	0.46	0.254	0.44	62934
chr8	95006411	95006912	501	*	5.49	5.3	5.71	-0.41	0.254	0.441	62939
chr17	50830264	50830765	501	*	5.1	5.23	4.92	0.31	0.254	0.441	62940
chr12	1939621	1940122	501	*	5.82	5.7	5.96	-0.26	0.254	0.441	62944
chr2	44941660	44942161	501	*	5.53	5.67	5.33	0.34	0.254	0.441	62950
chr2	37862601	37863102	501	*	4.71	4.86	4.5	0.36	0.254	0.441	62954
chr10	113382070	113382571	501	*	4.98	5.13	4.75	0.38	0.254	0.441	62955
chr19	43526812	43527313	501	*	7.48	7.57	7.35	0.22	0.254	0.441	62956
chr20	4607382	4607883	501	*	4.52	4.69	4.27	0.42	0.254	0.441	62957
chr2	7031485	7031986	501	*	6.04	6.16	5.86	0.3	0.254	0.441	62960
chr10	96531479	96531980	501	*	4.16	3.93	4.41	-0.49	0.254	0.441	62963
chr1	8034202	8034703	501	*	4.45	4.63	4.18	0.45	0.254	0.441	62967
chr4	153574077	153574578	501	*	4.48	4.28	4.69	-0.41	0.254	0.441	62968
chr11	108225342	108225843	501	*	4.39	4.57	4.13	0.44	0.254	0.441	62969
chr2	133766499	133767000	501	*	5.26	5.44	5	0.44	0.254	0.441	62971
chr9	127740195	127740696	501	*	4.67	4.85	4.4	0.44	0.254	0.441	62972
chr6	11655715	11656216	501	*	5.56	5.43	5.71	-0.28	0.254	0.441	62978
chr6	149852204	149852705	501	*	5.65	5.78	5.46	0.33	0.254	0.441	62981
chr6	49526582	49527083	501	*	4.33	4.06	4.62	-0.56	0.254	0.441	62988
chr11	2156624	2157125	501	*	5.45	5.6	5.24	0.36	0.254	0.441	62989
chr18	7841372	7841873	501	*	4.13	3.85	4.42	-0.57	0.254	0.441	62990
chr9	126614226	126614727	501	*	5.26	5.54	4.79	0.76	0.254	0.441	62991
chr10	77711107	77711608	501	*	6.52	6.4	6.66	-0.26	0.254	0.441	62993
chr7	99229801	99230302	501	*	4.34	4.09	4.6	-0.52	0.254	0.441	62995
chr1	149931790	149932291	501	*	5.52	5.36	5.69	-0.33	0.254	0.441	62997
chr6	167804450	167804951	501	*	5.44	5.6	5.2	0.4	0.254	0.441	62999
chr17	40418107	40418608	501	*	6.09	6.2	5.95	0.25	0.254	0.441	63000
chr11	121523348	121523849	501	*	5.02	4.65	5.38	-0.73	0.255	0.441	63003
chr2	128608037	128608538	501	*	4.12	3.84	4.41	-0.57	0.255	0.441	63005
chr16	27364077	27364578	501	*	5.78	5.61	5.96	-0.35	0.255	0.441	63013
chr12	11885136	11885637	501	*	6.89	6.99	6.75	0.25	0.255	0.441	63015
chr2	25128920	25129776	856	*	5.15	5.29	4.96	0.33	0.255	0.441	63017
chr1	162874293	162874794	501	*	5.38	5.24	5.55	-0.31	0.255	0.441	63018
chr3	100073865	100074366	501	*	4.85	4.99	4.64	0.35	0.255	0.442	63026
chr5	149123269	149123770	501	*	5.08	5.25	4.84	0.41	0.255	0.442	63029
chr3	53347151	53347652	501	*	7.7	7.79	7.57	0.22	0.255	0.442	63031
chr14	50772154	50772655	501	*	4.37	4.54	4.12	0.42	0.255	0.442	63032
chr5	34498712	34499213	501	*	4.59	4.76	4.34	0.42	0.255	0.442	63034
chrX	39735763	39736264	501	*	6.57	6.68	6.42	0.26	0.255	0.442	63036
chr16	72925091	72925592	501	*	6.6	6.46	6.75	-0.29	0.255	0.442	63037
chrX	2614500	2615001	501	*	4.39	4.58	4.1	0.48	0.255	0.442	63038
chr5	72506954	72507455	501	*	4.77	4.92	4.57	0.35	0.255	0.442	63039
chr19	13078873	13079374	501	*	5.85	5.99	5.65	0.34	0.255	0.442	63046
chr6	37381737	37382238	501	*	4.24	3.98	4.51	-0.53	0.255	0.442	63047
chr6	168357151	168357652	501	*	2	1.46	2.48	-1.02	0.255	0.442	63049
chr3	73606780	73607281	501	*	4.62	4.43	4.83	-0.4	0.255	0.442	63050
chr10	113761631	113762132	501	*	3.63	3.1	4.09	-0.99	0.255	0.442	63052
chr16	54176731	54177232	501	*	5.04	5.2	4.83	0.37	0.255	0.442	63056
chr17	19464357	19464858	501	*	5.25	5.4	5.03	0.37	0.255	0.442	63066
chr6	41921064	41921565	501	*	7.66	7.75	7.55	0.2	0.255	0.442	63067
chr10	794262	794763	501	*	4.75	4.54	4.98	-0.43	0.255	0.442	63068
chr17	80005884	80006385	501	*	6.4	6.26	6.57	-0.31	0.255	0.442	63072
chr10	60086498	60086999	501	*	4.65	4.43	4.88	-0.44	0.255	0.442	63073
chr3	98325046	98325547	501	*	5.74	5.59	5.91	-0.32	0.255	0.442	63077
chr7	8212240	8212741	501	*	4.47	4.24	4.72	-0.49	0.255	0.442	63078
chr9	35277888	35278389	501	*	4.67	4.48	4.87	-0.4	0.255	0.442	63082
chr2	152499826	152500327	501	*	4.34	4.55	4.03	0.52	0.255	0.442	63083
chr2	219298848	219299349	501	*	5.14	4.98	5.32	-0.35	0.255	0.442	63086
chr7	150988615	150989116	501	*	5.36	5.51	5.14	0.38	0.255	0.442	63091
chr11	8354622	8355123	501	*	4.98	5.16	4.74	0.42	0.255	0.442	63094
chr8	125147938	125148439	501	*	4.88	5.02	4.68	0.34	0.255	0.442	63096
chr3	188287586	188288087	501	*	4.54	4.3	4.79	-0.49	0.255	0.442	63098
chr20	33838684	33839185	501	*	4.85	4.7	5.03	-0.33	0.255	0.442	63102
chr22	28883952	28884453	501	*	6.41	6.57	6.16	0.41	0.255	0.442	63105
chr7	129851497	129851998	501	*	5.07	4.89	5.27	-0.39	0.255	0.442	63109
chr14	49870393	49870894	501	*	4.02	3.8	4.26	-0.46	0.255	0.442	63112
chr6	133891118	133891619	501	*	5.68	5.8	5.5	0.3	0.255	0.442	63114
chr4	128863052	128863553	501	*	5.51	5.64	5.34	0.3	0.255	0.442	63121
chr5	71664934	71665435	501	*	4.92	4.77	5.1	-0.33	0.255	0.442	63123
chr11	12267053	12267554	501	*	4.57	4.73	4.34	0.39	0.256	0.442	63128
chr17	65547122	65547623	501	*	4.67	4.47	4.87	-0.4	0.256	0.442	63129
chr15	92714481	92714982	501	*	7.25	7.36	7.1	0.27	0.256	0.442	63131
chr1	59698437	59698938	501	*	5.97	5.83	6.13	-0.31	0.256	0.442	63132
chr10	89251474	89251975	501	*	7.03	7.14	6.87	0.26	0.256	0.442	63136
chr1	8041002	8041503	501	*	5.13	5.29	4.92	0.37	0.256	0.442	63138
chr19	42528530	42529031	501	*	7.16	7.25	7.03	0.23	0.256	0.442	63139
chr2	11830961	11831462	501	*	4.34	4.51	4.09	0.42	0.256	0.442	63146
chr17	64313763	64314264	501	*	4.7	4.85	4.49	0.36	0.256	0.442	63148
chr1	226635487	226635988	501	*	4.95	4.8	5.13	-0.33	0.256	0.442	63151
chr15	73980764	73981265	501	*	4.53	4.7	4.28	0.41	0.256	0.442	63152
chr2	240437918	240438849	931	*	5.76	5.91	5.56	0.34	0.256	0.443	63156
chr13	94967513	94968014	501	*	5.03	5.18	4.83	0.35	0.256	0.443	63158
chr22	17891797	17892298	501	*	5.79	5.62	5.97	-0.35	0.256	0.443	63167
chr9	123354047	123354548	501	*	5.06	5.22	4.82	0.4	0.256	0.443	63168
chr3	4855511	4856012	501	*	4.73	4.9	4.49	0.41	0.256	0.443	63181
chr19	1217425	1217926	501	*	4.76	4.93	4.52	0.42	0.256	0.443	63184
chr14	103729227	103729728	501	*	6.9	6.78	7.05	-0.26	0.256	0.443	63186
chr9	114155652	114156153	501	*	7.03	7.28	6.62	0.66	0.256	0.443	63189
chr3	25433799	25434300	501	*	5.21	5.36	5.01	0.34	0.256	0.443	63190
chr11	72030736	72031237	501	*	5.21	5.05	5.39	-0.33	0.256	0.443	63196
chr11	9775154	9775655	501	*	5.02	5.17	4.8	0.37	0.256	0.443	63202
